Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
Q88P76,SYV_PSEPK,Vals,Valine--tRNA ligase,PP_0815,R1,1097259.74
Q88P76,SYV_PSEPK,Vals,Valine--tRNA ligase,PP_0815,R2,968443.308
Q88P76,SYV_PSEPK,Vals,Valine--tRNA ligase,PP_0815,R3,1008281.02
Q88P77,RLMF_PSEPK,Rlmf,Ribosomal RNA large subunit methyltransferase F,PP_0815,R1,2975.16
Q88P77,RLMF_PSEPK,Rlmf,Ribosomal RNA large subunit methyltransferase F,PP_0815,R2,1314.272
Q88P77,RLMF_PSEPK,Rlmf,Ribosomal RNA large subunit methyltransferase F,PP_0815,R3,3817.78
Q88P78,Q88P78_PSEPK,Hupn,"DNA-binding protein HU, form N",PP_0815,R1,3300638.84
Q88P78,Q88P78_PSEPK,Hupn,"DNA-binding protein HU, form N",PP_0815,R2,3220275.408
Q88P78,Q88P78_PSEPK,Hupn,"DNA-binding protein HU, form N",PP_0815,R3,3098398.77
Q88P80,NDPA_PSEPK,Pp_0973,Nucleoid-associated protein PP_0973,PP_0815,R1,93421.8
Q88P80,NDPA_PSEPK,Pp_0973,Nucleoid-associated protein PP_0973,PP_0815,R2,92946.6
Q88P80,NDPA_PSEPK,Pp_0973,Nucleoid-associated protein PP_0973,PP_0815,R3,56345.79
Q88P82,Q88P82_PSEPK,Pp_0971,SnoaL-like domain-containing protein,PP_0815,R1,280003
Q88P82,Q88P82_PSEPK,Pp_0971,SnoaL-like domain-containing protein,PP_0815,R2,266296.4
Q88P82,Q88P82_PSEPK,Pp_0971,SnoaL-like domain-containing protein,PP_0815,R3,112786.78
Q88P86,HIS8_PSEPK,Hisc,Histidinol-phosphate aminotransferase,PP_0815,R1,1428174.21
Q88P86,HIS8_PSEPK,Hisc,Histidinol-phosphate aminotransferase,PP_0815,R2,1488808.272
Q88P86,HIS8_PSEPK,Hisc,Histidinol-phosphate aminotransferase,PP_0815,R3,1642090.56
Q88P87,HIS1_PSEPK,Hisg,ATP phosphoribosyltransferase,PP_0815,R1,1788115.98
Q88P87,HIS1_PSEPK,Hisg,ATP phosphoribosyltransferase,PP_0815,R2,1665033.472
Q88P87,HIS1_PSEPK,Hisg,ATP phosphoribosyltransferase,PP_0815,R3,1863456.78
Q88P88,MURA_PSEPK,Mura,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,PP_0815,R1,3882466.08
Q88P88,MURA_PSEPK,Mura,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,PP_0815,R2,4092936.536
Q88P88,MURA_PSEPK,Mura,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,PP_0815,R3,3961323.69
Q88P89,Q88P89_PSEPK,Ttg2f,BolA family protein,PP_0815,R1,127474.58
Q88P89,Q88P89_PSEPK,Ttg2f,BolA family protein,PP_0815,R2,111836.6
Q88P89,Q88P89_PSEPK,Ttg2f,BolA family protein,PP_0815,R3,198286.8
Q88P90,Q88P90_PSEPK,Ttg2e,Toluene-tolerance protein,PP_0815,R1,87287.88
Q88P90,Q88P90_PSEPK,Ttg2e,Toluene-tolerance protein,PP_0815,R2,1314.272
Q88P90,Q88P90_PSEPK,Ttg2e,Toluene-tolerance protein,PP_0815,R3,88867.2
Q88P91,Q88P91_PSEPK,Ttg2d,Toluene tolerance protein,PP_0815,R1,1174147.26
Q88P91,Q88P91_PSEPK,Ttg2d,Toluene tolerance protein,PP_0815,R2,1219930.472
Q88P91,Q88P91_PSEPK,Ttg2d,Toluene tolerance protein,PP_0815,R3,1110281.08
Q88P92,Q88P92_PSEPK,Mlad,Phospholipid ABC transporter binding protein,PP_0815,R1,391444.48
Q88P92,Q88P92_PSEPK,Mlad,Phospholipid ABC transporter binding protein,PP_0815,R2,381399.336
Q88P92,Q88P92_PSEPK,Mlad,Phospholipid ABC transporter binding protein,PP_0815,R3,293437.98
Q88P93,Q88P93_PSEPK,Mlae,Intermembrane phospholipid transport system permease protein MlaE,PP_0815,R1,158288.1
Q88P93,Q88P93_PSEPK,Mlae,Intermembrane phospholipid transport system permease protein MlaE,PP_0815,R2,153949.5
Q88P93,Q88P93_PSEPK,Mlae,Intermembrane phospholipid transport system permease protein MlaE,PP_0815,R3,103072.79
Q88P94,Q88P94_PSEPK,Mlaf,Phospholipid ABC transporter ATP-binding subunit,PP_0815,R1,128433.86
Q88P94,Q88P94_PSEPK,Mlaf,Phospholipid ABC transporter ATP-binding subunit,PP_0815,R2,147281.272
Q88P94,Q88P94_PSEPK,Mlaf,Phospholipid ABC transporter ATP-binding subunit,PP_0815,R3,189477.52
Q88P95,Q88P95_PSEPK,Kdsd,Arabinose 5-phosphate isomerase,PP_0815,R1,264152.46
Q88P95,Q88P95_PSEPK,Kdsd,Arabinose 5-phosphate isomerase,PP_0815,R2,328538.172
Q88P95,Q88P95_PSEPK,Kdsd,Arabinose 5-phosphate isomerase,PP_0815,R3,277461.98
Q88P96,Q88P96_PSEPK,Kdsc,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,PP_0815,R1,780142.18
Q88P96,Q88P96_PSEPK,Kdsc,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,PP_0815,R2,779220.536
Q88P96,Q88P96_PSEPK,Kdsc,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,PP_0815,R3,763824.2
Q88P97,Q88P97_PSEPK,Lptc,Lipopolysaccharide export system protein LptC,PP_0815,R1,163079.36
Q88P97,Q88P97_PSEPK,Lptc,Lipopolysaccharide export system protein LptC,PP_0815,R2,120310.008
Q88P97,Q88P97_PSEPK,Lptc,Lipopolysaccharide export system protein LptC,PP_0815,R3,129481.22
Q88P98,Q88P98_PSEPK,Lpta,Lipopolysaccharide export system protein LptA,PP_0815,R1,588461.96
Q88P98,Q88P98_PSEPK,Lpta,Lipopolysaccharide export system protein LptA,PP_0815,R2,607413.536
Q88P98,Q88P98_PSEPK,Lpta,Lipopolysaccharide export system protein LptA,PP_0815,R3,595201.4
Q88P99,Q88P99_PSEPK,Lptb,Lipopolysaccharide export system ATP-binding protein LptB,PP_0815,R1,1011561.02
Q88P99,Q88P99_PSEPK,Lptb,Lipopolysaccharide export system ATP-binding protein LptB,PP_0815,R2,659014.98
Q88P99,Q88P99_PSEPK,Lptb,Lipopolysaccharide export system ATP-binding protein LptB,PP_0815,R3,891525.46
Q88PA0,Q88PA0_PSEPK,Ptsn,"Phosphotransferase system enzyme IIA, regulation of potassium transport",PP_0815,R1,1351305.7
Q88PA0,Q88PA0_PSEPK,Ptsn,"Phosphotransferase system enzyme IIA, regulation of potassium transport",PP_0815,R2,322283.236
Q88PA0,Q88PA0_PSEPK,Ptsn,"Phosphotransferase system enzyme IIA, regulation of potassium transport",PP_0815,R3,348451.09
Q88PA1,Y949_PSEPK,Pp_0949,Nucleotide-binding protein PP_0949,PP_0815,R1,450395.3
Q88PA1,Y949_PSEPK,Pp_0949,Nucleotide-binding protein PP_0949,PP_0815,R2,453087.9
Q88PA1,Y949_PSEPK,Pp_0949,Nucleotide-binding protein PP_0949,PP_0815,R3,231814.68
Q88PA4,Q88PA4_PSEPK,Soda,Superoxide dismutase,PP_0815,R1,2975.16
Q88PA4,Q88PA4_PSEPK,Soda,Superoxide dismutase,PP_0815,R2,1314.272
Q88PA4,Q88PA4_PSEPK,Soda,Superoxide dismutase,PP_0815,R3,3817.78
Q88PA6,Q88PA6_PSEPK,Fumc-i,Fumarate hydratase class II,PP_0815,R1,58263.62
Q88PA6,Q88PA6_PSEPK,Fumc-i,Fumarate hydratase class II,PP_0815,R2,13142.72
Q88PA6,Q88PA6_PSEPK,Fumc-i,Fumarate hydratase class II,PP_0815,R3,62183.91
Q88PA8,Q88PA8_PSEPK,Pmba,Regulatory protease,PP_0815,R1,2462849.04
Q88PA8,Q88PA8_PSEPK,Pmba,Regulatory protease,PP_0815,R2,2239095.53
Q88PA8,Q88PA8_PSEPK,Pmba,Regulatory protease,PP_0815,R3,2301554.13
Q88PA9,Y941_PSEPK,Pp_0941,UPF0307 protein PP_0941,PP_0815,R1,336162.84
Q88PA9,Y941_PSEPK,Pp_0941,UPF0307 protein PP_0941,PP_0815,R2,473474.972
Q88PA9,Y941_PSEPK,Pp_0941,UPF0307 protein PP_0941,PP_0815,R3,498173.38
Q88PB0,Q88PB0_PSEPK,Tldd,Protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD,PP_0815,R1,997509.86
Q88PB0,Q88PB0_PSEPK,Tldd,Protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD,PP_0815,R2,1019923.472
Q88PB0,Q88PB0_PSEPK,Tldd,Protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD,PP_0815,R3,1065020.08
Q88PB1,Q88PB1_PSEPK,Pp_0939,Carbon-nitrogen hydrolase family protein,PP_0815,R1,164916.48
Q88PB1,Q88PB1_PSEPK,Pp_0939,Carbon-nitrogen hydrolase family protein,PP_0815,R2,166507.236
Q88PB1,Q88PB1_PSEPK,Pp_0939,Carbon-nitrogen hydrolase family protein,PP_0815,R3,281444
Q88PB2,Q88PB2_PSEPK,Pp_0938,TIGR02099 family protein,PP_0815,R1,74421.04
Q88PB2,Q88PB2_PSEPK,Pp_0938,TIGR02099 family protein,PP_0815,R2,31601.744
Q88PB2,Q88PB2_PSEPK,Pp_0938,TIGR02099 family protein,PP_0815,R3,39289.06
Q88PB3,Q88PB3_PSEPK,Rng,Endoribonuclease G (RNAse G),PP_0815,R1,797661.22
Q88PB3,Q88PB3_PSEPK,Rng,Endoribonuclease G (RNAse G),PP_0815,R2,802744.08
Q88PB3,Q88PB3_PSEPK,Rng,Endoribonuclease G (RNAse G),PP_0815,R3,784661.05
Q88PB4,NTPPA_PSEPK,Maf-1,dTTP/UTP pyrophosphatase,PP_0815,R1,112338.3
Q88PB4,NTPPA_PSEPK,Maf-1,dTTP/UTP pyrophosphatase,PP_0815,R2,1314.272
Q88PB4,NTPPA_PSEPK,Maf-1,dTTP/UTP pyrophosphatase,PP_0815,R3,80478
Q88PB6,Q88PB6_PSEPK,Mrec,Cell shape-determining protein MreC,PP_0815,R1,194538.57
Q88PB6,Q88PB6_PSEPK,Mrec,Cell shape-determining protein MreC,PP_0815,R2,200411.944
Q88PB6,Q88PB6_PSEPK,Mrec,Cell shape-determining protein MreC,PP_0815,R3,262302.36
Q88PB7,Q88PB7_PSEPK,Mreb,Cell shape-determining protein MreB,PP_0815,R1,4085324.62
Q88PB7,Q88PB7_PSEPK,Mreb,Cell shape-determining protein MreB,PP_0815,R2,4176501.072
Q88PB7,Q88PB7_PSEPK,Mreb,Cell shape-determining protein MreB,PP_0815,R3,3926197.26
Q88PB8,GATC_PSEPK,Gatc,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,PP_0815,R1,173972.4
Q88PB8,GATC_PSEPK,Gatc,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,PP_0815,R2,158024.4
Q88PB8,GATC_PSEPK,Gatc,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,PP_0815,R3,161986.23
Q88PB9,GATA_PSEPK,Gata,Glutamyl-tRNA(Gln) amidotransferase subunit A,PP_0815,R1,1779109.12
Q88PB9,GATA_PSEPK,Gata,Glutamyl-tRNA(Gln) amidotransferase subunit A,PP_0815,R2,1746862.444
Q88PB9,GATA_PSEPK,Gata,Glutamyl-tRNA(Gln) amidotransferase subunit A,PP_0815,R3,1548909.83
Q88PC0,GATB_PSEPK,Gatb,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,PP_0815,R1,1295475.52
Q88PC0,GATB_PSEPK,Gatb,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,PP_0815,R2,1300811.852
Q88PC0,GATB_PSEPK,Gatb,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,PP_0815,R3,1215795.7
Q88PC3,Q88PC3_PSEPK,Arop-i,Aromatic amino acid transport protein AroP,PP_0815,R1,72884.3
Q88PC3,Q88PC3_PSEPK,Arop-i,Aromatic amino acid transport protein AroP,PP_0815,R2,60909.6
Q88PC3,Q88PC3_PSEPK,Arop-i,Aromatic amino acid transport protein AroP,PP_0815,R3,84950.8
Q88PC5,Q88PC5_PSEPK,Pp_0925,Acyl-CoA dehydrogenase,PP_0815,R1,410157.08
Q88PC5,Q88PC5_PSEPK,Pp_0925,Acyl-CoA dehydrogenase,PP_0815,R2,499406.436
Q88PC5,Q88PC5_PSEPK,Pp_0925,Acyl-CoA dehydrogenase,PP_0815,R3,548544.5
Q88PD0,Q88PD0_PSEPK,Xenb,Xenobiotic reductase B,PP_0815,R1,2975.16
Q88PD0,Q88PD0_PSEPK,Xenb,Xenobiotic reductase B,PP_0815,R2,1314.272
Q88PD0,Q88PD0_PSEPK,Xenb,Xenobiotic reductase B,PP_0815,R3,3817.78
Q88PD1,Q88PD1_PSEPK,Pp_0919,ATPase,PP_0815,R1,29997.3
Q88PD1,Q88PD1_PSEPK,Pp_0919,ATPase,PP_0815,R2,46297.436
Q88PD1,Q88PD1_PSEPK,Pp_0919,ATPase,PP_0815,R3,30365.29
Q88PD5,SODF_PSEPK,Sodb,Superoxide dismutase [Fe],PP_0815,R1,8492059.18
Q88PD5,SODF_PSEPK,Sodb,Superoxide dismutase [Fe],PP_0815,R2,9159277.436
Q88PD5,SODF_PSEPK,Sodb,Superoxide dismutase [Fe],PP_0815,R3,9175141.49
Q88PD6,Q88PD6_PSEPK,Pp_0914,GGDEF domain protein,PP_0815,R1,210374.7
Q88PD6,Q88PD6_PSEPK,Pp_0914,GGDEF domain protein,PP_0815,R2,209555.836
Q88PD6,Q88PD6_PSEPK,Pp_0914,GGDEF domain protein,PP_0815,R3,138589.58
Q88PD7,Q88PD7_PSEPK,Pp_0913,Imelysin-like domain-containing protein,PP_0815,R1,2235843.62
Q88PD7,Q88PD7_PSEPK,Pp_0913,Imelysin-like domain-containing protein,PP_0815,R2,1816392.58
Q88PD7,Q88PD7_PSEPK,Pp_0913,Imelysin-like domain-containing protein,PP_0815,R3,1836109.25
Q88PE1,Q88PE1_PSEPK,Pp_0909,Imelysin-like domain-containing protein,PP_0815,R1,511137.96
Q88PE1,Q88PE1_PSEPK,Pp_0909,Imelysin-like domain-containing protein,PP_0815,R2,393632.944
Q88PE1,Q88PE1_PSEPK,Pp_0909,Imelysin-like domain-containing protein,PP_0815,R3,397914.77
Q88PE9,Q88PE9_PSEPK,Colr,DNA-binding response regulator,PP_0815,R1,104993.44
Q88PE9,Q88PE9_PSEPK,Colr,DNA-binding response regulator,PP_0815,R2,149337.472
Q88PE9,Q88PE9_PSEPK,Colr,DNA-binding response regulator,PP_0815,R3,187370.38
Q88PF3,Q88PF3_PSEPK,Pp_0897,Fumarate hydratase class I,PP_0815,R1,5048717.1
Q88PF3,Q88PF3_PSEPK,Pp_0897,Fumarate hydratase class I,PP_0815,R2,4783172.188
Q88PF3,Q88PF3_PSEPK,Pp_0897,Fumarate hydratase class I,PP_0815,R3,4580850.44
Q88PF6,Q88PF6_PSEPK,Pp_0894,SnoaL-like domain-containing protein,PP_0815,R1,89329.9
Q88PF6,Q88PF6_PSEPK,Pp_0894,SnoaL-like domain-containing protein,PP_0815,R2,53049.6
Q88PF6,Q88PF6_PSEPK,Pp_0894,SnoaL-like domain-containing protein,PP_0815,R3,121294
Q88PF7,Q88PF7_PSEPK,Pp_0893,ThiJ/PfpI family protein,PP_0815,R1,274382.5
Q88PF7,Q88PF7_PSEPK,Pp_0893,ThiJ/PfpI family protein,PP_0815,R2,306594.3
Q88PF7,Q88PF7_PSEPK,Pp_0893,ThiJ/PfpI family protein,PP_0815,R3,303584
Q88PF9,Q88PF9_PSEPK,Pp_0891,Lipid/polyisoprenoid-binding YceI-like domain-containing protein,PP_0815,R1,176286
Q88PF9,Q88PF9_PSEPK,Pp_0891,Lipid/polyisoprenoid-binding YceI-like domain-containing protein,PP_0815,R2,189459.036
Q88PF9,Q88PF9_PSEPK,Pp_0891,Lipid/polyisoprenoid-binding YceI-like domain-containing protein,PP_0815,R3,23744.38
Q88PG2,Q88PG2_PSEPK,Rega,Photosynthetic apparatus regulatory protein RegA,PP_0815,R1,552991.6
Q88PG2,Q88PG2_PSEPK,Rega,Photosynthetic apparatus regulatory protein RegA,PP_0815,R2,517841.236
Q88PG2,Q88PG2_PSEPK,Rega,Photosynthetic apparatus regulatory protein RegA,PP_0815,R3,563503.49
Q88PG3,Q88PG3_PSEPK,Pp_0887,histidine kinase,PP_0815,R1,17944.88
Q88PG3,Q88PG3_PSEPK,Pp_0887,histidine kinase,PP_0815,R2,17267.7
Q88PG3,Q88PG3_PSEPK,Pp_0887,histidine kinase,PP_0815,R3,23657.09
Q88PG4,Q88PG4_PSEPK,Pp_0886,DUF541 domain-containing protein,PP_0815,R1,341818.86
Q88PG4,Q88PG4_PSEPK,Pp_0886,DUF541 domain-containing protein,PP_0815,R2,296408.072
Q88PG4,Q88PG4_PSEPK,Pp_0886,DUF541 domain-containing protein,PP_0815,R3,284281.58
Q88PG5,Q88PG5_PSEPK,Dppa-iii,Dipeptide ABC transporter-periplasmic binding protein,PP_0815,R1,941756.34
Q88PG5,Q88PG5_PSEPK,Dppa-iii,Dipeptide ABC transporter-periplasmic binding protein,PP_0815,R2,1149153.48
Q88PG5,Q88PG5_PSEPK,Dppa-iii,Dipeptide ABC transporter-periplasmic binding protein,PP_0815,R3,1180762.37
Q88PG6,Q88PG6_PSEPK,Dppa-ii,Dipeptide ABC transporter-periplasmic binding protein,PP_0815,R1,82007.9
Q88PG6,Q88PG6_PSEPK,Dppa-ii,Dipeptide ABC transporter-periplasmic binding protein,PP_0815,R2,657.136
Q88PG6,Q88PG6_PSEPK,Dppa-ii,Dipeptide ABC transporter-periplasmic binding protein,PP_0815,R3,72740.8
Q88PG7,Q88PG7_PSEPK,Opdp,Glycine-glutamate dipeptide porin,PP_0815,R1,39928.7
Q88PG7,Q88PG7_PSEPK,Opdp,Glycine-glutamate dipeptide porin,PP_0815,R2,21645.324
Q88PG7,Q88PG7_PSEPK,Opdp,Glycine-glutamate dipeptide porin,PP_0815,R3,19088.9
Q88PG8,Q88PG8_PSEPK,Dppa-i,Dipeptide ABC transporter-periplasmic binding protein,PP_0815,R1,28095.66
Q88PG8,Q88PG8_PSEPK,Dppa-i,Dipeptide ABC transporter-periplasmic binding protein,PP_0815,R2,45625.376
Q88PG8,Q88PG8_PSEPK,Dppa-i,Dipeptide ABC transporter-periplasmic binding protein,PP_0815,R3,43231.48
Q88PH1,Q88PH1_PSEPK,Dppd,ABC-type dipeptide transporter,PP_0815,R1,118746.76
Q88PH1,Q88PH1_PSEPK,Dppd,ABC-type dipeptide transporter,PP_0815,R2,106190.308
Q88PH1,Q88PH1_PSEPK,Dppd,ABC-type dipeptide transporter,PP_0815,R3,99084.36
Q88PH2,Q88PH2_PSEPK,Dppf,"Dipeptide ABC transporter, binding subunit",PP_0815,R1,26487.78
Q88PH2,Q88PH2_PSEPK,Dppf,"Dipeptide ABC transporter, binding subunit",PP_0815,R2,1314.272
Q88PH2,Q88PH2_PSEPK,Dppf,"Dipeptide ABC transporter, binding subunit",PP_0815,R3,3817.78
Q88PH8,RF3_PSEPK,Prfc,Peptide chain release factor 3,PP_0815,R1,1390564.86
Q88PH8,RF3_PSEPK,Prfc,Peptide chain release factor 3,PP_0815,R2,1415733.644
Q88PH8,RF3_PSEPK,Prfc,Peptide chain release factor 3,PP_0815,R3,1384515.06
Q88PH9,Q88PH9_PSEPK,Pp_0871,"Glycine betaine/carnitine/choline ABC transporter, permease protein",PP_0815,R1,1487.58
Q88PH9,Q88PH9_PSEPK,Pp_0871,"Glycine betaine/carnitine/choline ABC transporter, permease protein",PP_0815,R2,657.136
Q88PH9,Q88PH9_PSEPK,Pp_0871,"Glycine betaine/carnitine/choline ABC transporter, permease protein",PP_0815,R3,1908.89
Q88PI0,Q88PI0_PSEPK,Pp_0870,"Glycine betaine/carnitine/choline ABC transporter, periplasmic binding protein",PP_0815,R1,264566.74
Q88PI0,Q88PI0_PSEPK,Pp_0870,"Glycine betaine/carnitine/choline ABC transporter, periplasmic binding protein",PP_0815,R2,347863.244
Q88PI0,Q88PI0_PSEPK,Pp_0870,"Glycine betaine/carnitine/choline ABC transporter, periplasmic binding protein",PP_0815,R3,374939.08
Q88PI1,Q88PI1_PSEPK,Yehw,Osmoprotectant ABC transporter permease subunit,PP_0815,R1,39044.06
Q88PI1,Q88PI1_PSEPK,Yehw,Osmoprotectant ABC transporter permease subunit,PP_0815,R2,36901.572
Q88PI1,Q88PI1_PSEPK,Yehw,Osmoprotectant ABC transporter permease subunit,PP_0815,R3,45034.18
Q88PI2,Q88PI2_PSEPK,Yehx,Quaternary amine transport ATP-binding protein,PP_0815,R1,166317.24
Q88PI2,Q88PI2_PSEPK,Yehx,Quaternary amine transport ATP-binding protein,PP_0815,R2,177887.444
Q88PI2,Q88PI2_PSEPK,Yehx,Quaternary amine transport ATP-binding protein,PP_0815,R3,227598.27
Q88PI6,Q88PI6_PSEPK,Spec,ornithine decarboxylase,PP_0815,R1,670729.86
Q88PI6,Q88PI6_PSEPK,Spec,ornithine decarboxylase,PP_0815,R2,823933.98
Q88PI6,Q88PI6_PSEPK,Spec,ornithine decarboxylase,PP_0815,R3,637014.13
Q88PI9,Q88PI9_PSEPK,Pp_0861,Outer membrane ferric siderophore receptor,PP_0815,R1,7437.9
Q88PI9,Q88PI9_PSEPK,Pp_0861,Outer membrane ferric siderophore receptor,PP_0815,R2,3285.68
Q88PI9,Q88PI9_PSEPK,Pp_0861,Outer membrane ferric siderophore receptor,PP_0815,R3,9544.45
Q88PJ1,Q88PJ1_PSEPK,Pp_0859,Ketoglutaramate omega-amidase,PP_0815,R1,137454.3
Q88PJ1,Q88PJ1_PSEPK,Pp_0859,Ketoglutaramate omega-amidase,PP_0815,R2,144689.3
Q88PJ1,Q88PJ1_PSEPK,Pp_0859,Ketoglutaramate omega-amidase,PP_0815,R3,140432.3
Q88PJ2,Q88PJ2_PSEPK,Pp_0858,Methionine/glutamine aminotransferase,PP_0815,R1,362398.1
Q88PJ2,Q88PJ2_PSEPK,Pp_0858,Methionine/glutamine aminotransferase,PP_0815,R2,238089.136
Q88PJ2,Q88PJ2_PSEPK,Pp_0858,Methionine/glutamine aminotransferase,PP_0815,R3,257420.89
Q88PJ3,DER_PSEPK,Der,GTPase Der,PP_0815,R1,1247211.52
Q88PJ3,DER_PSEPK,Der,GTPase Der,PP_0815,R2,1148353.346
Q88PJ3,DER_PSEPK,Der,GTPase Der,PP_0815,R3,1255195.95
Q88PJ4,Q88PJ4_PSEPK,Bamb,Outer membrane protein assembly factor BamB,PP_0815,R1,3150593.86
Q88PJ4,Q88PJ4_PSEPK,Bamb,Outer membrane protein assembly factor BamB,PP_0815,R2,3190949.436
Q88PJ4,Q88PJ4_PSEPK,Bamb,Outer membrane protein assembly factor BamB,PP_0815,R3,3173091.88
Q88PJ5,Q88PJ5_PSEPK,Pp_0855,Ancillary SecYEG translocon subunit,PP_0815,R1,614116.18
Q88PJ5,Q88PJ5_PSEPK,Pp_0855,Ancillary SecYEG translocon subunit,PP_0815,R2,618818.7
Q88PJ5,Q88PJ5_PSEPK,Pp_0855,Ancillary SecYEG translocon subunit,PP_0815,R3,620867
Q88PJ6,SYH_PSEPK,Hiss,Histidine--tRNA ligase,PP_0815,R1,2813402.16
Q88PJ6,SYH_PSEPK,Hiss,Histidine--tRNA ligase,PP_0815,R2,2811670.372
Q88PJ6,SYH_PSEPK,Hiss,Histidine--tRNA ligase,PP_0815,R3,2859870.89
Q88PJ7,ISPG_PSEPK,Ispg,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),PP_0815,R1,1218837.68
Q88PJ7,ISPG_PSEPK,Ispg,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),PP_0815,R2,1044701.844
Q88PJ7,ISPG_PSEPK,Ispg,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),PP_0815,R3,1324121.19
Q88PJ8,Q88PJ8_PSEPK,Pp_0852,"Transcriptional regulator, Cro/CI family",PP_0815,R1,245859.18
Q88PJ8,Q88PJ8_PSEPK,Pp_0852,"Transcriptional regulator, Cro/CI family",PP_0815,R2,210153.072
Q88PJ8,Q88PJ8_PSEPK,Pp_0852,"Transcriptional regulator, Cro/CI family",PP_0815,R3,238913.1
Q88PK0,RLMN_PSEPK,Rlmn,Dual-specificity RNA methyltransferase RlmN,PP_0815,R1,2975.16
Q88PK0,RLMN_PSEPK,Rlmn,Dual-specificity RNA methyltransferase RlmN,PP_0815,R2,1314.272
Q88PK0,RLMN_PSEPK,Rlmn,Dual-specificity RNA methyltransferase RlmN,PP_0815,R3,3817.78
Q88PK1,NDK_PSEPK,Ndk,Nucleoside diphosphate kinase,PP_0815,R1,6951032.9
Q88PK1,NDK_PSEPK,Ndk,Nucleoside diphosphate kinase,PP_0815,R2,6768306.4
Q88PK1,NDK_PSEPK,Ndk,Nucleoside diphosphate kinase,PP_0815,R3,7027144.2
Q88PK2,Q88PK2_PSEPK,Iscx,Donor of Fe2+ and regulator of cysteine desulfurase activity,PP_0815,R1,319857.58
Q88PK2,Q88PK2_PSEPK,Iscx,Donor of Fe2+ and regulator of cysteine desulfurase activity,PP_0815,R2,284727.636
Q88PK2,Q88PK2_PSEPK,Iscx,Donor of Fe2+ and regulator of cysteine desulfurase activity,PP_0815,R3,267418.19
Q88PK3,Q88PK3_PSEPK,Fdx,2Fe-2S ferredoxin,PP_0815,R1,61189.98
Q88PK3,Q88PK3_PSEPK,Fdx,2Fe-2S ferredoxin,PP_0815,R2,50495.236
Q88PK3,Q88PK3_PSEPK,Fdx,2Fe-2S ferredoxin,PP_0815,R3,60595.59
Q88PK4,HSCA_PSEPK,Hsca,Chaperone protein HscA homolog,PP_0815,R1,898065.96
Q88PK4,HSCA_PSEPK,Hsca,Chaperone protein HscA homolog,PP_0815,R2,968786.716
Q88PK4,HSCA_PSEPK,Hsca,Chaperone protein HscA homolog,PP_0815,R3,1127781.05
Q88PK5,HSCB_PSEPK,Hscb,Co-chaperone protein HscB homolog,PP_0815,R1,72621.2
Q88PK5,HSCB_PSEPK,Hscb,Co-chaperone protein HscB homolog,PP_0815,R2,88877.6
Q88PK5,HSCB_PSEPK,Hscb,Co-chaperone protein HscB homolog,PP_0815,R3,141814
Q88PK6,Q88PK6_PSEPK,Isca,Iron-binding protein IscA,PP_0815,R1,67341.5
Q88PK6,Q88PK6_PSEPK,Isca,Iron-binding protein IscA,PP_0815,R2,56830.236
Q88PK6,Q88PK6_PSEPK,Isca,Iron-binding protein IscA,PP_0815,R3,40133.49
Q88PK7,Q88PK7_PSEPK,Iscu,Iron-sulfur cluster assembly scaffold protein IscU,PP_0815,R1,347973.66
Q88PK7,Q88PK7_PSEPK,Iscu,Iron-sulfur cluster assembly scaffold protein IscU,PP_0815,R2,360092.072
Q88PK7,Q88PK7_PSEPK,Iscu,Iron-sulfur cluster assembly scaffold protein IscU,PP_0815,R3,368896
Q88PK8,ISCS_PSEPK,Iscs,Cysteine desulfurase IscS,PP_0815,R1,1205717.7
Q88PK8,ISCS_PSEPK,Iscs,Cysteine desulfurase IscS,PP_0815,R2,1074568.298
Q88PK8,ISCS_PSEPK,Iscs,Cysteine desulfurase IscS,PP_0815,R3,901962.51
Q88PL0,Q88PL0_PSEPK,Cyse,serine O-acetyltransferase,PP_0815,R1,554381.75
Q88PL0,Q88PL0_PSEPK,Cyse,serine O-acetyltransferase,PP_0815,R2,331163.092
