Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,0812_0815-Control,R2,2917440.033,0.071562167,-1.145316518,0812_0815
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,0812_0815-Control,R3,1776764,0.048270476,-1.316318419,0812_0815
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,0812_0815-Control,R1,16386666.67,0.374832344,-0.426162942,0812_0815
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,0812_0815-Control,R2,13396666.67,0.328608123,-0.483321705,0812_0815
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,0812_0815-Control,R3,11533333.33,0.313333391,-0.503993321,0812_0815
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,0812_0815-Control,R1,1889599.367,0.043223126,-1.364283826,0812_0815
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,0812_0815-Control,R2,1777440.033,0.043598997,-1.360523499,0812_0815
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,0812_0815-Control,R3,1320864.6,0.035884767,-1.445089864,0812_0815
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,0812_0815-Control,R1,2124961.4,0.048606851,-1.313302516,0812_0815
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,0812_0815-Control,R2,1523916.067,0.037380284,-1.427357409,0812_0815
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,0812_0815-Control,R3,1096296.9,0.029783794,-1.526019979,0812_0815
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,0812_0815-Control,R1,2726666.667,0.062370394,-1.205021512,0812_0815
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,0812_0815-Control,R2,2470000,0.060586867,-1.217621503,0812_0815
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,0812_0815-Control,R3,2306666.667,0.062666678,-1.202963326,0812_0815
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,0812_0815-Control,R1,3592852.333,0.082183722,-1.085214193,0812_0815
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,0812_0815-Control,R2,3123778.367,0.07662346,-1.115638244,0812_0815
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,0812_0815-Control,R3,4129749.667,0.112195532,-0.950024439,0812_0815
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,0812_0815-Control,R1,1882806.333,0.043067741,-1.365847911,0812_0815
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,0812_0815-Control,R2,1920202,0.047100819,-1.326971539,0812_0815
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,0812_0815-Control,R3,1856304,0.05043139,-1.297299065,0812_0815
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,0812_0815-Control,R1,4263333.333,0.097520457,-1.010904271,0812_0815
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,0812_0815-Control,R2,4023333.333,0.09868873,-1.005732441,0812_0815
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,0812_0815-Control,R3,4400000,0.119537594,-0.922495489,0812_0815
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,0812_0815-Control,R1,7633333.333,0.174606604,-0.757939333,0812_0815
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,0812_0815-Control,R2,8316666.667,0.204000315,-0.690369161,0812_0815
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,0812_0815-Control,R3,8356666.667,0.22703087,-0.643915086,0812_0815
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,0812_0815-Control,R1,1167748.367,0.026711342,-1.573304293,0812_0815
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,0812_0815-Control,R2,1251125.033,0.030688966,-1.513017743,0812_0815
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,0812_0815-Control,R3,872963.5667,0.023716356,-1.624952047,0812_0815
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R1,977098,0.022350362,-1.650715437,0812_0815
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R2,1198348.667,0.02939441,-1.53173526,0812_0815
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R3,934611.6667,0.025391189,-1.595316967,0812_0815
Q88Q58,Q88Q58_PSEPK,Pp_0640,ATPase AAA-type core domain-containing protein,0812_0815-Control,R1,632485,0.014467606,-1.839603331,0812_0815
Q88Q58,Q88Q58_PSEPK,Pp_0640,ATPase AAA-type core domain-containing protein,0812_0815-Control,R2,459537.3333,0.011272035,-1.947997657,0812_0815
Q88Q58,Q88Q58_PSEPK,Pp_0640,ATPase AAA-type core domain-containing protein,0812_0815-Control,R3,312376.6333,0.008486534,-2.071269625,0812_0815
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,0812_0815-Control,R2,12320.1,0.000302201,-3.519704224,0812_0815
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,0812_0815-Control,R1,230889.4,0.005281417,-2.277249566,0812_0815
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,0812_0815-Control,R2,594385,0.014579727,-1.836250616,0812_0815
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,0812_0815-Control,R3,199787.6,0.005427757,-2.265379636,0812_0815
Q88Q71,CLPB_PSEPK,Clpb,Chaperone protein ClpB,0812_0815-Control,R1,6514147.367,0.14900609,-0.826795982,0812_0815
Q88Q71,CLPB_PSEPK,Clpb,Chaperone protein ClpB,0812_0815-Control,R2,6250773.367,0.15332582,-0.814384704,0812_0815
Q88Q71,CLPB_PSEPK,Clpb,Chaperone protein ClpB,0812_0815-Control,R3,6840864.6,0.185850113,-0.730837171,0812_0815
Q88Q72,Q88Q72_PSEPK,Yfih,Purine nucleoside phosphorylase,0812_0815-Control,R1,1034961.4,0.023673943,-1.625729409,0812_0815
Q88Q72,Q88Q72_PSEPK,Yfih,Purine nucleoside phosphorylase,0812_0815-Control,R2,478213.4,0.011730142,-1.930696715,0812_0815
Q88Q72,Q88Q72_PSEPK,Yfih,Purine nucleoside phosphorylase,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88Q73,Q88Q73_PSEPK,Bamd,Outer membrane protein assembly factor BamD,0812_0815-Control,R1,2314245.667,0.052936582,-1.276244102,0812_0815
Q88Q73,Q88Q73_PSEPK,Bamd,Outer membrane protein assembly factor BamD,0812_0815-Control,R2,2360128.667,0.057891823,-1.237382777,0812_0815
Q88Q73,Q88Q73_PSEPK,Bamd,Outer membrane protein assembly factor BamD,0812_0815-Control,R3,2230842,0.060606701,-1.217479353,0812_0815
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R1,117827.7333,0.002695218,-2.569406038,0812_0815
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R2,12320.1,0.000302201,-3.519704224,0812_0815
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R3,199093.2667,0.005408893,-2.266891593,0812_0815
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",0812_0815-Control,R2,194254.0667,0.004764877,-2.321948337,0812_0815
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",0812_0815-Control,R3,73916.93333,0.002008148,-2.697204225,0812_0815
Q88Q80,Q88Q80_PSEPK,Pp_0615,"Branched-chain amino acid ABC transporter, ATP-binding protein",0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88Q80,Q88Q80_PSEPK,Pp_0615,"Branched-chain amino acid ABC transporter, ATP-binding protein",0812_0815-Control,R2,12320.1,0.000302201,-3.519704224,0812_0815
Q88Q80,Q88Q80_PSEPK,Pp_0615,"Branched-chain amino acid ABC transporter, ATP-binding protein",0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88Q81,Q88Q81_PSEPK,Pp_0614,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,0812_0815-Control,R1,16589.46667,0.000379471,-3.420821137,0812_0815
Q88Q81,Q88Q81_PSEPK,Pp_0614,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,0812_0815-Control,R2,168427.7333,0.00413138,-2.383904853,0812_0815
Q88Q81,Q88Q81_PSEPK,Pp_0614,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,0812_0815-Control,R3,244649.9,0.006646559,-2.177403123,0812_0815
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,0812_0815-Control,R1,311908.4,0.007134664,-2.14662649,0812_0815
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,0812_0815-Control,R2,678991.7,0.016655053,-1.778453991,0812_0815
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,0812_0815-Control,R3,217921.5667,0.005920414,-2.227647953,0812_0815
Q88Q83,GLYOX_PSEPK,Thio,Glycine oxidase,0812_0815-Control,R1,373103.3667,0.008534451,-2.068824393,0812_0815
Q88Q83,GLYOX_PSEPK,Thio,Glycine oxidase,0812_0815-Control,R2,902415.0333,0.022135425,-1.654912135,0812_0815
Q88Q83,GLYOX_PSEPK,Thio,Glycine oxidase,0812_0815-Control,R3,805882.3333,0.021893917,-1.65967653,0812_0815
Q88Q89,ISPH_PSEPK,Isph,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,0812_0815-Control,R1,1148223,0.026264714,-1.580627319,0812_0815
Q88Q89,ISPH_PSEPK,Isph,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,0812_0815-Control,R2,1195915.333,0.029334722,-1.532618022,0812_0815
Q88Q89,ISPH_PSEPK,Isph,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,0812_0815-Control,R3,430864.6,0.011705572,-1.931607352,0812_0815
Q88Q92,SYI_PSEPK,Iles,Isoleucine--tRNA ligase,0812_0815-Control,R1,4264147.367,0.097539078,-1.010821356,0812_0815
Q88Q92,SYI_PSEPK,Iles,Isoleucine--tRNA ligase,0812_0815-Control,R2,4254106.7,0.104349392,-0.981510078,0812_0815
Q88Q92,SYI_PSEPK,Iles,Isoleucine--tRNA ligase,0812_0815-Control,R3,4402098.967,0.119594618,-0.922288363,0812_0815
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,0812_0815-Control,R1,879883.7,0.02012666,-1.696228289,0812_0815
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,0812_0815-Control,R2,926527.3667,0.022726879,-1.643460205,0812_0815
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,0812_0815-Control,R3,790891.3,0.021486646,-1.667831367,0812_0815
Q88Q95,RS20_PSEPK,Rpst,Small ribosomal subunit protein bS20,0812_0815-Control,R1,9349108.767,0.213853642,-0.669883349,0812_0815
Q88Q95,RS20_PSEPK,Rpst,Small ribosomal subunit protein bS20,0812_0815-Control,R2,9168213.4,0.224887987,-0.648033743,0812_0815
Q88Q95,RS20_PSEPK,Rpst,Small ribosomal subunit protein bS20,0812_0815-Control,R3,8014197.933,0.217726805,-0.662088101,0812_0815
Q88Q96,Q88Q96_PSEPK,Pp_0599,Paraquat-inducible protein B,0812_0815-Control,R1,501177.0333,0.011464038,-1.9406624,0812_0815
Q88Q96,Q88Q96_PSEPK,Pp_0599,Paraquat-inducible protein B,0812_0815-Control,R2,729368.6667,0.017890754,-1.747371354,0812_0815
Q88Q96,Q88Q96_PSEPK,Pp_0599,Paraquat-inducible protein B,0812_0815-Control,R3,744594,0.020228858,-1.694028633,0812_0815
Q88Q97,Q88Q97_PSEPK,Mmsa-i,methylmalonate-semialdehyde dehydrogenase (CoA acylating),0812_0815-Control,R1,739806,0.016922491,-1.771535712,0812_0815
Q88Q97,Q88Q97_PSEPK,Mmsa-i,methylmalonate-semialdehyde dehydrogenase (CoA acylating),0812_0815-Control,R2,412250.7,0.010112137,-1.995157055,0812_0815
Q88Q97,Q88Q97_PSEPK,Mmsa-i,methylmalonate-semialdehyde dehydrogenase (CoA acylating),0812_0815-Control,R3,429234.9333,0.011661298,-1.933253106,0812_0815
Q88Q98,Q88Q98_PSEPK,Pp_0596,Omega-amino acid--pyruvate aminotransferase,0812_0815-Control,R1,1292798.7,0.029571772,-1.529122654,0812_0815
Q88Q98,Q88Q98_PSEPK,Pp_0596,Omega-amino acid--pyruvate aminotransferase,0812_0815-Control,R2,305749.1333,0.00749975,-2.124953222,0812_0815
Q88Q98,Q88Q98_PSEPK,Pp_0596,Omega-amino acid--pyruvate aminotransferase,0812_0815-Control,R3,742504.6,0.020172094,-1.695249017,0812_0815
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",0812_0815-Control,R1,2143333.333,0.049027095,-1.309563843,0812_0815
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",0812_0815-Control,R2,1477440.033,0.036240268,-1.440808594,0812_0815
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",0812_0815-Control,R3,1122098.967,0.030484775,-1.515917003,0812_0815
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,0812_0815-Control,R1,798236.3333,0.01825904,-1.738522069,0812_0815
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,0812_0815-Control,R2,988221.3667,0.024240177,-1.615464217,0812_0815
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,0812_0815-Control,R3,857475.3,0.023295576,-1.632726547,0812_0815
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,0812_0815-Control,R1,627461.0667,0.014352687,-1.843066778,0812_0815
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,0812_0815-Control,R2,20533.5,0.000503668,-3.297855474,0812_0815
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,0812_0815-Control,R3,655062.5333,0.0177965,-1.749665405,0812_0815
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,0812_0815-Control,R1,151242.4,0.003459553,-2.460980001,0812_0815
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,0812_0815-Control,R2,1077634.333,0.026433396,-1.577847037,0812_0815
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,0812_0815-Control,R3,912098.9667,0.024779572,-1.605906202,0812_0815
Q88QB6,Q88QB6_PSEPK,Cmom,tRNA 5-carboxymethoxyuridine methyltransferase,0812_0815-Control,R1,915271,0.020936117,-1.679103859,0812_0815
Q88QB6,Q88QB6_PSEPK,Cmom,tRNA 5-carboxymethoxyuridine methyltransferase,0812_0815-Control,R2,74117.76667,0.001818042,-2.740396132,0812_0815
Q88QB6,Q88QB6_PSEPK,Cmom,tRNA 5-carboxymethoxyuridine methyltransferase,0812_0815-Control,R3,1026926.967,0.027899177,-1.554408607,0812_0815
Q88QB8,Q88QB8_PSEPK,Pp_0576,Lipoprotein,0812_0815-Control,R1,216994.7,0.004963586,-2.304204435,0812_0815
Q88QB8,Q88QB8_PSEPK,Pp_0576,Lipoprotein,0812_0815-Control,R2,128702.7333,0.003156962,-2.500730686,0812_0815
Q88QB8,Q88QB8_PSEPK,Pp_0576,Lipoprotein,0812_0815-Control,R3,112550.2667,0.003057725,-2.514601637,0812_0815
Q88QC4,Q88QC4_PSEPK,Yfhm,Alpha-2-macroglobulin,0812_0815-Control,R1,295318.7,0.006755187,-2.170362613,0812_0815
Q88QC4,Q88QC4_PSEPK,Yfhm,Alpha-2-macroglobulin,0812_0815-Control,R2,868345,0.021299718,-1.671626149,0812_0815
Q88QC4,Q88QC4_PSEPK,Yfhm,Alpha-2-macroglobulin,0812_0815-Control,R3,775491.6667,0.021068275,-1.67637103,0812_0815
Q88QC7,SPEA_PSEPK,Spea,Biosynthetic arginine decarboxylase,0812_0815-Control,R1,1536666.667,0.035150063,-1.45407389,0812_0815
Q88QC7,SPEA_PSEPK,Spea,Biosynthetic arginine decarboxylase,0812_0815-Control,R2,1550000,0.038020099,-1.419986758,0812_0815
Q88QC7,SPEA_PSEPK,Spea,Biosynthetic arginine decarboxylase,0812_0815-Control,R3,1540000,0.041838158,-1.378427445,0812_0815
Q88QD0,Q88QD0_PSEPK,Pp_0564,DUF2333 family protein,0812_0815-Control,R1,1776666.667,0.040639878,-1.391047607,0812_0815
Q88QD0,Q88QD0_PSEPK,Pp_0564,DUF2333 family protein,0812_0815-Control,R2,1666666.667,0.040881827,-1.388469707,0812_0815
Q88QD0,Q88QD0_PSEPK,Pp_0564,DUF2333 family protein,0812_0815-Control,R3,1790000,0.048630067,-1.313095134,0812_0815
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,0812_0815-Control,R1,275904.4,0.0063111,-2.199894935,0812_0815
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,0812_0815-Control,R2,308430.1,0.007565512,-2.121161702,0812_0815
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,0812_0815-Control,R3,149377.8667,0.004058243,-2.391661913,0812_0815
Q88QD5,Q88QD5_PSEPK,Accb,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,0812_0815-Control,R1,3689277.333,0.08438937,-1.073712258,0812_0815
Q88QD5,Q88QD5_PSEPK,Accb,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,0812_0815-Control,R2,2754935,0.067576065,-1.1702071,0812_0815
Q88QD5,Q88QD5_PSEPK,Accb,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,0812_0815-Control,R3,2551221.633,0.069310658,-1.159199977,0812_0815
Q88QD6,Q88QD6_PSEPK,Accc,Biotin carboxylase,0812_0815-Control,R1,3960814.033,0.090600562,-1.042869109,0812_0815
Q88QD6,Q88QD6_PSEPK,Accc,Biotin carboxylase,0812_0815-Control,R2,3884106.7,0.095273626,-1.021027305,0812_0815
Q88QD6,Q88QD6_PSEPK,Accc,Biotin carboxylase,0812_0815-Control,R3,4372098.967,0.118779589,-0.925258181,0812_0815
Q88QE4,Q88QE4_PSEPK,Pp_0550,NAD(P)-binding domain-containing protein,0812_0815-Control,R1,351628.0667,0.00804322,-2.094570028,0812_0815
Q88QE4,Q88QE4_PSEPK,Pp_0550,NAD(P)-binding domain-containing protein,0812_0815-Control,R2,964729.7,0.023663947,-1.625912808,0812_0815
Q88QE4,Q88QE4_PSEPK,Pp_0550,NAD(P)-binding domain-containing protein,0812_0815-Control,R3,691954.3,0.018798762,-1.725870753,0812_0815
Q88QE7,Q88QE7_PSEPK,Mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",0812_0815-Control,R1,4781179.667,0.109365792,-0.961118497,0812_0815
Q88QE7,Q88QE7_PSEPK,Mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",0812_0815-Control,R2,6629251.333,0.162609543,-0.788853972,0812_0815
Q88QE7,Q88QE7_PSEPK,Mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",0812_0815-Control,R3,5895515.333,0.160167209,-0.795426392,0812_0815
Q88QE9,Q88QE9_PSEPK,Aldb-i,Aldehyde dehydrogenase,0812_0815-Control,R1,2501274,0.057214711,-1.242492292,0812_0815
Q88QE9,Q88QE9_PSEPK,Aldb-i,Aldehyde dehydrogenase,0812_0815-Control,R2,3870000,0.094927602,-1.022607492,0812_0815
Q88QE9,Q88QE9_PSEPK,Aldb-i,Aldehyde dehydrogenase,0812_0815-Control,R3,3066666.667,0.083314081,-1.079281593,0812_0815
Q88QF0,Q88QF0_PSEPK,Pp_0544,Arginine/agmatine antiporter,0812_0815-Control,R1,546615.7,0.012503412,-1.90297146,0812_0815
Q88QF0,Q88QF0_PSEPK,Pp_0544,Arginine/agmatine antiporter,0812_0815-Control,R2,706934.3333,0.01734046,-1.760939382,0812_0815
Q88QF0,Q88QF0_PSEPK,Pp_0544,Arginine/agmatine antiporter,0812_0815-Control,R3,1127718.333,0.03063744,-1.513747525,0812_0815
Q88QF1,Q88QF1_PSEPK,Eutb,Ethanolamine ammonia-lyase large subunit,0812_0815-Control,R1,1188171.7,0.02717851,-1.565774357,0812_0815
Q88QF1,Q88QF1_PSEPK,Eutb,Ethanolamine ammonia-lyase large subunit,0812_0815-Control,R2,1402048.333,0.034390978,-1.463555471,0812_0815
Q88QF1,Q88QF1_PSEPK,Eutb,Ethanolamine ammonia-lyase large subunit,0812_0815-Control,R3,1369089,0.03719491,-1.429516484,0812_0815
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase small subunit,0812_0815-Control,R1,518429.7,0.011858679,-1.925963688,0812_0815
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase small subunit,0812_0815-Control,R2,1011191.333,0.024803609,-1.605485118,0812_0815
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase small subunit,0812_0815-Control,R3,1038765.633,0.028220806,-1.549430592,0812_0815
Q88QF3,Q88QF3_PSEPK,Pp_0541,"Acetyltransferase, GNAT family",0812_0815-Control,R1,1598292.367,0.036559703,-1.436997336,0812_0815
Q88QF3,Q88QF3_PSEPK,Pp_0541,"Acetyltransferase, GNAT family",0812_0815-Control,R2,1381552.333,0.03388823,-1.469951116,0812_0815
Q88QF3,Q88QF3_PSEPK,Pp_0541,"Acetyltransferase, GNAT family",0812_0815-Control,R3,1280286.667,0.034782361,-1.458640943,0812_0815
Q88QF6,IPYR_PSEPK,Ppa,Inorganic pyrophosphatase,0812_0815-Control,R1,4236666.667,0.096910478,-1.013629265,0812_0815
Q88QF6,IPYR_PSEPK,Ppa,Inorganic pyrophosphatase,0812_0815-Control,R2,3830000,0.093946438,-1.027119683,0812_0815
Q88QF6,IPYR_PSEPK,Ppa,Inorganic pyrophosphatase,0812_0815-Control,R3,3246666.667,0.088204255,-1.054510463,0812_0815
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,0812_0815-Control,R1,143670.7333,0.003286357,-2.483285253,0812_0815
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,0812_0815-Control,R2,223674.7333,0.005486539,-2.260701528,0812_0815
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88QG6,Q88QG6_PSEPK,Ispa,Farnesyl diphosphate synthase,0812_0815-Control,R1,224646.0667,0.005138605,-2.289154742,0812_0815
Q88QG6,Q88QG6_PSEPK,Ispa,Farnesyl diphosphate synthase,0812_0815-Control,R2,12320.1,0.000302201,-3.519704224,0812_0815
Q88QG6,Q88QG6_PSEPK,Ispa,Farnesyl diphosphate synthase,0812_0815-Control,R3,600864.6,0.01632407,-1.787171547,0812_0815
Q88QG7,DXS_PSEPK,Dxs,1-deoxy-D-xylulose-5-phosphate synthase,0812_0815-Control,R1,3161587.667,0.072318876,-1.140748332,0812_0815
Q88QG7,DXS_PSEPK,Dxs,1-deoxy-D-xylulose-5-phosphate synthase,0812_0815-Control,R2,3524326.333,0.086448539,-1.063242342,0812_0815
Q88QG7,DXS_PSEPK,Dxs,1-deoxy-D-xylulose-5-phosphate synthase,0812_0815-Control,R3,3085432.3,0.083823899,-1.076632144,0812_0815
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,0812_0815-Control,R1,887887.6667,0.020309745,-1.692295538,0812_0815
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,0812_0815-Control,R2,399536.3667,0.009800266,-2.008762141,0812_0815
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,0812_0815-Control,R3,331372.9667,0.00900262,-2.04563109,0812_0815
Q88QH5,NUSB_PSEPK,Nusb,Transcription antitermination protein NusB,0812_0815-Control,R1,2017034.667,0.04613811,-1.335940199,0812_0815
Q88QH5,NUSB_PSEPK,Nusb,Transcription antitermination protein NusB,0812_0815-Control,R2,2233333.333,0.054781648,-1.261364909,0812_0815
Q88QH5,NUSB_PSEPK,Nusb,Transcription antitermination protein NusB,0812_0815-Control,R3,1785432.3,0.048505973,-1.314204778,0812_0815
Q88QH6,RISB_PSEPK,Ribh,"6,7-dimethyl-8-ribityllumazine synthase",0812_0815-Control,R1,6567752.8,0.150232273,-0.823236763,0812_0815
Q88QH6,RISB_PSEPK,Ribh,"6,7-dimethyl-8-ribityllumazine synthase",0812_0815-Control,R2,5246356.2,0.128688375,-0.890460683,0812_0815
Q88QH6,RISB_PSEPK,Ribh,"6,7-dimethyl-8-ribityllumazine synthase",0812_0815-Control,R3,4692155.967,0.127474781,-0.894575726,0812_0815
Q88QH7,Q88QH7_PSEPK,Ribab-i,"3,4-dihydroxy-2-butanone 4-phosphate synthase",0812_0815-Control,R1,1427540.033,0.032653876,-1.486065265,0812_0815
Q88QH7,Q88QH7_PSEPK,Ribab-i,"3,4-dihydroxy-2-butanone 4-phosphate synthase",0812_0815-Control,R2,484880.0667,0.01189367,-1.924684126,0812_0815
Q88QH7,Q88QH7_PSEPK,Ribab-i,"3,4-dihydroxy-2-butanone 4-phosphate synthase",0812_0815-Control,R3,997779.9667,0.027107322,-1.566913385,0812_0815
Q88QH8,Q88QH8_PSEPK,Ribe,Riboflavin synthase,0812_0815-Control,R1,220976.3667,0.005054664,-2.296307733,0812_0815
Q88QH8,Q88QH8_PSEPK,Ribe,Riboflavin synthase,0812_0815-Control,R2,533043,0.013075063,-1.883556212,0812_0815
Q88QH8,Q88QH8_PSEPK,Ribe,Riboflavin synthase,0812_0815-Control,R3,333956.6333,0.009072812,-2.042258091,0812_0815
