Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88QT7,APAG_PSEPK,Apag,Protein ApaG,0812_0815-Control,504568.6667,0.00993629,-2.002775741,Control
Q88QT7,APAG_PSEPK,Apag,Protein ApaG,0812_0815-Control,487633.6667,0.009703682,-2.013063444,Control
Q88QT7,APAG_PSEPK,Apag,Protein ApaG,0812_0815-Control,438337.3333,0.008228546,-2.084676917,Control
Q88QT7,APAG_PSEPK,Apag,Protein ApaG,0812_0815-Control,500580,0.009641475,-2.01585652,Control
Q88QT7,APAG_PSEPK,Apag,Protein ApaG,0812_0815-Control,849527,0.01740055,-1.75943703,Control
Q88QT7,APAG_PSEPK,Apag,Protein ApaG,0812_0815-Control,741696.6667,0.014478109,-1.839288154,Control
Q88QT7,APAG_PSEPK,Apag,Protein ApaG,0812_0815-Control,646946.3333,0.012632125,-1.89852358,Control
Q88QT7,APAG_PSEPK,Apag,Protein ApaG,0812_0815-Control,567566.6667,0.011334576,-1.945594735,Control
Q88QT7,APAG_PSEPK,Apag,Protein ApaG,0812_0815-Control,474511.3333,0.009805551,-2.008527983,Control
Q88QT7,APAG_PSEPK,Apag,Protein ApaG,0812_0815-Control,639143.3333,0.013150577,-1.881055202,Control
Q88QT7,APAG_PSEPK,Apag,Protein ApaG,0812_0815-Control,633249.6667,0.015258061,-1.816500662,Control
Q88QT9,GLPE_PSEPK,Glpe,Thiosulfate sulfurtransferase GlpE,0812_0815-Control,1413453.333,0.028130001,-1.550830255,Control
Q88QT9,GLPE_PSEPK,Glpe,Thiosulfate sulfurtransferase GlpE,0812_0815-Control,1788832,0.035226828,-1.453126463,Control
Q88QT9,GLPE_PSEPK,Glpe,Thiosulfate sulfurtransferase GlpE,0812_0815-Control,1325879.4,0.02638438,-1.578653103,Control
Q88QT9,GLPE_PSEPK,Glpe,Thiosulfate sulfurtransferase GlpE,0812_0815-Control,1514696.667,0.028434153,-1.546159709,Control
Q88QT9,GLPE_PSEPK,Glpe,Thiosulfate sulfurtransferase GlpE,0812_0815-Control,1406439.667,0.027088883,-1.567208907,Control
Q88QT9,GLPE_PSEPK,Glpe,Thiosulfate sulfurtransferase GlpE,0812_0815-Control,1465193.333,0.030011017,-1.522719282,Control
Q88QT9,GLPE_PSEPK,Glpe,Thiosulfate sulfurtransferase GlpE,0812_0815-Control,1094799.967,0.021370776,-1.670179706,Control
Q88QT9,GLPE_PSEPK,Glpe,Thiosulfate sulfurtransferase GlpE,0812_0815-Control,1102896.223,0.021534898,-1.666857187,Control
Q88QT9,GLPE_PSEPK,Glpe,Thiosulfate sulfurtransferase GlpE,0812_0815-Control,1151501.967,0.022996041,-1.638346932,Control
Q88QT9,GLPE_PSEPK,Glpe,Thiosulfate sulfurtransferase GlpE,0812_0815-Control,1460394.333,0.030178355,-1.520304433,Control
Q88QT9,GLPE_PSEPK,Glpe,Thiosulfate sulfurtransferase GlpE,0812_0815-Control,1698712.517,0.034951548,-1.456533579,Control
Q88QT9,GLPE_PSEPK,Glpe,Thiosulfate sulfurtransferase GlpE,0812_0815-Control,1410188.933,0.033978302,-1.468798329,Control
Q88QU0,Q88QU0_PSEPK,Yeag,Protein kinase,0812_0815-Control,17593333.33,0.350135706,-0.455763598,Control
Q88QU0,Q88QU0_PSEPK,Yeag,Protein kinase,0812_0815-Control,16543333.33,0.325781938,-0.487072998,Control
Q88QU0,Q88QU0_PSEPK,Yeag,Protein kinase,0812_0815-Control,15816666.67,0.314744273,-0.502042164,Control
Q88QU0,Q88QU0_PSEPK,Yeag,Protein kinase,0812_0815-Control,17230000,0.323444596,-0.490200101,Control
Q88QU0,Q88QU0_PSEPK,Yeag,Protein kinase,0812_0815-Control,16226666.67,0.312535461,-0.505100699,Control
Q88QU0,Q88QU0_PSEPK,Yeag,Protein kinase,0812_0815-Control,17090000,0.350048198,-0.455872153,Control
Q88QU0,Q88QU0_PSEPK,Yeag,Protein kinase,0812_0815-Control,16403333.33,0.320197273,-0.494582371,Control
Q88QU0,Q88QU0_PSEPK,Yeag,Protein kinase,0812_0815-Control,16260000,0.317489016,-0.498271295,Control
Q88QU0,Q88QU0_PSEPK,Yeag,Protein kinase,0812_0815-Control,14350000,0.286576309,-0.542759715,Control
Q88QU0,Q88QU0_PSEPK,Yeag,Protein kinase,0812_0815-Control,17270000,0.356876347,-0.447482235,Control
Q88QU0,Q88QU0_PSEPK,Yeag,Protein kinase,0812_0815-Control,18193333.33,0.3743336,-0.426741189,Control
Q88QU0,Q88QU0_PSEPK,Yeag,Protein kinase,0812_0815-Control,15146666.67,0.36495678,-0.437758563,Control
Q88QU1,Q88QU1_PSEPK,Ycgb,Type IV piliation protein,0812_0815-Control,1866040.333,0.037137212,-1.430190703,Control
Q88QU1,Q88QU1_PSEPK,Ycgb,Type IV piliation protein,0812_0815-Control,2106666.667,0.041485832,-1.382100195,Control
Q88QU1,Q88QU1_PSEPK,Ycgb,Type IV piliation protein,0812_0815-Control,2086666.667,0.041523691,-1.381704048,Control
Q88QU1,Q88QU1_PSEPK,Ycgb,Type IV piliation protein,0812_0815-Control,2510342.667,0.047124595,-1.326752371,Control
Q88QU1,Q88QU1_PSEPK,Ycgb,Type IV piliation protein,0812_0815-Control,2457886.667,0.047340391,-1.32476816,Control
Q88QU1,Q88QU1_PSEPK,Ycgb,Type IV piliation protein,0812_0815-Control,1562270,0.031999403,-1.494858123,Control
Q88QU1,Q88QU1_PSEPK,Ycgb,Type IV piliation protein,0812_0815-Control,1546181.633,0.030181862,-1.520253971,Control
Q88QU1,Q88QU1_PSEPK,Ycgb,Type IV piliation protein,0812_0815-Control,2417109,0.047195914,-1.326095601,Control
Q88QU1,Q88QU1_PSEPK,Ycgb,Type IV piliation protein,0812_0815-Control,1879652,0.037537542,-1.425534165,Control
Q88QU1,Q88QU1_PSEPK,Ycgb,Type IV piliation protein,0812_0815-Control,2123333.333,0.043877675,-1.357756395,Control
Q88QU1,Q88QU1_PSEPK,Ycgb,Type IV piliation protein,0812_0815-Control,2166666.667,0.044579853,-1.350861364,Control
Q88QU1,Q88QU1_PSEPK,Ycgb,Type IV piliation protein,0812_0815-Control,521510.5333,0.012565722,-1.900812547,Control
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0812_0815-Control,1174813,0.023380673,-1.631142986,Control
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0812_0815-Control,1180354.667,0.023244302,-1.633683497,Control
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0812_0815-Control,1409355.667,0.028045519,-1.55213652,Control
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0812_0815-Control,1277260,0.02397695,-1.620206067,Control
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0812_0815-Control,1175949.667,0.022649505,-1.644941281,Control
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0812_0815-Control,1183121.333,0.02423344,-1.615584931,Control
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0812_0815-Control,1225325.667,0.023918671,-1.621262951,Control
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0812_0815-Control,1260817.333,0.024618429,-1.608739665,Control
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0812_0815-Control,1164540,0.023256416,-1.633457205,Control
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0812_0815-Control,1238948.667,0.025602286,-1.59172126,Control
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0812_0815-Control,1150641.667,0.023674817,-1.625713369,Control
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0812_0815-Control,448353.8667,0.010803023,-1.966454712,Control
Q88QU7,Q88QU7_PSEPK,Rpod,RNA polymerase sigma factor RpoD,0812_0815-Control,3850000,0.076621209,-1.115651,Control
Q88QU7,Q88QU7_PSEPK,Rpod,RNA polymerase sigma factor RpoD,0812_0815-Control,3186666.667,0.062753885,-1.202359381,Control
Q88QU7,Q88QU7_PSEPK,Rpod,RNA polymerase sigma factor RpoD,0812_0815-Control,3746666.667,0.074556915,-1.12751207,Control
Q88QU7,Q88QU7_PSEPK,Rpod,RNA polymerase sigma factor RpoD,0812_0815-Control,4453333.333,0.083598758,-1.077800175,Control
Q88QU7,Q88QU7_PSEPK,Rpod,RNA polymerase sigma factor RpoD,0812_0815-Control,3933333.333,0.07575839,-1.120569261,Control
Q88QU7,Q88QU7_PSEPK,Rpod,RNA polymerase sigma factor RpoD,0812_0815-Control,3553333.333,0.072781623,-1.137978266,Control
Q88QU7,Q88QU7_PSEPK,Rpod,RNA polymerase sigma factor RpoD,0812_0815-Control,3590000,0.070077721,-1.154420033,Control
Q88QU7,Q88QU7_PSEPK,Rpod,RNA polymerase sigma factor RpoD,0812_0815-Control,4086666.667,0.079795312,-1.098022621,Control
Q88QU7,Q88QU7_PSEPK,Rpod,RNA polymerase sigma factor RpoD,0812_0815-Control,3903333.333,0.077951419,-1.108175975,Control
Q88QU7,Q88QU7_PSEPK,Rpod,RNA polymerase sigma factor RpoD,0812_0815-Control,6353333.333,0.131288616,-0.881772931,Control
Q88QU7,Q88QU7_PSEPK,Rpod,RNA polymerase sigma factor RpoD,0812_0815-Control,4470000,0.091971667,-1.036345942,Control
Q88QU7,Q88QU7_PSEPK,Rpod,RNA polymerase sigma factor RpoD,0812_0815-Control,6346666.667,0.152922031,-0.815529942,Control
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0812_0815-Control,365875.4667,0.007281512,-2.13777844,Control
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0812_0815-Control,28057.64,0.000552529,-3.25764488,Control
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0812_0815-Control,21921.4,0.000436226,-3.360288839,Control
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0812_0815-Control,66406.96667,0.001246603,-2.904271735,Control
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0812_0815-Control,26399.3,0.000508467,-3.293737603,Control
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0812_0815-Control,33878.1,0.000693913,-3.15869517,Control
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0812_0815-Control,18544.9,0.000362001,-3.441289986,Control
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0812_0815-Control,9039.67,0.000176507,-3.75323926,Control
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0812_0815-Control,164827.2333,0.003291678,-2.482582647,Control
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0812_0815-Control,532365.3333,0.011001077,-1.958564805,Control
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0812_0815-Control,109307.7833,0.002249042,-2.648002378,Control
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0812_0815-Control,22530.8,0.000542876,-3.265299019,Control
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,0812_0815-Control,1230000,0.024478984,-1.611206618,Control
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,0812_0815-Control,1130689.667,0.022266267,-1.652352595,Control
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,0812_0815-Control,1097541.667,0.021840566,-1.660736109,Control
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,0812_0815-Control,883724.3333,0.016589429,-1.780168565,Control
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,0812_0815-Control,965204.6667,0.018590428,-1.730710601,Control
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,0812_0815-Control,902774.3333,0.018491195,-1.733035013,Control
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,0812_0815-Control,1188834,0.023206345,-1.634393264,Control
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,0812_0815-Control,1069679.89,0.020886323,-1.680138005,Control
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,0812_0815-Control,528769.9667,0.010559787,-1.976344836,Control
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,0812_0815-Control,1286144.667,0.026577569,-1.575484751,Control
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,0812_0815-Control,1247260.667,0.025662784,-1.590696239,Control
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,0812_0815-Control,852152.9333,0.020532504,-1.687558088,Control
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,0812_0815-Control,2573333.333,0.051213483,-1.290615684,Control
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,0812_0815-Control,3580000,0.070499658,-1.151812992,Control
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,0812_0815-Control,3083333.333,0.061356892,-1.212136648,Control
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,0812_0815-Control,2910000,0.054627033,-1.26259239,Control
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,0812_0815-Control,2873333.333,0.055342146,-1.256944003,Control
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,0812_0815-Control,2283333.333,0.046768679,-1.330044899,Control
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,0812_0815-Control,2980000,0.058170364,-1.235298217,Control
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,0812_0815-Control,2893333.333,0.05649456,-1.247993366,Control
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,0812_0815-Control,2820000,0.056316738,-1.249362508,Control
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,0812_0815-Control,1482649.333,0.030638244,-1.513736126,Control
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,0812_0815-Control,1256769.333,0.025858427,-1.587397891,Control
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,0812_0815-Control,712077.6,0.017157409,-1.765548307,Control
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,0812_0815-Control,4326666.667,0.086107644,-1.064958292,Control
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,0812_0815-Control,5330000,0.104961781,-0.978968809,Control
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,0812_0815-Control,4325427,0.086073975,-1.065128139,Control
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,0812_0815-Control,5205441,0.097717456,-1.01002785,Control
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,0812_0815-Control,5323973,0.102542955,-0.98909417,Control
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,0812_0815-Control,3570000,0.073123,-1.135946,Control
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,0812_0815-Control,4950000,0.096625269,-1.014909283,Control
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,0812_0815-Control,5353333.333,0.104527954,-0.98076755,Control
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,0812_0815-Control,3856696.967,0.077020068,-1.1133961,Control
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,0812_0815-Control,2043384.733,0.042225575,-1.374424428,Control
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,0812_0815-Control,1793315.667,0.036898038,-1.432996723,Control
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,0812_0815-Control,1143854.667,0.027561016,-1.559704783,Control
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,0812_0815-Control,1614114.8,0.032123488,-1.49317731,Control
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,0812_0815-Control,2521556.333,0.049656106,-1.304027343,Control
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,0812_0815-Control,2526353.8,0.05027326,-1.298662955,Control
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,0812_0815-Control,126967.6667,0.002383459,-2.62279224,Control
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,0812_0815-Control,1241607,0.023914105,-1.621345862,Control
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,0812_0815-Control,24430.66667,0.000500404,-3.300678898,Control
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,0812_0815-Control,1065701.633,0.020802769,-1.68187885,Control
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,0812_0815-Control,115089.3367,0.002247208,-2.648356749,Control
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,0812_0815-Control,2277490.3,0.045482562,-1.34215508,Control
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,0812_0815-Control,1949559.867,0.040286729,-1.394837997,Control
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,0812_0815-Control,7804.733333,0.000160585,-3.794295397,Control
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,0812_0815-Control,30041.06667,0.000723835,-3.140360282,Control
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,0812_0815-Control,1420216.333,0.028264595,-1.548757226,Control
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,0812_0815-Control,1536666.667,0.030261026,-1.519116348,Control
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,0812_0815-Control,1433333.333,0.028522663,-1.544809925,Control
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,0812_0815-Control,1284168.333,0.024106634,-1.617863422,Control
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,0812_0815-Control,1257464.667,0.024219534,-1.615834223,Control
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,0812_0815-Control,1280910.667,0.026236423,-1.581095374,Control
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,0812_0815-Control,1643333.333,0.032078288,-1.493788817,Control
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,0812_0815-Control,1553333.333,0.030330029,-1.518127174,Control
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,0812_0815-Control,1683333.333,0.033616965,-1.473441492,Control
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,0812_0815-Control,539605.7333,0.011150696,-1.952698017,Control
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,0812_0815-Control,750656.6667,0.015444999,-1.81121212,Control
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,0812_0815-Control,454501.6,0.010951151,-1.960540215,Control
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0812_0815-Control,1241101.667,0.024699925,-1.607304371,Control
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0812_0815-Control,1253021.333,0.0246753,-1.607737553,Control
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0812_0815-Control,1080274.333,0.021496954,-1.667623068,Control
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0812_0815-Control,1243333.333,0.023340072,-1.631897801,Control
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0812_0815-Control,1134050,0.021842492,-1.660697811,Control
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0812_0815-Control,954893.3333,0.01955873,-1.708659355,Control
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0812_0815-Control,1029990.333,0.020105675,-1.696681333,Control
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0812_0815-Control,1092581,0.021333485,-1.670938192,Control
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0812_0815-Control,1093705.667,0.021841821,-1.660711154,Control
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0812_0815-Control,476359.0667,0.009843734,-2.006840137,Control
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0812_0815-Control,921151.3333,0.018952981,-1.72232248,Control
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0812_0815-Control,123821.5333,0.002983462,-2.525279454,Control
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0812_0815-Control,1131271.067,0.022514119,-1.64754505,Control
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0812_0815-Control,1773333.333,0.034921618,-1.456905641,Control
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0812_0815-Control,1986666.667,0.039533738,-1.403032121,Control
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0812_0815-Control,1434665.667,0.026931797,-1.569734673,Control
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0812_0815-Control,482746.6667,0.009297994,-2.03161073,Control
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0812_0815-Control,1557399.333,0.031899639,-1.496214231,Control
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0812_0815-Control,275704.6,0.005381824,-2.269070469,Control
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0812_0815-Control,412693.1133,0.008058151,-2.093764614,Control
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0812_0815-Control,2113333.333,0.042204269,-1.374643613,Control
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0812_0815-Control,1495534.667,0.030904514,-1.509978088,Control
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0812_0815-Control,1524167.333,0.031360226,-1.503620816,Control
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0812_0815-Control,1140878.933,0.027489316,-1.560836071,Control
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,0812_0815-Control,2146666.667,0.042722129,-1.369347117,Control
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,0812_0815-Control,1513333.333,0.029801531,-1.52576142,Control
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,0812_0815-Control,1596666.667,0.03177292,-1.497942867,Control
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,0812_0815-Control,1713333.333,0.032162995,-1.492643514,Control
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,0812_0815-Control,1720000,0.033128245,-1.479801567,Control
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,0812_0815-Control,2083333.333,0.042672152,-1.369855453,Control
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,0812_0815-Control,1926666.667,0.037609027,-1.424707898,Control
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,0812_0815-Control,1820000,0.035536901,-1.449320448,Control
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,0812_0815-Control,1926666.667,0.038476448,-1.414805032,Control
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,0812_0815-Control,2753333.333,0.056896326,-1.24491578,Control
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,0812_0815-Control,2773333.333,0.057062212,-1.243651394,Control
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,0812_0815-Control,1057510.267,0.02548056,-1.593791039,Control
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0812_0815-Control,827503.1333,0.016468647,-1.783342083,Control
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0812_0815-Control,968496.4,0.019072253,-1.719598007,Control
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0812_0815-Control,830313.0667,0.016522842,-1.781915254,Control
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0812_0815-Control,980164.1,0.018399813,-1.735186587,Control
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0812_0815-Control,918979.1333,0.017700097,-1.752024364,Control
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0812_0815-Control,1332237.333,0.027287728,-1.564032616,Control
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0812_0815-Control,1092257.3,0.021321143,-1.671189526,Control
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0812_0815-Control,335977.39,0.006560217,-2.183081784,Control
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0812_0815-Control,264913.5667,0.00529045,-2.276507416,Control
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0812_0815-Control,1097804.1,0.0226856,-1.644249724,Control
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0812_0815-Control,1150836.067,0.023678817,-1.625640001,Control
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0812_0815-Control,873160.5333,0.021038679,-1.676981534,Control
Q88QX5,Q88QX5_PSEPK,Srka,Stress response kinase A,0812_0815-Control,163504.4,0.003254001,-2.487582285,Control
Q88QX5,Q88QX5_PSEPK,Srka,Stress response kinase A,0812_0815-Control,214145.1033,0.004217083,-2.37498787,Control
Q88QX5,Q88QX5_PSEPK,Srka,Stress response kinase A,0812_0815-Control,280760.7333,0.005587007,-2.252820758,Control
Q88QX5,Q88QX5_PSEPK,Srka,Stress response kinase A,0812_0815-Control,12886,0.000241898,-3.616367251,Control
Q88QX5,Q88QX5_PSEPK,Srka,Stress response kinase A,0812_0815-Control,215317.3333,0.004147143,-2.382251021,Control
Q88QX5,Q88QX5_PSEPK,Srka,Stress response kinase A,0812_0815-Control,242536.3333,0.004967783,-2.303837408,Control
Q88QX5,Q88QX5_PSEPK,Srka,Stress response kinase A,0812_0815-Control,142646.6,0.002784498,-2.555253057,Control
