Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
Q88Q06,Q88Q06_PSEPK,Pp_0692,CreA protein,PP_0815,R3,219387.5
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,PP_0815,R1,3473901.94
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,PP_0815,R2,3433062.02
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,PP_0815,R3,3176019.173
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,PP_0815,R1,1561712.18
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,PP_0815,R2,1674231.64
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,PP_0815,R3,2034958.965
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,PP_0815,R1,6071383
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,PP_0815,R2,5231900.42
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,PP_0815,R3,4786796
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,PP_0815,R1,13389044.46
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,PP_0815,R2,12707674.26
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,PP_0815,R3,11806362.95
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,PP_0815,R1,1607752
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,PP_0815,R2,1697580.48
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,PP_0815,R3,1864246.692
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,PP_0815,R1,1109824.96
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,PP_0815,R2,1487488.42
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,PP_0815,R3,1338317.873
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,PP_0815,R1,2251323.48
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,PP_0815,R2,2260196.22
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,PP_0815,R3,2348495
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,PP_0815,R1,5716817
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,PP_0815,R2,6203268.1
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,PP_0815,R3,6297846.138
Q88Q19,Q88Q19_PSEPK,Pp_0679,DUF3015 domain-containing protein,PP_0815,R1,744319
Q88Q19,Q88Q19_PSEPK,Pp_0679,DUF3015 domain-containing protein,PP_0815,R2,605361
Q88Q19,Q88Q19_PSEPK,Pp_0679,DUF3015 domain-containing protein,PP_0815,R3,674211
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,PP_0815,R1,1596252.98
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,PP_0815,R2,1524113.74
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,PP_0815,R3,1662195.965
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,PP_0815,R1,10981033.64
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,PP_0815,R2,10459617.48
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,PP_0815,R3,10073416.02
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,PP_0815,R1,10829196.48
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,PP_0815,R2,10094927
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,PP_0815,R3,9909307.873
Q88Q34,Q88Q34_PSEPK,Pp_0664,Homoserine dehydrogenase,PP_0815,R1,23013.92
Q88Q34,Q88Q34_PSEPK,Pp_0664,Homoserine dehydrogenase,PP_0815,R2,23565.68
Q88Q34,Q88Q34_PSEPK,Pp_0664,Homoserine dehydrogenase,PP_0815,R3,2643.492
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,PP_0815,R1,1734166.68
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,PP_0815,R2,1548705.54
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,PP_0815,R3,1929959.373
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0815,R1,1051440
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0815,R2,1006576
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0815,R3,975434
Q88Q44,MDH_PSEPK,Mdh,Probable malate dehydrogenase,PP_0815,R1,194002.48
Q88Q44,MDH_PSEPK,Mdh,Probable malate dehydrogenase,PP_0815,R2,11782.84
Q88Q44,MDH_PSEPK,Mdh,Probable malate dehydrogenase,PP_0815,R3,287459.873
Q88Q47,Q88Q47_PSEPK,Pp_0651,"Acetyltransferase, GNAT family",PP_0815,R1,5753.48
Q88Q47,Q88Q47_PSEPK,Pp_0651,"Acetyltransferase, GNAT family",PP_0815,R2,5891.42
Q88Q47,Q88Q47_PSEPK,Pp_0651,"Acetyltransferase, GNAT family",PP_0815,R3,66226.2
Q88Q58,Q88Q58_PSEPK,Pp_0640,ATPase AAA-type core domain-containing protein,PP_0815,R1,292079.62
Q88Q58,Q88Q58_PSEPK,Pp_0640,ATPase AAA-type core domain-containing protein,PP_0815,R2,783504.96
Q88Q58,Q88Q58_PSEPK,Pp_0640,ATPase AAA-type core domain-containing protein,PP_0815,R3,696359.219
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,PP_0815,R1,157227.44
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,PP_0815,R2,265575.22
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,PP_0815,R3,286524.473
Q88Q68,Q88Q68_PSEPK,Pp_0628,DUF1780 domain-containing protein,PP_0815,R1,11506.96
Q88Q68,Q88Q68_PSEPK,Pp_0628,DUF1780 domain-containing protein,PP_0815,R2,11782.84
Q88Q68,Q88Q68_PSEPK,Pp_0628,DUF1780 domain-containing protein,PP_0815,R3,1321.746
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,PP_0815,R1,423581.18
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,PP_0815,R2,323986.26
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,PP_0815,R3,384368.273
Q88Q71,CLPB_PSEPK,Clpb,Chaperone protein ClpB,PP_0815,R1,28679322.14
Q88Q71,CLPB_PSEPK,Clpb,Chaperone protein ClpB,PP_0815,R2,29270356.36
Q88Q71,CLPB_PSEPK,Clpb,Chaperone protein ClpB,PP_0815,R3,30675262.57
Q88Q72,Q88Q72_PSEPK,Yfih,Purine nucleoside phosphorylase,PP_0815,R1,483419.3
Q88Q72,Q88Q72_PSEPK,Yfih,Purine nucleoside phosphorylase,PP_0815,R2,403720.8
Q88Q72,Q88Q72_PSEPK,Yfih,Purine nucleoside phosphorylase,PP_0815,R3,391272
Q88Q73,Q88Q73_PSEPK,Bamd,Outer membrane protein assembly factor BamD,PP_0815,R1,2584346.36
Q88Q73,Q88Q73_PSEPK,Bamd,Outer membrane protein assembly factor BamD,PP_0815,R2,2043048.26
Q88Q73,Q88Q73_PSEPK,Bamd,Outer membrane protein assembly factor BamD,PP_0815,R3,2488019.946
Q88Q75,Q88Q75_PSEPK,Pp_0620,GntR family transcriptional regulator,PP_0815,R1,22268.4
Q88Q75,Q88Q75_PSEPK,Pp_0620,GntR family transcriptional regulator,PP_0815,R2,5891.42
Q88Q75,Q88Q75_PSEPK,Pp_0620,GntR family transcriptional regulator,PP_0815,R3,15915.8
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0815,R1,337777.66
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0815,R2,301517.34
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0815,R3,416234.246
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",PP_0815,R1,170734.48
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",PP_0815,R2,254331.42
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",PP_0815,R3,297312.6
Q88Q80,Q88Q80_PSEPK,Pp_0615,"Branched-chain amino acid ABC transporter, ATP-binding protein",PP_0815,R1,69696.34
Q88Q80,Q88Q80_PSEPK,Pp_0615,"Branched-chain amino acid ABC transporter, ATP-binding protein",PP_0815,R2,44914.46
Q88Q80,Q88Q80_PSEPK,Pp_0615,"Branched-chain amino acid ABC transporter, ATP-binding protein",PP_0815,R3,147442.073
Q88Q81,Q88Q81_PSEPK,Pp_0614,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,PP_0815,R1,559457.76
Q88Q81,Q88Q81_PSEPK,Pp_0614,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,PP_0815,R2,604442.04
Q88Q81,Q88Q81_PSEPK,Pp_0614,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,PP_0815,R3,284802.492
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,PP_0815,R1,89258.46
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,PP_0815,R2,124176.26
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,PP_0815,R3,188214.646
Q88Q83,GLYOX_PSEPK,Thio,Glycine oxidase,PP_0815,R1,348155.58
Q88Q83,GLYOX_PSEPK,Thio,Glycine oxidase,PP_0815,R2,418876.1
Q88Q83,GLYOX_PSEPK,Thio,Glycine oxidase,PP_0815,R3,558143.3
Q88Q89,ISPH_PSEPK,Isph,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,PP_0815,R1,918650.48
Q88Q89,ISPH_PSEPK,Isph,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,PP_0815,R2,712538.84
Q88Q89,ISPH_PSEPK,Isph,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,PP_0815,R3,709174.746
Q88Q90,Q88Q90_PSEPK,Fkpb,Peptidyl-prolyl cis-trans isomerase,PP_0815,R1,542283.38
Q88Q90,Q88Q90_PSEPK,Fkpb,Peptidyl-prolyl cis-trans isomerase,PP_0815,R2,704513.92
Q88Q90,Q88Q90_PSEPK,Fkpb,Peptidyl-prolyl cis-trans isomerase,PP_0815,R3,595306.746
Q88Q92,SYI_PSEPK,Iles,Isoleucine--tRNA ligase,PP_0815,R1,11429017.74
Q88Q92,SYI_PSEPK,Iles,Isoleucine--tRNA ligase,PP_0815,R2,11688414.08
Q88Q92,SYI_PSEPK,Iles,Isoleucine--tRNA ligase,PP_0815,R3,11608193.24
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,PP_0815,R1,358652.68
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,PP_0815,R2,460375.42
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,PP_0815,R3,378215.746
Q88Q95,RS20_PSEPK,Rpst,Small ribosomal subunit protein bS20,PP_0815,R1,3557911.48
Q88Q95,RS20_PSEPK,Rpst,Small ribosomal subunit protein bS20,PP_0815,R2,3503761.42
Q88Q95,RS20_PSEPK,Rpst,Small ribosomal subunit protein bS20,PP_0815,R3,3197485.873
Q88Q96,Q88Q96_PSEPK,Pp_0599,Paraquat-inducible protein B,PP_0815,R1,641913.46
Q88Q96,Q88Q96_PSEPK,Pp_0599,Paraquat-inducible protein B,PP_0815,R2,190872.08
Q88Q96,Q88Q96_PSEPK,Pp_0599,Paraquat-inducible protein B,PP_0815,R3,591525.892
Q88Q97,Q88Q97_PSEPK,Mmsa-i,methylmalonate-semialdehyde dehydrogenase (CoA acylating),PP_0815,R1,217848.32
Q88Q97,Q88Q97_PSEPK,Mmsa-i,methylmalonate-semialdehyde dehydrogenase (CoA acylating),PP_0815,R2,208947.58
Q88Q97,Q88Q97_PSEPK,Mmsa-i,methylmalonate-semialdehyde dehydrogenase (CoA acylating),PP_0815,R3,232782.719
Q88Q98,Q88Q98_PSEPK,Pp_0596,Omega-amino acid--pyruvate aminotransferase,PP_0815,R1,442228.26
Q88Q98,Q88Q98_PSEPK,Pp_0596,Omega-amino acid--pyruvate aminotransferase,PP_0815,R2,897311.74
Q88Q98,Q88Q98_PSEPK,Pp_0596,Omega-amino acid--pyruvate aminotransferase,PP_0815,R3,1405975.038
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_0815,R1,974427
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_0815,R2,1032555
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_0815,R3,978613
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,PP_0815,R1,1355912.04
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,PP_0815,R2,1234508.98
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,PP_0815,R3,1210828.292
Q88QA8,Q88QA8_PSEPK,Cada-ii,Cadmium translocating P-type ATPase,PP_0815,R1,5753.48
Q88QA8,Q88QA8_PSEPK,Cada-ii,Cadmium translocating P-type ATPase,PP_0815,R2,66182.3
Q88QA8,Q88QA8_PSEPK,Cada-ii,Cadmium translocating P-type ATPase,PP_0815,R3,44896.4
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,PP_0815,R1,766595.92
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,PP_0815,R2,972153.14
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,PP_0815,R3,773053.084
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,PP_0815,R1,1172736.08
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,PP_0815,R2,1204742.6
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,PP_0815,R3,1171107.2
Q88QB6,Q88QB6_PSEPK,Cmom,tRNA 5-carboxymethoxyuridine methyltransferase,PP_0815,R1,99127.68
Q88QB6,Q88QB6_PSEPK,Cmom,tRNA 5-carboxymethoxyuridine methyltransferase,PP_0815,R2,101889.92
Q88QB6,Q88QB6_PSEPK,Cmom,tRNA 5-carboxymethoxyuridine methyltransferase,PP_0815,R3,116621.2
Q88QB8,Q88QB8_PSEPK,Pp_0576,Lipoprotein,PP_0815,R1,1035708
Q88QB8,Q88QB8_PSEPK,Pp_0576,Lipoprotein,PP_0815,R2,316744.84
Q88QB8,Q88QB8_PSEPK,Pp_0576,Lipoprotein,PP_0815,R3,517019.873
Q88QC4,Q88QC4_PSEPK,Yfhm,Alpha-2-macroglobulin,PP_0815,R1,591509.34
Q88QC4,Q88QC4_PSEPK,Yfhm,Alpha-2-macroglobulin,PP_0815,R2,451914.5
Q88QC4,Q88QC4_PSEPK,Yfhm,Alpha-2-macroglobulin,PP_0815,R3,424663.219
Q88QC7,SPEA_PSEPK,Spea,Biosynthetic arginine decarboxylase,PP_0815,R1,1392456.82
Q88QC7,SPEA_PSEPK,Spea,Biosynthetic arginine decarboxylase,PP_0815,R2,1166443.2
Q88QC7,SPEA_PSEPK,Spea,Biosynthetic arginine decarboxylase,PP_0815,R3,1567819.946
Q88QD0,Q88QD0_PSEPK,Pp_0564,DUF2333 family protein,PP_0815,R1,2441310.1
Q88QD0,Q88QD0_PSEPK,Pp_0564,DUF2333 family protein,PP_0815,R2,2529716.6
Q88QD0,Q88QD0_PSEPK,Pp_0564,DUF2333 family protein,PP_0815,R3,2637687
Q88QD2,Q88QD2_PSEPK,Ctpl,Methyl-accepting chemotaxis protein CtpL,PP_0815,R1,5753.48
Q88QD2,Q88QD2_PSEPK,Ctpl,Methyl-accepting chemotaxis protein CtpL,PP_0815,R2,5891.42
Q88QD2,Q88QD2_PSEPK,Ctpl,Methyl-accepting chemotaxis protein CtpL,PP_0815,R3,153210
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,PP_0815,R1,1079169
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,PP_0815,R2,888220
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,PP_0815,R3,608629.473
Q88QD5,Q88QD5_PSEPK,Accb,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,PP_0815,R1,3954921.8
Q88QD5,Q88QD5_PSEPK,Accb,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,PP_0815,R2,3815695.1
Q88QD5,Q88QD5_PSEPK,Accb,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,PP_0815,R3,3967213.7
Q88QD6,Q88QD6_PSEPK,Accc,Biotin carboxylase,PP_0815,R1,6026522.78
Q88QD6,Q88QD6_PSEPK,Accc,Biotin carboxylase,PP_0815,R2,5736240.02
Q88QD6,Q88QD6_PSEPK,Accc,Biotin carboxylase,PP_0815,R3,5741935.165
Q88QE4,Q88QE4_PSEPK,Pp_0550,NAD(P)-binding domain-containing protein,PP_0815,R1,983379
Q88QE4,Q88QE4_PSEPK,Pp_0550,NAD(P)-binding domain-containing protein,PP_0815,R2,997237
Q88QE4,Q88QE4_PSEPK,Pp_0550,NAD(P)-binding domain-containing protein,PP_0815,R3,1047254
Q88QE7,Q88QE7_PSEPK,Mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",PP_0815,R1,1835077.56
Q88QE7,Q88QE7_PSEPK,Mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",PP_0815,R2,1880020.84
Q88QE7,Q88QE7_PSEPK,Mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",PP_0815,R3,1733059.046
Q88QE9,Q88QE9_PSEPK,Aldb-i,Aldehyde dehydrogenase,PP_0815,R1,2798032.28
Q88QE9,Q88QE9_PSEPK,Aldb-i,Aldehyde dehydrogenase,PP_0815,R2,2197373.68
Q88QE9,Q88QE9_PSEPK,Aldb-i,Aldehyde dehydrogenase,PP_0815,R3,2316420.919
Q88QF0,Q88QF0_PSEPK,Pp_0544,Arginine/agmatine antiporter,PP_0815,R1,468437.5
Q88QF0,Q88QF0_PSEPK,Pp_0544,Arginine/agmatine antiporter,PP_0815,R2,560010.5
Q88QF0,Q88QF0_PSEPK,Pp_0544,Arginine/agmatine antiporter,PP_0815,R3,539903.8
Q88QF1,Q88QF1_PSEPK,Eutb,Ethanolamine ammonia-lyase large subunit,PP_0815,R1,656889.98
Q88QF1,Q88QF1_PSEPK,Eutb,Ethanolamine ammonia-lyase large subunit,PP_0815,R2,750956
Q88QF1,Q88QF1_PSEPK,Eutb,Ethanolamine ammonia-lyase large subunit,PP_0815,R3,965444.5
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase small subunit,PP_0815,R1,1380665.88
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase small subunit,PP_0815,R2,1219844.42
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase small subunit,PP_0815,R3,1016367.873
Q88QF3,Q88QF3_PSEPK,Pp_0541,"Acetyltransferase, GNAT family",PP_0815,R1,2599607.56
Q88QF3,Q88QF3_PSEPK,Pp_0541,"Acetyltransferase, GNAT family",PP_0815,R2,2667877.86
Q88QF3,Q88QF3_PSEPK,Pp_0541,"Acetyltransferase, GNAT family",PP_0815,R3,2852083.392
Q88QF6,IPYR_PSEPK,Ppa,Inorganic pyrophosphatase,PP_0815,R1,5257993.28
Q88QF6,IPYR_PSEPK,Ppa,Inorganic pyrophosphatase,PP_0815,R2,4451135.62
Q88QF6,IPYR_PSEPK,Ppa,Inorganic pyrophosphatase,PP_0815,R3,4925582.073
Q88QF8,Q88QF8_PSEPK,Pp_0536,Hemerythrin-like domain-containing protein,PP_0815,R1,152954.6
Q88QF8,Q88QF8_PSEPK,Pp_0536,Hemerythrin-like domain-containing protein,PP_0815,R2,164037.7
Q88QF8,Q88QF8_PSEPK,Pp_0536,Hemerythrin-like domain-containing protein,PP_0815,R3,98876.973
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,PP_0815,R1,377253.4
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,PP_0815,R2,90471.76
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,PP_0815,R3,185602.046
Q88QG6,Q88QG6_PSEPK,Ispa,Farnesyl diphosphate synthase,PP_0815,R1,71720.72
Q88QG6,Q88QG6_PSEPK,Ispa,Farnesyl diphosphate synthase,PP_0815,R2,485268.24
Q88QG6,Q88QG6_PSEPK,Ispa,Farnesyl diphosphate synthase,PP_0815,R3,392717.846
Q88QG7,DXS_PSEPK,Dxs,1-deoxy-D-xylulose-5-phosphate synthase,PP_0815,R1,1408062.58
Q88QG7,DXS_PSEPK,Dxs,1-deoxy-D-xylulose-5-phosphate synthase,PP_0815,R2,1449274.94
Q88QG7,DXS_PSEPK,Dxs,1-deoxy-D-xylulose-5-phosphate synthase,PP_0815,R3,1455361.673
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,PP_0815,R1,322924.96
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,PP_0815,R2,321383.66
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,PP_0815,R3,492802.646
Q88QH2,Q88QH2_PSEPK,Pp_0521,Solute-binding protein family 3/N-terminal domain-containing protein,PP_0815,R1,302563.4
Q88QH2,Q88QH2_PSEPK,Pp_0521,Solute-binding protein family 3/N-terminal domain-containing protein,PP_0815,R2,17674.26
Q88QH2,Q88QH2_PSEPK,Pp_0521,Solute-binding protein family 3/N-terminal domain-containing protein,PP_0815,R3,71246.673
Q88QH5,NUSB_PSEPK,Nusb,Transcription antitermination protein NusB,PP_0815,R1,1433489.26
Q88QH5,NUSB_PSEPK,Nusb,Transcription antitermination protein NusB,PP_0815,R2,1442580.82
Q88QH5,NUSB_PSEPK,Nusb,Transcription antitermination protein NusB,PP_0815,R3,1577663.973
Q88QH6,RISB_PSEPK,Ribh,"6,7-dimethyl-8-ribityllumazine synthase",PP_0815,R1,5499218.26
Q88QH6,RISB_PSEPK,Ribh,"6,7-dimethyl-8-ribityllumazine synthase",PP_0815,R2,5225572.24
Q88QH6,RISB_PSEPK,Ribh,"6,7-dimethyl-8-ribityllumazine synthase",PP_0815,R3,5098604.746
Q88QH7,Q88QH7_PSEPK,Ribab-i,"3,4-dihydroxy-2-butanone 4-phosphate synthase",PP_0815,R1,1875347.84
Q88QH7,Q88QH7_PSEPK,Ribab-i,"3,4-dihydroxy-2-butanone 4-phosphate synthase",PP_0815,R2,2100546.42
Q88QH7,Q88QH7_PSEPK,Ribab-i,"3,4-dihydroxy-2-butanone 4-phosphate synthase",PP_0815,R3,1954505.473
Q88QH8,Q88QH8_PSEPK,Ribe,Riboflavin synthase,PP_0815,R1,535892.96
Q88QH8,Q88QH8_PSEPK,Ribe,Riboflavin synthase,PP_0815,R2,546666.34
Q88QH8,Q88QH8_PSEPK,Ribe,Riboflavin synthase,PP_0815,R3,535902.346
Q88QH9,Q88QH9_PSEPK,Ribd,Riboflavin biosynthesis protein RibD,PP_0815,R1,547786.7
Q88QH9,Q88QH9_PSEPK,Ribd,Riboflavin biosynthesis protein RibD,PP_0815,R2,389425.42
Q88QH9,Q88QH9_PSEPK,Ribd,Riboflavin biosynthesis protein RibD,PP_0815,R3,434966.173
Q88QI1,Q88QI1_PSEPK,Pp_0512,Lipoprotein,PP_0815,R1,460362.5
Q88QI1,Q88QI1_PSEPK,Pp_0512,Lipoprotein,PP_0815,R2,438099.7
Q88QI1,Q88QI1_PSEPK,Pp_0512,Lipoprotein,PP_0815,R3,485738.7
Q88QI2,Q88QI2_PSEPK,Trx,Thioredoxin,PP_0815,R1,2203983.48
Q88QI2,Q88QI2_PSEPK,Trx,Thioredoxin,PP_0815,R2,2201361.74
Q88QI2,Q88QI2_PSEPK,Trx,Thioredoxin,PP_0815,R3,2104899.146
Q88QI3,Q88QI3_PSEPK,Pp_0509,Uncharacterized protein,PP_0815,R1,117498.38
Q88QI3,Q88QI3_PSEPK,Pp_0509,Uncharacterized protein,PP_0815,R2,152078.72
Q88QI3,Q88QI3_PSEPK,Pp_0509,Uncharacterized protein,PP_0815,R3,166137.773
Q88QI8,Q88QI8_PSEPK,Oprg,Outer membrane protein OprG,PP_0815,R1,1646980.66
Q88QI8,Q88QI8_PSEPK,Oprg,Outer membrane protein OprG,PP_0815,R2,1724383.12
Q88QI8,Q88QI8_PSEPK,Oprg,Outer membrane protein OprG,PP_0815,R3,1135133.3
Q88QJ1,Q88QJ1_PSEPK,Pp_0501,NAD-dependent epimerase/dehydratase family protein,PP_0815,R1,561676
Q88QJ1,Q88QJ1_PSEPK,Pp_0501,NAD-dependent epimerase/dehydratase family protein,PP_0815,R2,313571.62
Q88QJ1,Q88QJ1_PSEPK,Pp_0501,NAD-dependent epimerase/dehydratase family protein,PP_0815,R3,505374
Q88QJ2,Q88QJ2_PSEPK,Pp_0500,dTDP-4-dehydrorhamnose reductase,PP_0815,R1,389149.26
Q88QJ2,Q88QJ2_PSEPK,Pp_0500,dTDP-4-dehydrorhamnose reductase,PP_0815,R2,420058.92
Q88QJ2,Q88QJ2_PSEPK,Pp_0500,dTDP-4-dehydrorhamnose reductase,PP_0815,R3,518763.246
Q88QJ5,Q88QJ5_PSEPK,Pp_0496,Sodium/alanine symporter,PP_0815,R1,140654
Q88QJ5,Q88QJ5_PSEPK,Pp_0496,Sodium/alanine symporter,PP_0815,R2,5891.42
Q88QJ5,Q88QJ5_PSEPK,Pp_0496,Sodium/alanine symporter,PP_0815,R3,148853
Q88QJ7,Q88QJ7_PSEPK,Selb,Selenocysteyl-tRNA-specific translation elongation factor,PP_0815,R1,539682.3
Q88QJ7,Q88QJ7_PSEPK,Selb,Selenocysteyl-tRNA-specific translation elongation factor,PP_0815,R2,453513.4
Q88QJ7,Q88QJ7_PSEPK,Selb,Selenocysteyl-tRNA-specific translation elongation factor,PP_0815,R3,461277
Q88QJ8,SELA_PSEPK,Sela,L-seryl-tRNA(Sec) selenium transferase,PP_0815,R1,56794.48
Q88QJ8,SELA_PSEPK,Sela,L-seryl-tRNA(Sec) selenium transferase,PP_0815,R2,59789.32
Q88QJ8,SELA_PSEPK,Sela,L-seryl-tRNA(Sec) selenium transferase,PP_0815,R3,50642.273
