Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88PW4,Q88PW4_PSEPK,Prmc,Release factor glutamine methyltransferase,0812_0815-Control,R3,387440.3667,0.008400306,-2.075704894,0812_0815_NONTARGET
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,0812_0815-Control,R2,142310.1333,0.003055335,-2.51494116,0812_0815_NONTARGET
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,0812_0815-Control,R3,135002.3667,0.00292706,-2.533568379,0812_0815_NONTARGET
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,0812_0815-Control,R1,503102.3333,0.010889835,-1.962978706,0812_0815_NONTARGET
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,0812_0815-Control,R2,761089.4667,0.016340251,-1.786741274,0812_0815_NONTARGET
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,0812_0815-Control,R3,1240998.333,0.026906762,-1.570138563,0812_0815_NONTARGET
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,0812_0815-Control,R1,7683127,0.166304107,-0.779097026,0812_0815_NONTARGET
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,0812_0815-Control,R2,7994720,0.17164307,-0.765373727,0812_0815_NONTARGET
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,0812_0815-Control,R3,7185404.367,0.155790673,-0.807458547,0812_0815_NONTARGET
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,0812_0815-Control,R1,13260000,0.287017572,-0.542091513,0812_0815_NONTARGET
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,0812_0815-Control,R2,13900000,0.298426795,-0.525162185,0812_0815_NONTARGET
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,0812_0815-Control,R3,10240000,0.222019027,-0.653609804,0812_0815_NONTARGET
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,0812_0815-Control,R1,412999.1333,0.008939518,-2.048685897,0812_0815_NONTARGET
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,0812_0815-Control,R2,342545.9333,0.007354308,-2.133458169,0812_0815_NONTARGET
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,0812_0815-Control,R3,371843.1,0.008062133,-2.093550034,0812_0815_NONTARGET
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,0812_0815-Control,R1,2609966.333,0.05649368,-1.248000132,0812_0815_NONTARGET
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,0812_0815-Control,R2,2129826.133,0.045726416,-1.339832833,0812_0815_NONTARGET
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,0812_0815-Control,R3,2551386.333,0.055317999,-1.257133536,0812_0815_NONTARGET
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,0812_0815-Control,R1,1706666.667,0.036941427,-1.432486331,0812_0815_NONTARGET
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,0812_0815-Control,R2,1335328.467,0.028668906,-1.542588878,0812_0815_NONTARGET
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,0812_0815-Control,R3,1783947.7,0.038678743,-1.412527643,0812_0815_NONTARGET
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,Membrane protein,0812_0815-Control,R1,3391801.333,0.073416786,-1.134204631,0812_0815_NONTARGET
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,Membrane protein,0812_0815-Control,R2,4185762.667,0.089866456,-1.046402385,0812_0815_NONTARGET
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,Membrane protein,0812_0815-Control,R3,3552316.333,0.077019709,-1.113398128,0812_0815_NONTARGET
Q88Q03,Q88Q03_PSEPK,Pp_0695,DUF3375 domain-containing protein,0812_0815-Control,R1,133176.8,0.002882661,-2.540206462,0812_0815_NONTARGET
Q88Q03,Q88Q03_PSEPK,Pp_0695,DUF3375 domain-containing protein,0812_0815-Control,R2,126397.2667,0.002713693,-2.566439303,0812_0815_NONTARGET
Q88Q03,Q88Q03_PSEPK,Pp_0695,DUF3375 domain-containing protein,0812_0815-Control,R3,82848.4,0.001796281,-2.745625635,0812_0815_NONTARGET
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,0812_0815-Control,R1,1800000,0.038961661,-1.409362532,0812_0815_NONTARGET
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,0812_0815-Control,R2,1128661.8,0.024231865,-1.615613159,0812_0815_NONTARGET
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,0812_0815-Control,R3,1367760,0.029655151,-1.527899862,0812_0815_NONTARGET
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,0812_0815-Control,R1,1576666.667,0.034127529,-1.466895152,0812_0815_NONTARGET
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,0812_0815-Control,R2,1155328.467,0.024804386,-1.605471511,0812_0815_NONTARGET
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,0812_0815-Control,R3,714562.0667,0.01549281,-1.809869803,0812_0815_NONTARGET
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,0812_0815-Control,R1,1911452.4,0.04137409,-1.38327155,0812_0815_NONTARGET
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,0812_0815-Control,R2,2391995.133,0.051355068,-1.289416693,0812_0815_NONTARGET
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,0812_0815-Control,R3,2077281.033,0.045038664,-1.346414505,0812_0815_NONTARGET
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,0812_0815-Control,R1,5693333.333,0.123234292,-0.909268426,0812_0815_NONTARGET
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,0812_0815-Control,R2,4588661.8,0.098516521,-1.006490935,0812_0815_NONTARGET
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,0812_0815-Control,R3,5543333.333,0.120188035,-0.920138766,0812_0815_NONTARGET
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,0812_0815-Control,R1,22066666.67,0.477641108,-0.320898303,0812_0815_NONTARGET
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,0812_0815-Control,R2,21300000,0.457301492,-0.339797382,0812_0815_NONTARGET
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,0812_0815-Control,R3,21700000,0.470489541,-0.327450027,0812_0815_NONTARGET
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,0812_0815-Control,R1,2481452.4,0.053711949,-1.269929089,0812_0815_NONTARGET
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,0812_0815-Control,R2,2458661.8,0.052786371,-1.277478191,0812_0815_NONTARGET
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,0812_0815-Control,R3,2730614.367,0.05920394,-1.22764939,0812_0815_NONTARGET
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,0812_0815-Control,R1,1187690.533,0.025707998,-1.589931743,0812_0815_NONTARGET
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,0812_0815-Control,R2,1460291.933,0.031351816,-1.503737299,0812_0815_NONTARGET
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,0812_0815-Control,R3,2114562.067,0.045846974,-1.338689324,0812_0815_NONTARGET
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,0812_0815-Control,R1,3330000,0.072079074,-1.142190804,0812_0815_NONTARGET
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,0812_0815-Control,R2,3003333.333,0.064480226,-1.190573449,0812_0815_NONTARGET
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,0812_0815-Control,R3,3543333.333,0.076824943,-1.114497751,0812_0815_NONTARGET
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,0812_0815-Control,R1,2834821.4,0.061360751,-1.212109335,0812_0815_NONTARGET
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,0812_0815-Control,R2,2557323.6,0.054904596,-1.260391299,0812_0815_NONTARGET
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,0812_0815-Control,R3,3262541.667,0.070736946,-1.150353694,0812_0815_NONTARGET
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,0812_0815-Control,R1,1339096.333,0.028985232,-1.537823217,0812_0815_NONTARGET
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,0812_0815-Control,R2,1296143.333,0.027827619,-1.555523955,0812_0815_NONTARGET
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,0812_0815-Control,R3,1763037.667,0.038225382,-1.41764817,0812_0815_NONTARGET
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,0812_0815-Control,R1,4870000,0.105412939,-0.977106076,0812_0815_NONTARGET
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,0812_0815-Control,R2,4620000,0.099189338,-1.00353501,0812_0815_NONTARGET
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,0812_0815-Control,R3,4523333.333,0.098072858,-1.008451168,0812_0815_NONTARGET
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,0812_0815-Control,R1,7903333.333,0.171070554,-0.766824738,0812_0815_NONTARGET
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,0812_0815-Control,R2,8593333.333,0.184495031,-0.734015327,0812_0815_NONTARGET
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,0812_0815-Control,R3,8946666.667,0.193977562,-0.712248504,0812_0815_NONTARGET
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,0812_0815-Control,R1,1009096.733,0.02184227,-1.660702237,0812_0815_NONTARGET
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,0812_0815-Control,R2,1133574.6,0.024337341,-1.613726879,0812_0815_NONTARGET
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,0812_0815-Control,R3,1003818.733,0.021764342,-1.662254465,0812_0815_NONTARGET
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R1,639279.6667,0.013837443,-1.858944146,0812_0815_NONTARGET
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R2,318333.4667,0.006834477,-2.165294686,0812_0815_NONTARGET
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R3,339937.7,0.007370375,-2.132510429,0812_0815_NONTARGET
Q88Q58,Q88Q58_PSEPK,Pp_0640,ATPase AAA-type core domain-containing protein,0812_0815-Control,R1,264579.4,0.005726918,-2.24207901,0812_0815_NONTARGET
Q88Q58,Q88Q58_PSEPK,Pp_0640,ATPase AAA-type core domain-containing protein,0812_0815-Control,R2,238131.1333,0.005112569,-2.291360806,0812_0815_NONTARGET
Q88Q58,Q88Q58_PSEPK,Pp_0640,ATPase AAA-type core domain-containing protein,0812_0815-Control,R3,493966,0.010709946,-1.970212704,0812_0815_NONTARGET
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,0812_0815-Control,R2,159176.9333,0.003417458,-2.466296852,0812_0815_NONTARGET
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,0812_0815-Control,R3,290930.4,0.006307821,-2.200120657,0812_0815_NONTARGET
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,0812_0815-Control,R1,797339.6667,0.01725871,-1.762991667,0812_0815_NONTARGET
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,0812_0815-Control,R2,819159.3333,0.017586985,-1.754808601,0812_0815_NONTARGET
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,0812_0815-Control,R3,636875,0.013808434,-1.859855559,0812_0815_NONTARGET
Q88Q71,CLPB_PSEPK,Clpb,Chaperone protein ClpB,0812_0815-Control,R1,6484975.667,0.140369681,-0.852726687,0812_0815_NONTARGET
Q88Q71,CLPB_PSEPK,Clpb,Chaperone protein ClpB,0812_0815-Control,R2,4590656.933,0.098559355,-1.006302147,0812_0815_NONTARGET
Q88Q71,CLPB_PSEPK,Clpb,Chaperone protein ClpB,0812_0815-Control,R3,6444562.067,0.139728067,-0.85471635,0812_0815_NONTARGET
Q88Q72,Q88Q72_PSEPK,Yfih,Purine nucleoside phosphorylase,0812_0815-Control,R1,1344785.733,0.029108381,-1.535981944,0812_0815_NONTARGET
Q88Q72,Q88Q72_PSEPK,Yfih,Purine nucleoside phosphorylase,0812_0815-Control,R2,440656.9333,0.009460708,-2.024076377,0812_0815_NONTARGET
Q88Q72,Q88Q72_PSEPK,Yfih,Purine nucleoside phosphorylase,0812_0815-Control,R3,1398034.667,0.030311552,-1.51839182,0812_0815_NONTARGET
Q88Q73,Q88Q73_PSEPK,Bamd,Outer membrane protein assembly factor BamD,0812_0815-Control,R1,2198255.667,0.047582052,-1.322556836,0812_0815_NONTARGET
Q88Q73,Q88Q73_PSEPK,Bamd,Outer membrane protein assembly factor BamD,0812_0815-Control,R2,2279695.667,0.048944048,-1.310300111,0812_0815_NONTARGET
Q88Q73,Q88Q73_PSEPK,Bamd,Outer membrane protein assembly factor BamD,0812_0815-Control,R3,2181074.667,0.04728907,-1.325239227,0812_0815_NONTARGET
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R1,50350.8,0.001089862,-2.962628662,0812_0815_NONTARGET
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R2,57337.6,0.001231013,-2.909737475,0812_0815_NONTARGET
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R3,77937.4,0.001689803,-2.772163847,0812_0815_NONTARGET
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",0812_0815-Control,R2,15985.4,0.000343199,-3.464453477,0812_0815_NONTARGET
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",0812_0815-Control,R3,11843.1,0.000256777,-3.590444364,0812_0815_NONTARGET
Q88Q80,Q88Q80_PSEPK,Pp_0615,"Branched-chain amino acid ABC transporter, ATP-binding protein",0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88Q80,Q88Q80_PSEPK,Pp_0615,"Branched-chain amino acid ABC transporter, ATP-binding protein",0812_0815-Control,R2,15985.4,0.000343199,-3.464453477,0812_0815_NONTARGET
Q88Q80,Q88Q80_PSEPK,Pp_0615,"Branched-chain amino acid ABC transporter, ATP-binding protein",0812_0815-Control,R3,11843.1,0.000256777,-3.590444364,0812_0815_NONTARGET
Q88Q81,Q88Q81_PSEPK,Pp_0614,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,0812_0815-Control,R1,19142.93333,0.000414356,-3.382626551,0812_0815_NONTARGET
Q88Q81,Q88Q81_PSEPK,Pp_0614,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,0812_0815-Control,R2,21313.86667,0.000457599,-3.33951474,0812_0815_NONTARGET
Q88Q81,Q88Q81_PSEPK,Pp_0614,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,0812_0815-Control,R3,15790.8,0.000342369,-3.465505628,0812_0815_NONTARGET
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,0812_0815-Control,R1,19142.93333,0.000414356,-3.382626551,0812_0815_NONTARGET
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,0812_0815-Control,R2,21313.86667,0.000457599,-3.33951474,0812_0815_NONTARGET
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,0812_0815-Control,R3,15790.8,0.000342369,-3.465505628,0812_0815_NONTARGET
Q88Q83,GLYOX_PSEPK,Thio,Glycine oxidase,0812_0815-Control,R1,1147667,0.024841674,-1.604819143,0812_0815_NONTARGET
Q88Q83,GLYOX_PSEPK,Thio,Glycine oxidase,0812_0815-Control,R2,311843.1333,0.006695133,-2.1742408,0812_0815_NONTARGET
Q88Q83,GLYOX_PSEPK,Thio,Glycine oxidase,0812_0815-Control,R3,906444.7,0.019653122,-1.706568447,0812_0815_NONTARGET
Q88Q89,ISPH_PSEPK,Isph,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,0812_0815-Control,R1,661745.4,0.014323722,-1.843944106,0812_0815_NONTARGET
Q88Q89,ISPH_PSEPK,Isph,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,0812_0815-Control,R2,573119.1333,0.012304612,-1.909932078,0812_0815_NONTARGET
Q88Q89,ISPH_PSEPK,Isph,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,0812_0815-Control,R3,907331.3333,0.019672346,-1.706143852,0812_0815_NONTARGET
Q88Q92,SYI_PSEPK,Iles,Isoleucine--tRNA ligase,0812_0815-Control,R1,5588119.067,0.12095689,-0.917369386,0812_0815_NONTARGET
Q88Q92,SYI_PSEPK,Iles,Isoleucine--tRNA ligase,0812_0815-Control,R2,5191995.133,0.111469818,-0.952842708,0812_0815_NONTARGET
Q88Q92,SYI_PSEPK,Iles,Isoleucine--tRNA ligase,0812_0815-Control,R3,4470614.367,0.096929829,-1.013542551,0812_0815_NONTARGET
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,0812_0815-Control,R1,549714.8,0.011898779,-1.924497608,0812_0815_NONTARGET
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,0812_0815-Control,R2,738529.8,0.015855905,-1.799808961,0812_0815_NONTARGET
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,0812_0815-Control,R3,589614.0333,0.012783744,-1.893341949,0812_0815_NONTARGET
Q88Q95,RS20_PSEPK,Rpst,Small ribosomal subunit protein bS20,0812_0815-Control,R1,8814357.2,0.19079,-0.719444391,0812_0815_NONTARGET
Q88Q95,RS20_PSEPK,Rpst,Small ribosomal subunit protein bS20,0812_0815-Control,R2,12037323.6,0.258435964,-0.587647049,0812_0815_NONTARGET
Q88Q95,RS20_PSEPK,Rpst,Small ribosomal subunit protein bS20,0812_0815-Control,R3,11817895.4,0.256230239,-0.591369619,0812_0815_NONTARGET
Q88Q96,Q88Q96_PSEPK,Pp_0599,Paraquat-inducible protein B,0812_0815-Control,R1,689547.4,0.014925507,-1.826070912,0812_0815_NONTARGET
Q88Q96,Q88Q96_PSEPK,Pp_0599,Paraquat-inducible protein B,0812_0815-Control,R2,626446.8,0.013449533,-1.87129279,0812_0815_NONTARGET
Q88Q96,Q88Q96_PSEPK,Pp_0599,Paraquat-inducible protein B,0812_0815-Control,R3,669538.0333,0.014516619,-1.838134509,0812_0815_NONTARGET
Q88Q97,Q88Q97_PSEPK,Mmsa-i,methylmalonate-semialdehyde dehydrogenase (CoA acylating),0812_0815-Control,R1,563509,0.012197359,-1.913734181,0812_0815_NONTARGET
Q88Q97,Q88Q97_PSEPK,Mmsa-i,methylmalonate-semialdehyde dehydrogenase (CoA acylating),0812_0815-Control,R2,669778.3333,0.014379842,-1.842245891,0812_0815_NONTARGET
Q88Q97,Q88Q97_PSEPK,Mmsa-i,methylmalonate-semialdehyde dehydrogenase (CoA acylating),0812_0815-Control,R3,455709.0667,0.009880477,-2.005222092,0812_0815_NONTARGET
Q88Q98,Q88Q98_PSEPK,Pp_0596,Omega-amino acid--pyruvate aminotransferase,0812_0815-Control,R1,967542.7333,0.020942818,-1.678964882,0812_0815_NONTARGET
Q88Q98,Q88Q98_PSEPK,Pp_0596,Omega-amino acid--pyruvate aminotransferase,0812_0815-Control,R2,792486.2667,0.017014326,-1.76918524,0812_0815_NONTARGET
Q88Q98,Q88Q98_PSEPK,Pp_0596,Omega-amino acid--pyruvate aminotransferase,0812_0815-Control,R3,463664.1,0.010052954,-1.99770629,0812_0815_NONTARGET
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",0812_0815-Control,R1,1058119.067,0.022903376,-1.640100497,0812_0815_NONTARGET
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",0812_0815-Control,R2,1135328.467,0.024374995,-1.613055458,0812_0815_NONTARGET
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",0812_0815-Control,R3,1117281.033,0.02422438,-1.615747334,0812_0815_NONTARGET
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,0812_0815-Control,R1,1295156.333,0.028034135,-1.552312844,0812_0815_NONTARGET
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,0812_0815-Control,R2,1204048.333,0.02585038,-1.587533064,0812_0815_NONTARGET
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,0812_0815-Control,R3,1521996,0.032999226,-1.48149625,0812_0815_NONTARGET
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,0812_0815-Control,R1,317575.8,0.006874045,-2.162787637,0812_0815_NONTARGET
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,0812_0815-Control,R2,119561.8667,0.00256694,-2.590584298,0812_0815_NONTARGET
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,0812_0815-Control,R3,150325.4667,0.003259288,-2.4868772,0812_0815_NONTARGET
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,0812_0815-Control,R1,569131.6667,0.012319064,-1.909422287,0812_0815_NONTARGET
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,0812_0815-Control,R2,591778.4667,0.01270522,-1.896017827,0812_0815_NONTARGET
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,0812_0815-Control,R3,285206.3667,0.006183715,-2.208750545,0812_0815_NONTARGET
Q88QB6,Q88QB6_PSEPK,Cmom,tRNA 5-carboxymethoxyuridine methyltransferase,0812_0815-Control,R1,819098.1333,0.01772968,-1.751299101,0812_0815_NONTARGET
Q88QB6,Q88QB6_PSEPK,Cmom,tRNA 5-carboxymethoxyuridine methyltransferase,0812_0815-Control,R2,810905.9333,0.017409788,-1.759206507,0812_0815_NONTARGET
Q88QB6,Q88QB6_PSEPK,Cmom,tRNA 5-carboxymethoxyuridine methyltransferase,0812_0815-Control,R3,675381.2667,0.01464331,-1.834360751,0812_0815_NONTARGET
Q88QB8,Q88QB8_PSEPK,Pp_0576,Lipoprotein,0812_0815-Control,R1,106015.1333,0.002294737,-2.639267174,0812_0815_NONTARGET
Q88QB8,Q88QB8_PSEPK,Pp_0576,Lipoprotein,0812_0815-Control,R2,126059.6,0.002706443,-2.56760106,0812_0815_NONTARGET
Q88QB8,Q88QB8_PSEPK,Pp_0576,Lipoprotein,0812_0815-Control,R3,98994.4,0.002146352,-2.668299133,0812_0815_NONTARGET
Q88QC4,Q88QC4_PSEPK,Yfhm,Alpha-2-macroglobulin,0812_0815-Control,R1,824603.6667,0.017848849,-1.748389776,0812_0815_NONTARGET
Q88QC4,Q88QC4_PSEPK,Yfhm,Alpha-2-macroglobulin,0812_0815-Control,R2,561651.4667,0.012058406,-1.918710088,0812_0815_NONTARGET
Q88QC4,Q88QC4_PSEPK,Yfhm,Alpha-2-macroglobulin,0812_0815-Control,R3,299775.3667,0.006499593,-2.187113818,0812_0815_NONTARGET
Q88QC7,SPEA_PSEPK,Spea,Biosynthetic arginine decarboxylase,0812_0815-Control,R1,1816666.667,0.039322418,-1.40535979,0812_0815_NONTARGET
Q88QC7,SPEA_PSEPK,Spea,Biosynthetic arginine decarboxylase,0812_0815-Control,R2,1736666.667,0.037285458,-1.428460517,0812_0815_NONTARGET
Q88QC7,SPEA_PSEPK,Spea,Biosynthetic arginine decarboxylase,0812_0815-Control,R3,1573333.333,0.034112298,-1.467089017,0812_0815_NONTARGET
Q88QD0,Q88QD0_PSEPK,Pp_0564,DUF2333 family protein,0812_0815-Control,R1,1256666.667,0.027201012,-1.565414942,0812_0815_NONTARGET
Q88QD0,Q88QD0_PSEPK,Pp_0564,DUF2333 family protein,0812_0815-Control,R2,1185962.333,0.025462082,-1.594106089,0812_0815_NONTARGET
Q88QD0,Q88QD0_PSEPK,Pp_0564,DUF2333 family protein,0812_0815-Control,R3,1669655.667,0.036200716,-1.441282845,0812_0815_NONTARGET
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,0812_0815-Control,R1,439078.8,0.009504022,-2.022092569,0812_0815_NONTARGET
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,0812_0815-Control,R2,524847.2667,0.011268237,-1.948144045,0812_0815_NONTARGET
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,0812_0815-Control,R3,578219.4,0.01253669,-1.901817102,0812_0815_NONTARGET
Q88QD5,Q88QD5_PSEPK,Accb,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,0812_0815-Control,R1,3623093.333,0.078423186,-1.105555516,0812_0815_NONTARGET
Q88QD5,Q88QD5_PSEPK,Accb,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,0812_0815-Control,R2,3513886,0.075441564,-1.122389317,0812_0815_NONTARGET
Q88QD5,Q88QD5_PSEPK,Accb,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,0812_0815-Control,R3,3893270.667,0.084412126,-1.073595163,0812_0815_NONTARGET
Q88QD6,Q88QD6_PSEPK,Accc,Biotin carboxylase,0812_0815-Control,R1,4572577,0.098975109,-1.00447401,0812_0815_NONTARGET
Q88QD6,Q88QD6_PSEPK,Accc,Biotin carboxylase,0812_0815-Control,R2,4215328.467,0.090501221,-1.043345564,0812_0815_NONTARGET
