Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of_protein_abundance_Top3-method,log10_%_abundance,Source
Q88FR8,HFLD_PSEPK,Hfld,High frequency lysogenization protein HflD homolog,PP_0815,R1,27819.56667,0.005257201,-2.279245441,November
Q88FR8,HFLD_PSEPK,Hfld,High frequency lysogenization protein HflD homolog,PP_0815,R2,57438.43333,0.010449478,-1.980905395,November
Q88FR8,HFLD_PSEPK,Hfld,High frequency lysogenization protein HflD homolog,PP_0815,R3,23118.36667,0.004391916,-2.357346003,November
Q88FR9,MNMA_PSEPK,Mnma,tRNA-specific 2-thiouridylase MnmA,PP_0815,R1,23976.9,0.004531033,-2.34380277,November
Q88FR9,MNMA_PSEPK,Mnma,tRNA-specific 2-thiouridylase MnmA,PP_0815,R2,22692.46667,0.004128324,-2.384226274,November
Q88FR9,MNMA_PSEPK,Mnma,tRNA-specific 2-thiouridylase MnmA,PP_0815,R3,0,1.00E-05,-5,November
Q88FS0,Q88FS0_PSEPK,Nudj,Phosphatase NudJ,PP_0815,R1,0,1.00E-05,-5,November
Q88FS0,Q88FS0_PSEPK,Nudj,Phosphatase NudJ,PP_0815,R2,0,1.00E-05,-5,November
Q88FS0,Q88FS0_PSEPK,Nudj,Phosphatase NudJ,PP_0815,R3,0,1.00E-05,-5,November
Q88FS1,Q88FS1_PSEPK,Idh,Isocitrate dehydrogenase [NADP],PP_0815,R1,1116666.667,0.211022008,-0.67567225,November
Q88FS1,Q88FS1_PSEPK,Idh,Isocitrate dehydrogenase [NADP],PP_0815,R2,1089015,0.198118888,-0.703074119,November
Q88FS1,Q88FS1_PSEPK,Idh,Isocitrate dehydrogenase [NADP],PP_0815,R3,1153333.333,0.2191047,-0.659348306,November
Q88FS2,Q88FS2_PSEPK,Icd,Isocitrate dehydrogenase [NADP],PP_0815,R1,151597,0.028648033,-1.542905195,November
Q88FS2,Q88FS2_PSEPK,Icd,Isocitrate dehydrogenase [NADP],PP_0815,R2,138476,0.025192225,-1.59873347,November
Q88FS2,Q88FS2_PSEPK,Icd,Isocitrate dehydrogenase [NADP],PP_0815,R3,97535.36667,0.018529298,-1.732141029,November
Q88FS3,Q88FS3_PSEPK,Cspd,Cold shock-like protein CspD,PP_0815,R1,46242.66667,0.008738705,-2.058552931,November
Q88FS3,Q88FS3_PSEPK,Cspd,Cold shock-like protein CspD,PP_0815,R2,122578.7,0.022300111,-1.651692969,November
Q88FS3,Q88FS3_PSEPK,Cspd,Cold shock-like protein CspD,PP_0815,R3,28976.66667,0.005504847,-2.259254725,November
Q88FS5,Q88FS5_PSEPK,Clpa,ATP-dependent serine protease,PP_0815,R1,830000,0.156849194,-0.80451771,November
Q88FS5,Q88FS5_PSEPK,Clpa,ATP-dependent serine protease,PP_0815,R2,108773.3333,0.019788572,-1.703585543,November
Q88FS5,Q88FS5_PSEPK,Clpa,ATP-dependent serine protease,PP_0815,R3,183939.1667,0.034943875,-1.456628936,November
Q88FS8,FTSK_PSEPK,Ftsk,DNA translocase FtsK,PP_0815,R1,0,1.00E-05,-5,November
Q88FS8,FTSK_PSEPK,Ftsk,DNA translocase FtsK,PP_0815,R2,0,1.00E-05,-5,November
Q88FS8,FTSK_PSEPK,Ftsk,DNA translocase FtsK,PP_0815,R3,0,1.00E-05,-5,November
Q88FS9,LOLA_PSEPK,Lola,Outer-membrane lipoprotein carrier protein,PP_0815,R1,166568.3333,0.031477239,-1.502003362,November
Q88FS9,LOLA_PSEPK,Lola,Outer-membrane lipoprotein carrier protein,PP_0815,R2,175101.6667,0.031855344,-1.496817701,November
Q88FS9,LOLA_PSEPK,Lola,Outer-membrane lipoprotein carrier protein,PP_0815,R3,0,1.00E-05,-5,November
Q88FT2,SYS_PSEPK,Sers,Serine--tRNA ligase,PP_0815,R1,305992.3333,0.05782488,-1.237885257,November
Q88FT2,SYS_PSEPK,Sers,Serine--tRNA ligase,PP_0815,R2,312196.3333,0.05679627,-1.245680182,November
Q88FT2,SYS_PSEPK,Sers,Serine--tRNA ligase,PP_0815,R3,270962,0.051476053,-1.288394761,November
Q88FT3,CYSG_PSEPK,Cysg,Siroheme synthase,PP_0815,R1,48803.8,0.009222695,-2.035142163,November
Q88FT3,CYSG_PSEPK,Cysg,Siroheme synthase,PP_0815,R2,0,1.00E-05,-5,November
Q88FT3,CYSG_PSEPK,Cysg,Siroheme synthase,PP_0815,R3,0,1.00E-05,-5,November
Q88FT5,Q88FT5_PSEPK,Pp_3997,Glycosyl transferase,PP_0815,R1,0,1.00E-05,-5,November
Q88FT5,Q88FT5_PSEPK,Pp_3997,Glycosyl transferase,PP_0815,R2,0,1.00E-05,-5,November
Q88FT5,Q88FT5_PSEPK,Pp_3997,Glycosyl transferase,PP_0815,R3,0,1.00E-05,-5,November
Q88FU4,Q88FU4_PSEPK,Pp_3988,ATP-binding protein,PP_0815,R1,10933.2,0.002066101,-2.684848509,November
Q88FU4,Q88FU4_PSEPK,Pp_3988,ATP-binding protein,PP_0815,R2,0,1.00E-05,-5,November
Q88FU4,Q88FU4_PSEPK,Pp_3988,ATP-binding protein,PP_0815,R3,0,1.00E-05,-5,November
Q88FU7;Q88I85,Q88FU7_PSEPK;Q88I85_PSEPK,Pp_3115;pp_3984,Transposase,PP_0815,R1,0,1.00E-05,-5,November
Q88FU7;Q88I85,Q88FU7_PSEPK;Q88I85_PSEPK,Pp_3115;pp_3984,Transposase,PP_0815,R2,0,1.00E-05,-5,November
Q88FU7;Q88I85,Q88FU7_PSEPK;Q88I85_PSEPK,Pp_3115;pp_3984,Transposase,PP_0815,R3,0,1.00E-05,-5,November
Q88FX0,Q88FX0_PSEPK,Bett-iii,Choline/carnitine/betaine transporter BetTC,PP_0815,R1,0,1.00E-05,-5,November
Q88FX0,Q88FX0_PSEPK,Bett-iii,Choline/carnitine/betaine transporter BetTC,PP_0815,R2,60313.5,0.010972524,-1.959693449,November
Q88FX0,Q88FX0_PSEPK,Bett-iii,Choline/carnitine/betaine transporter BetTC,PP_0815,R3,0,1.00E-05,-5,November
Q88FX6,Q88FX6_PSEPK,Pp_3950,Methyl-accepting chemotaxis transducer,PP_0815,R1,0,1.00E-05,-5,November
Q88FX6,Q88FX6_PSEPK,Pp_3950,Methyl-accepting chemotaxis transducer,PP_0815,R2,0,1.00E-05,-5,November
Q88FX6,Q88FX6_PSEPK,Pp_3950,Methyl-accepting chemotaxis transducer,PP_0815,R3,0,1.00E-05,-5,November
Q88FY0,NICR_PSEPK,Nicr,HTH-type transcriptional repressor NicR,PP_0815,R1,0,1.00E-05,-5,November
Q88FY0,NICR_PSEPK,Nicr,HTH-type transcriptional repressor NicR,PP_0815,R2,0,1.00E-05,-5,November
Q88FY0,NICR_PSEPK,Nicr,HTH-type transcriptional repressor NicR,PP_0815,R3,0,1.00E-05,-5,November
Q88G02,Q88G02_PSEPK,Pp_3924,SCP2 domain-containing protein,PP_0815,R1,78978.6,0.014924976,-1.826086371,November
Q88G02,Q88G02_PSEPK,Pp_3924,SCP2 domain-containing protein,PP_0815,R2,18112.03333,0.003295029,-2.482140772,November
Q88G02,Q88G02_PSEPK,Pp_3924,SCP2 domain-containing protein,PP_0815,R3,0,1.00E-05,-5,November
Q88G03,Q88G03_PSEPK,Pp_3923,Phosphoglycerate mutase,PP_0815,R1,0,1.00E-05,-5,November
Q88G03,Q88G03_PSEPK,Pp_3923,Phosphoglycerate mutase,PP_0815,R2,0,1.00E-05,-5,November
Q88G03,Q88G03_PSEPK,Pp_3923,Phosphoglycerate mutase,PP_0815,R3,0,1.00E-05,-5,November
Q88G04,Q88G04_PSEPK,Sohb,Inner membrane peptidase,PP_0815,R1,0,1.00E-05,-5,November
Q88G04,Q88G04_PSEPK,Sohb,Inner membrane peptidase,PP_0815,R2,48334.53333,0.008793253,-2.055850451,November
Q88G04,Q88G04_PSEPK,Sohb,Inner membrane peptidase,PP_0815,R3,0,1.00E-05,-5,November
Q88G86,Q88G86_PSEPK,Adhp,alcohol dehydrogenase,PP_0815,R1,343286.5333,0.064872549,-1.187939035,November
Q88G86,Q88G86_PSEPK,Adhp,alcohol dehydrogenase,PP_0815,R2,423873.4667,0.077113116,-1.112871749,November
Q88G86,Q88G86_PSEPK,Adhp,alcohol dehydrogenase,PP_0815,R3,310773.3333,0.059039218,-1.228859404,November
Q88G91,Q88G91_PSEPK,Pp_3834,non-specific serine/threonine protein kinase,PP_0815,R1,0,1.00E-05,-5,November
Q88G91,Q88G91_PSEPK,Pp_3834,non-specific serine/threonine protein kinase,PP_0815,R2,27161.4,0.004941334,-2.306155829,November
Q88G91,Q88G91_PSEPK,Pp_3834,non-specific serine/threonine protein kinase,PP_0815,R3,0,1.00E-05,-5,November
Q88G93,CSRA_PSEPK,Csra,Translational regulator CsrA,PP_0815,R1,0,1.00E-05,-5,November
Q88G93,CSRA_PSEPK,Csra,Translational regulator CsrA,PP_0815,R2,0,1.00E-05,-5,November
Q88G93,CSRA_PSEPK,Csra,Translational regulator CsrA,PP_0815,R3,0,1.00E-05,-5,November
Q88G98,Q88G98_PSEPK,Yrpb,Propionate 3-nitronate monooxygenase,PP_0815,R1,57905.26667,0.010942644,-1.960877736,November
Q88G98,Q88G98_PSEPK,Yrpb,Propionate 3-nitronate monooxygenase,PP_0815,R2,32702.33333,0.005949367,-2.225529239,November
Q88G98,Q88G98_PSEPK,Yrpb,Propionate 3-nitronate monooxygenase,PP_0815,R3,0,1.00E-05,-5,November
Q88GA4,Q88GA4_PSEPK,Galu,UTP--glucose-1-phosphate uridylyltransferase,PP_0815,R1,497584,0.094030903,-1.026729395,November
Q88GA4,Q88GA4_PSEPK,Galu,UTP--glucose-1-phosphate uridylyltransferase,PP_0815,R2,363165.9,0.066068901,-1.180002917,November
Q88GA4,Q88GA4_PSEPK,Galu,UTP--glucose-1-phosphate uridylyltransferase,PP_0815,R3,238460.6667,0.045301607,-1.343886396,November
Q88GA5,Q88GA5_PSEPK,Gor,Glutathione reductase,PP_0815,R1,45375.66667,0.008574864,-2.066772783,November
Q88GA5,Q88GA5_PSEPK,Gor,Glutathione reductase,PP_0815,R2,72647.56667,0.013216397,-1.878886908,November
Q88GA5,Q88GA5_PSEPK,Gor,Glutathione reductase,PP_0815,R3,0,1.00E-05,-5,November
Q88GB8,Q88GB8_PSEPK,Pp_3806,"Hydrolase, isochorismatase family",PP_0815,R1,0,1.00E-05,-5,November
Q88GB8,Q88GB8_PSEPK,Pp_3806,"Hydrolase, isochorismatase family",PP_0815,R2,19262.63333,0.003504352,-2.455392323,November
Q88GB8,Q88GB8_PSEPK,Pp_3806,"Hydrolase, isochorismatase family",PP_0815,R3,0,1.00E-05,-5,November
Q88GE0,Q88GE0_PSEPK,Pp_3784,Chorismatase FkbO/Hyg5-like N-terminal domain-containing protein,PP_0815,R1,0,1.00E-05,-5,November
Q88GE0,Q88GE0_PSEPK,Pp_3784,Chorismatase FkbO/Hyg5-like N-terminal domain-containing protein,PP_0815,R2,0,1.00E-05,-5,November
Q88GE0,Q88GE0_PSEPK,Pp_3784,Chorismatase FkbO/Hyg5-like N-terminal domain-containing protein,PP_0815,R3,0,1.00E-05,-5,November
Q88GE6,Q88GE6_PSEPK,Proc,Pyrroline-5-carboxylate reductase,PP_0815,R1,85012,0.016065137,-1.794115568,November
Q88GE6,Q88GE6_PSEPK,Proc,Pyrroline-5-carboxylate reductase,PP_0815,R2,160569.3333,0.029211551,-1.534445376,November
Q88GE6,Q88GE6_PSEPK,Proc,Pyrroline-5-carboxylate reductase,PP_0815,R3,22603.43333,0.004294091,-2.367128739,November
Q88GE9,Q88GE9_PSEPK,Pp_3775,Sarcosine oxidase,PP_0815,R1,0,1.00E-05,-5,November
Q88GE9,Q88GE9_PSEPK,Pp_3775,Sarcosine oxidase,PP_0815,R2,0,1.00E-05,-5,November
Q88GE9,Q88GE9_PSEPK,Pp_3775,Sarcosine oxidase,PP_0815,R3,0,1.00E-05,-5,November
Q88GF0,Q88GF0_PSEPK,Pp_3774,Alginate lyase 2 domain-containing protein,PP_0815,R1,0,1.00E-05,-5,November
Q88GF0,Q88GF0_PSEPK,Pp_3774,Alginate lyase 2 domain-containing protein,PP_0815,R2,0,1.00E-05,-5,November
Q88GF0,Q88GF0_PSEPK,Pp_3774,Alginate lyase 2 domain-containing protein,PP_0815,R3,0,1.00E-05,-5,November
Q88GF6,Q88GF6_PSEPK,Pp_3768,Shikimate 5-dehydrogenase,PP_0815,R1,50321.33333,0.009509471,-2.021843662,November
Q88GF6,Q88GF6_PSEPK,Pp_3768,Shikimate 5-dehydrogenase,PP_0815,R2,28286.76667,0.005146066,-2.288524672,November
Q88GF6,Q88GF6_PSEPK,Pp_3768,Shikimate 5-dehydrogenase,PP_0815,R3,0,1.00E-05,-5,November
Q88GF8,Q88GF8_PSEPK,Gloa,Lactoylglutathione lyase,PP_0815,R1,141777.6667,0.026792425,-1.571987977,November
Q88GF8,Q88GF8_PSEPK,Gloa,Lactoylglutathione lyase,PP_0815,R2,193418,0.03518754,-1.453611092,November
Q88GF8,Q88GF8_PSEPK,Gloa,Lactoylglutathione lyase,PP_0815,R3,103312.3667,0.019626785,-1.70715084,November
Q88GF9,Q88GF9_PSEPK,Pp_3765,H-NS family protein MvaT,PP_0815,R1,216022.1333,0.040822768,-1.389097551,November
Q88GF9,Q88GF9_PSEPK,Pp_3765,H-NS family protein MvaT,PP_0815,R2,241483.2,0.043931794,-1.357221058,November
Q88GF9,Q88GF9_PSEPK,Pp_3765,H-NS family protein MvaT,PP_0815,R3,165717.6667,0.031482242,-1.50193434,November
Q88GG2,Q88GG2_PSEPK,Pp_3762,Response regulator,PP_0815,R1,23787.36667,0.004495216,-2.347249435,November
Q88GG2,Q88GG2_PSEPK,Pp_3762,Response regulator,PP_0815,R2,0,1.00E-05,-5,November
Q88GG2,Q88GG2_PSEPK,Pp_3762,Response regulator,PP_0815,R3,0,1.00E-05,-5,November
Q88GG3,Q88GG3_PSEPK,Pp_3761,histidine kinase,PP_0815,R1,0,1.00E-05,-5,November
Q88GG3,Q88GG3_PSEPK,Pp_3761,histidine kinase,PP_0815,R2,0,1.00E-05,-5,November
Q88GG3,Q88GG3_PSEPK,Pp_3761,histidine kinase,PP_0815,R3,0,1.00E-05,-5,November
Q88GG6,Q88GG6_PSEPK,Pp_3758,histidine kinase,PP_0815,R1,0,1.00E-05,-5,November
Q88GG6,Q88GG6_PSEPK,Pp_3758,histidine kinase,PP_0815,R2,0,1.00E-05,-5,November
Q88GG6,Q88GG6_PSEPK,Pp_3758,histidine kinase,PP_0815,R3,0,1.00E-05,-5,November
Q88GG7,Q88GG7_PSEPK,Pp_3757,Chemotaxis protein CheY,PP_0815,R1,0,1.00E-05,-5,November
Q88GG7,Q88GG7_PSEPK,Pp_3757,Chemotaxis protein CheY,PP_0815,R2,22161.03333,0.004031643,-2.394517973,November
Q88GG7,Q88GG7_PSEPK,Pp_3757,Chemotaxis protein CheY,PP_0815,R3,0,1.00E-05,-5,November
Q88GG9,Q88GG9_PSEPK,Hbd,3-hydroxybutyryl-CoA dehydrogenase,PP_0815,R1,63143.33333,0.011932507,-1.923268297,November
Q88GG9,Q88GG9_PSEPK,Hbd,3-hydroxybutyryl-CoA dehydrogenase,PP_0815,R2,18686.1,0.003399466,-2.468589312,November
Q88GG9,Q88GG9_PSEPK,Hbd,3-hydroxybutyryl-CoA dehydrogenase,PP_0815,R3,65953,0.012529433,-1.902068595,November
Q88GH0,Q88GH0_PSEPK,Bktb,Beta-ketothiolase BktB,PP_0815,R1,87391.36667,0.016514778,-1.782127271,November
Q88GH0,Q88GH0_PSEPK,Bktb,Beta-ketothiolase BktB,PP_0815,R2,67413.13333,0.012264124,-1.911363467,November
Q88GH0,Q88GH0_PSEPK,Bktb,Beta-ketothiolase BktB,PP_0815,R3,62782,0.011927021,-1.923468004,November
Q88GI1,Q88GI1_PSEPK,Pp_3742,Glutathione S-transferase family protein,PP_0815,R1,45152.16667,0.008532628,-2.068917207,November
Q88GI1,Q88GI1_PSEPK,Pp_3742,Glutathione S-transferase family protein,PP_0815,R2,82440.36667,0.014997951,-1.823968066,November
Q88GI1,Q88GI1_PSEPK,Pp_3742,Glutathione S-transferase family protein,PP_0815,R3,0,1.00E-05,-5,November
Q88GI4,Q88GI4_PSEPK,Pp_3738,Transcriptional regulator VanR,PP_0815,R1,15343.33333,0.002899505,-2.537676082,November
Q88GI4,Q88GI4_PSEPK,Pp_3738,Transcriptional regulator VanR,PP_0815,R2,24649.03333,0.004484272,-2.348308088,November
Q88GI4,Q88GI4_PSEPK,Pp_3738,Transcriptional regulator VanR,PP_0815,R3,0,1.00E-05,-5,November
Q88GJ9,BSR_PSEPK,Alr,Broad specificity amino-acid racemase,PP_0815,R1,0,1.00E-05,-5,November
Q88GJ9,BSR_PSEPK,Alr,Broad specificity amino-acid racemase,PP_0815,R2,0,1.00E-05,-5,November
Q88GJ9,BSR_PSEPK,Alr,Broad specificity amino-acid racemase,PP_0815,R3,0,1.00E-05,-5,November
Q88GL4,Q88GL4_PSEPK,Pp_3707,DUF6602 domain-containing protein,PP_0815,R1,0,1.00E-05,-5,November
Q88GL4,Q88GL4_PSEPK,Pp_3707,DUF6602 domain-containing protein,PP_0815,R2,19029.46667,0.003461933,-2.460681364,November
Q88GL4,Q88GL4_PSEPK,Pp_3707,DUF6602 domain-containing protein,PP_0815,R3,0,1.00E-05,-5,November
Q88GL5,Q88GL5_PSEPK,Pp_3706,ATP-grasp fold RimK-type domain-containing protein,PP_0815,R1,21061.16667,0.003980033,-2.400113377,November
Q88GL5,Q88GL5_PSEPK,Pp_3706,ATP-grasp fold RimK-type domain-containing protein,PP_0815,R2,18436.43333,0.003354045,-2.474431073,November
Q88GL5,Q88GL5_PSEPK,Pp_3706,ATP-grasp fold RimK-type domain-containing protein,PP_0815,R3,0,1.00E-05,-5,November
Q88GL6,Q88GL6_PSEPK,Pp_3705,GAF domain-containing protein,PP_0815,R1,27831.73333,0.0052595,-2.279055547,November
Q88GL6,Q88GL6_PSEPK,Pp_3705,GAF domain-containing protein,PP_0815,R2,59898.06667,0.010896947,-1.962695176,November
Q88GL6,Q88GL6_PSEPK,Pp_3705,GAF domain-containing protein,PP_0815,R3,65001.16667,0.012348608,-1.908381999,November
Q88GM8,Q88GM8_PSEPK,Pp_3693,"Transcriptional regulator MvaT, P16 subunit",PP_0815,R1,339490.3333,0.064155163,-1.192768389,November
Q88GM8,Q88GM8_PSEPK,Pp_3693,"Transcriptional regulator MvaT, P16 subunit",PP_0815,R2,468616.9667,0.08525307,-1.069289972,November
Q88GM8,Q88GM8_PSEPK,Pp_3693,"Transcriptional regulator MvaT, P16 subunit",PP_0815,R3,407491.2333,0.077413218,-1.11118488,November
Q88GN0,Q88GN0_PSEPK,Pp_3691,DNA helicase-related protein,PP_0815,R1,0,1.00E-05,-5,November
Q88GN0,Q88GN0_PSEPK,Pp_3691,DNA helicase-related protein,PP_0815,R2,0,1.00E-05,-5,November
Q88GN0,Q88GN0_PSEPK,Pp_3691,DNA helicase-related protein,PP_0815,R3,0,1.00E-05,-5,November
Q88GP0,Q88GP0_PSEPK,Pp_3680,Uncharacterized protein,PP_0815,R1,0,1.00E-05,-5,November
Q88GP0,Q88GP0_PSEPK,Pp_3680,Uncharacterized protein,PP_0815,R2,0,1.00E-05,-5,November
Q88GP0,Q88GP0_PSEPK,Pp_3680,Uncharacterized protein,PP_0815,R3,0,1.00E-05,-5,November
Q88GP9,Q88GP9_PSEPK,Pp_3669,"Transcriptional regulator, LysR family",PP_0815,R1,0,1.00E-05,-5,November
Q88GP9,Q88GP9_PSEPK,Pp_3669,"Transcriptional regulator, LysR family",PP_0815,R2,0,1.00E-05,-5,November
Q88GP9,Q88GP9_PSEPK,Pp_3669,"Transcriptional regulator, LysR family",PP_0815,R3,0,1.00E-05,-5,November
Q88GQ0,KATG_PSEPK,Katg,Catalase-peroxidase,PP_0815,R1,149070.6667,0.028170619,-1.550203608,November
Q88GQ0,KATG_PSEPK,Katg,Catalase-peroxidase,PP_0815,R2,120638.8667,0.021947207,-1.658620732,November
Q88GQ0,KATG_PSEPK,Katg,Catalase-peroxidase,PP_0815,R3,0,1.00E-05,-5,November
Q88GQ6,Q88GQ6_PSEPK,Pp_3662,AMP nucleosidase,PP_0815,R1,301640,0.057002399,-1.24410687,November
Q88GQ6,Q88GQ6_PSEPK,Pp_3662,AMP nucleosidase,PP_0815,R2,262445.6667,0.047745388,-1.321068574,November
Q88GQ6,Q88GQ6_PSEPK,Pp_3662,AMP nucleosidase,PP_0815,R3,169667.0667,0.03223253,-1.491705599,November
Q88GR9,Q88GR9_PSEPK,Pp_3649,"Transcriptional regulator, GntR family",PP_0815,R1,53908.2,0.010187298,-1.991940971,November
Q88GR9,Q88GR9_PSEPK,Pp_3649,"Transcriptional regulator, GntR family",PP_0815,R2,92954.7,0.01691077,-1.771836627,November
Q88GR9,Q88GR9_PSEPK,Pp_3649,"Transcriptional regulator, GntR family",PP_0815,R3,85261.9,0.016197644,-1.790548144,November
Q88GU5,Q88GU5_PSEPK,Pp_3622,"Isoquinoline 1-oxidoreductase, beta subunit",PP_0815,R1,23018.83333,0.004349982,-2.361512494,November
Q88GU5,Q88GU5_PSEPK,Pp_3622,"Isoquinoline 1-oxidoreductase, beta subunit",PP_0815,R2,0,1.00E-05,-5,November
Q88GU5,Q88GU5_PSEPK,Pp_3622,"Isoquinoline 1-oxidoreductase, beta subunit",PP_0815,R3,0,1.00E-05,-5,November
Q88GU7,Q88GU7_PSEPK,Ycao,Cofactor of beta-methylthiolation of ribosomal protein S12,PP_0815,R1,64648.8,0.012217003,-1.913035334,November
Q88GU7,Q88GU7_PSEPK,Ycao,Cofactor of beta-methylthiolation of ribosomal protein S12,PP_0815,R2,128245.5667,0.023331055,-1.63206562,November
Q88GU7,Q88GU7_PSEPK,Ycao,Cofactor of beta-methylthiolation of ribosomal protein S12,PP_0815,R3,32551.53333,0.006183983,-2.208731699,November
Q88GV5,Q88GV5_PSEPK,Pp_3612,TonB-dependent receptor,PP_0815,R1,0,1.00E-05,-5,November
Q88GV5,Q88GV5_PSEPK,Pp_3612,TonB-dependent receptor,PP_0815,R2,16042.13333,0.002918463,-2.534845859,November
Q88GV5,Q88GV5_PSEPK,Pp_3612,TonB-dependent receptor,PP_0815,R3,0,1.00E-05,-5,November
Q88GV6,Q88GV6_PSEPK,Pp_3611,Uncharacterized protein,PP_0815,R1,36539.66667,0.006905081,-2.160831221,November
Q88GV6,Q88GV6_PSEPK,Pp_3611,Uncharacterized protein,PP_0815,R2,106509.4333,0.019376712,-1.712719906,November
Q88GV6,Q88GV6_PSEPK,Pp_3611,Uncharacterized protein,PP_0815,R3,24997.96667,0.004748993,-2.323398466,November
Q88GW4,Q88GW4_PSEPK,Pp_3603,"Transcriptional regulator, GntR family",PP_0815,R1,0,1.00E-05,-5,November
Q88GW4,Q88GW4_PSEPK,Pp_3603,"Transcriptional regulator, GntR family",PP_0815,R2,34802,0.006331349,-2.198503778,November
Q88GW4,Q88GW4_PSEPK,Pp_3603,"Transcriptional regulator, GntR family",PP_0815,R3,0,1.00E-05,-5,November
Q88GX7,Q88GX7_PSEPK,Amac,Aminotransferase,PP_0815,R1,453141.3333,0.085632353,-1.067362124,November
Q88GX7,Q88GX7_PSEPK,Amac,Aminotransferase,PP_0815,R2,484349.3333,0.088115179,-1.054949274,November
Q88GX7,Q88GX7_PSEPK,Amac,Aminotransferase,PP_0815,R3,427364.3333,0.081188613,-1.090504876,November
Q88GY0,Q88GY0_PSEPK,Tpx,Thiol peroxidase,PP_0815,R1,398381.3333,0.075284085,-1.123296821,November
Q88GY0,Q88GY0_PSEPK,Tpx,Thiol peroxidase,PP_0815,R2,380756.3333,0.069269038,-1.159460844,November
Q88GY0,Q88GY0_PSEPK,Tpx,Thiol peroxidase,PP_0815,R3,375719.3333,0.071377346,-1.146439607,November
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,PP_0815,R1,198637.0333,0.03753742,-1.425535582,November
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,PP_0815,R2,138481.3333,0.025193195,-1.598716744,November
Q88GY7,Q88GY7_PSEPK,Pgm,Phosphoglucomutase,PP_0815,R3,53754,0.010211925,-1.990892363,November
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),PP_0815,R1,0,1.00E-05,-5,November
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),PP_0815,R2,0,1.00E-05,-5,November
Q88GZ6,Q88GZ6_PSEPK,Quia,Quinate dehydrogenase (Quinone),PP_0815,R3,0,1.00E-05,-5,November
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",PP_0815,R1,0,1.00E-05,-5,November
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",PP_0815,R2,8927.9,0.001624207,-2.789358663,November
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein",PP_0815,R3,0,1.00E-05,-5,November
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,PP_0815,R1,0,1.00E-05,-5,November
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,PP_0815,R2,0,1.00E-05,-5,November
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,PP_0815,R3,0,1.00E-05,-5,November
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,PP_0815,R1,0,1.00E-05,-5,November
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,PP_0815,R2,0,1.00E-05,-5,November
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux transport system-membrane fusion protein,PP_0815,R3,0,1.00E-05,-5,November
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,PP_0815,R1,0,1.00E-05,-5,November
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,PP_0815,R2,18664,0.003395445,-2.469103255,November
Q88H18,Q88H18_PSEPK,Pp_3547,NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,PP_0815,R3,0,1.00E-05,-5,November
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,PP_0815,R1,56578.33333,0.010691887,-1.970945652,November
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,PP_0815,R2,95661.76667,0.017403252,-1.759369583,November
Q88H35,Q88H35_PSEPK,Alle,S-ureidoglycine aminohydrolase,PP_0815,R3,0,1.00E-05,-5,November
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",PP_0815,R1,0,1.00E-05,-5,November
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",PP_0815,R2,11295.93333,0.002055011,-2.68718586,November
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",PP_0815,R3,0,1.00E-05,-5,November
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,PP_0815,R1,1576919.2,0.297998199,-0.525786361,November
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,PP_0815,R2,1420706.233,0.258461765,-0.587603694,November
Q88H54,Q88H54_PSEPK,Ilve,Branched-chain-amino-acid aminotransferase,PP_0815,R3,1125669,0.213849164,-0.669892444,November
