Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundanceop3-method,log10_%_abundance
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0812_15,R3,321699.3,0.008739809,-2.05849805
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0815,R1,128641.2667,0.003126132,-2.504992701
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0815,R2,382088.6667,0.009587,-2.01831729
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0815,R3,507842.3333,0.012100451,-1.917198437
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0812_15,R1,1850976.033,0.042339647,-1.373252766
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0812_15,R2,702459.0667,0.017230686,-1.763697434
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0812_15,R3,506296.9,0.013754889,-1.861542897
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0815,R1,814164.6,0.019785144,-1.703660793
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0815,R2,1880219.333,0.047176647,-1.326272932
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0815,R3,917509.4667,0.021861664,-1.660316784
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0812_15,R1,933286.3667,0.021348205,-1.670638639
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0812_15,R2,787042.4,0.019305439,-1.714320327
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0812_15,R3,583336.9333,0.015847885,-1.800028691
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0815,R1,1341842,0.032608316,-1.486671627
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0815,R2,701751.6667,0.017607675,-1.754297993
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0815,R3,1287948.467,0.030688181,-1.513028852
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0812_15,R1,1590616.7,0.036384128,-1.439088023
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0812_15,R2,857618.0667,0.021036596,-1.677024535
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0812_15,R3,2072963.567,0.056317518,-1.249356496
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0815,R1,2852053.467,0.069308205,-1.159215346
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0815,R2,1910960.333,0.04794797,-1.319229773
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0815,R3,1267048.467,0.030190193,-1.52013411
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0812_15,R1,2750000,0.062904126,-1.201320867
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0812_15,R2,2065686.333,0.050669418,-1.29525408
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0812_15,R3,1942893,0.052783808,-1.277499282
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0815,R1,1312279.667,0.031889917,-1.496346609
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0815,R2,1497211.333,0.03756658,-1.42519834
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0815,R3,1409104.333,0.033574984,-1.473984187
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0812_15,R1,3793333.333,0.08676957,-1.061632554
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0812_15,R2,3140773.367,0.077040332,-1.113281857
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0812_15,R3,2086666.667,0.056689798,-1.246495087
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0815,R1,2946666.667,0.071607416,-1.145041998
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0815,R2,3050000,0.076527653,-1.116181606
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0815,R3,2980000,0.071004999,-1.148711074
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0812_15,R1,32608.66667,0.000745898,-3.12732052
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0812_15,R2,637343.3667,0.015633457,-1.805944986
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0812_15,R3,104018.6,0.002825939,-2.548837161
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0815,R1,193242,0.004696005,-2.328271485
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0815,R2,375579.3333,0.009423674,-2.025779759
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0815,R3,258607.4667,0.006161887,-2.210286278
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0812_15,R1,2783357,0.063667142,-1.196084648
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0812_15,R2,2280734.333,0.055944351,-1.252243756
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0812_15,R3,2150356.333,0.058420096,-1.233437733
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0815,R1,2530982.667,0.061505813,-1.211083838
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0815,R2,2735899.333,0.068646542,-1.163381332
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0815,R3,2348978.333,0.055969532,-1.252048327
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0812_15,R1,985529.6667,0.02254323,-1.646983859
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0812_15,R2,623130.6667,0.015284832,-1.815739331
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0812_15,R3,556183,0.015110177,-1.820730455
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0815,R1,486636,0.011825819,-1.927168775
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0815,R2,429533.3333,0.010777435,-1.967484573
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0815,R3,173014.1333,0.004122439,-2.384845756
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0812_15,R1,162608.0667,0.003719534,-2.429511475
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0812_15,R2,280048.3667,0.006869333,-2.163085412
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0815,R1,413345.1333,0.010044766,-1.99806018
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0815,R2,338822.3333,0.008501403,-2.070509417
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0815,R3,484429.6667,0.011542593,-1.937696606
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0812_15,R1,111771.0667,0.002556677,-2.592324166
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0812_15,R2,408213.4,0.010013106,-1.9994312
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0812_15,R3,432458.8667,0.011748885,-1.93000336
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0815,R1,486770,0.011829075,-1.927049204
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0815,R2,408406.6667,0.010247345,-1.989388623
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0815,R3,544463.6667,0.012973034,-1.886958434
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0812_15,R1,1304961.4,0.029849984,-1.525055895
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0812_15,R2,2473333.333,0.060668631,-1.217035806
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0812_15,R3,1698765.633,0.046151445,-1.335814699
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0815,R1,2810000,0.068286257,-1.165666689
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0815,R2,2146666.667,0.053862086,-1.268716833
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0815,R3,2550000,0.060759311,-1.216387157
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0812_15,R1,113345.7333,0.002592696,-2.586248384
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0812_15,R2,267065.0333,0.006550864,-2.183701427
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0812_15,R3,154467.6333,0.00419652,-2.377110673
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0815,R1,662590.3333,0.016101713,-1.793127913
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0815,R2,266979.3333,0.006698787,-2.174003801
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0815,R3,369903,0.008813746,-2.054839484
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0812_15,R1,2165963.667,0.049544746,-1.305002394
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0812_15,R2,3217440.033,0.078920896,-1.102807995
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0812_15,R3,2615432.3,0.07105511,-1.148404683
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0815,R1,2872482.667,0.069804659,-1.156115592
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0815,R2,2704308.333,0.067853892,-1.168425239
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0815,R3,3725998.333,0.088780036,-1.051684682
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0812_15,R1,775450.6667,0.017737835,-1.751099387
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0812_15,R2,111808.4,0.002742559,-2.561844024
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0812_15,R3,351726.6333,0.009555581,-2.01974291
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0815,R1,898128,0.021825552,-1.661034772
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0815,R2,695497.3333,0.017450747,-1.758185977
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0815,R3,561997.6667,0.01339082,-1.873192825
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0812_15,R1,499355,0.01142236,-1.942244158
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0812_15,R2,425061.0333,0.010426363,-1.981867163
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0815,R1,626629,0.015227811,-1.817362519
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0815,R2,473161.6667,0.011872115,-1.925471893
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0815,R3,840129,0.020017906,-1.698581362
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0812_15,R1,451459.0667,0.010326777,-1.986035182
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0812_15,R2,529597.3667,0.012990545,-1.88637264
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0812_15,R3,600256.3,0.016307544,-1.787611439
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0815,R1,531537.1333,0.012916969,-1.888839399
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0815,R2,660053.6667,0.016561429,-1.780902198
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0815,R3,916975.3333,0.021848937,-1.660569685
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0812_15,R1,2198294.733,0.050284294,-1.298567642
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0812_15,R2,4270000,0.10473924,-0.979890582
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0812_15,R3,2227883.967,0.060526339,-1.218055597
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0815,R1,3370729.467,0.081912634,-1.086649111
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0815,R2,3817759,0.09579152,-1.018672936
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0815,R3,3486666.667,0.083077437,-1.080516908
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0812_15,R1,84685.73333,0.001937121,-2.712843308
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0812_15,R2,802792.6667,0.019691778,-1.70571506
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0815,R1,524365.8,0.012742697,-1.89473865
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0815,R2,461423,0.01157758,-1.936382207
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0815,R3,561267.3333,0.013373418,-1.873757572
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0812_15,R1,48226.06667,0.001103134,-2.957371719
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0812_15,R2,44383.4,0.001088685,-2.963097888
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0812_15,R3,152033.6333,0.004130394,-2.384008491
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0815,R1,257824.1333,0.006265425,-2.203049442
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0815,R2,436188.6667,0.010944425,-1.960807068
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0815,R3,322935.6667,0.007694647,-2.113811325
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0812_15,R1,652423.6333,0.014923687,-1.826123877
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0812_15,R2,638037.0333,0.015650472,-1.80547257
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0812_15,R3,583122.6333,0.015842063,-1.800188267
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0815,R1,942970.6667,0.02291528,-1.639874825
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0815,R2,772544.6667,0.019383944,-1.712557847
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0815,R3,709395.6667,0.016902899,-1.772038807
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0812_15,R1,7100546.667,0.162419521,-0.789361775
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0812_15,R2,5845907.333,0.143394822,-0.84346653
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0812_15,R3,5501826.333,0.14947161,-0.825441288
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0815,R1,5786666.667,0.140622708,-0.851944542
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0815,R2,5380000,0.134989761,-0.86969917
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0815,R3,6020000,0.143439629,-0.843330847
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0812_15,R1,463349.3667,0.010598759,-1.974744987
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0812_15,R2,127855.0667,0.003136169,-2.503600514
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0815,R1,192515.4667,0.004678349,-2.329907382
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0815,R2,258075.3333,0.006475377,-2.188734949
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0815,R3,533484.3333,0.012711428,-1.895805668
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0812_15,R1,1322981,0.030262169,-1.519099954
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0812_15,R2,375226.3667,0.009203964,-2.036025108
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0812_15,R3,468521.3,0.012728616,-1.895218826
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0815,R1,585987.1333,0.014240167,-1.846484928
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0815,R2,139437.3333,0.003498627,-2.456102377
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0815,R3,482496.4667,0.011496531,-1.939433201
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0812_15,R2,69805.06667,0.001712255,-2.76643151
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0812_15,R3,73597.6,0.001999473,-2.699084513
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0815,R1,197200.3333,0.004792197,-2.319465364
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0815,R2,255038,0.006399167,-2.193876552
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0815,R3,281752.6667,0.006713372,-2.173059303
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0812_15,R1,986552,0.022566615,-1.64653358
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0812_15,R2,451546.7333,0.011076033,-1.955615752
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0812_15,R3,191613.6,0.005205688,-2.283521835
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0815,R1,918705.6667,0.022325613,-1.651196613
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0815,R2,567120.3333,0.014229635,-1.846806227
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0815,R3,1121292,0.026717227,-1.573208614
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0812_15,R1,16396666.67,0.375061086,-0.425897993
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0812_15,R2,13613333.33,0.333922761,-0.476353978
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0812_15,R3,14453333.33,0.392662885,-0.405980147
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0815,R1,15146666.67,0.368081559,-0.434055941
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0815,R2,15266666.67,0.383056448,-0.416737222
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0815,R3,16126666.67,0.384253004,-0.415382729
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0812_15,R1,1041175,0.023816074,-1.62312983
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0812_15,R2,1040642,0.025526008,-1.593017107
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0812_15,R3,770461.3333,0.020931612,-1.679197317
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0815,R1,1200000,0.029161391,-1.535191762
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0815,R2,1017377,0.025527041,-1.592999531
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0815,R3,837057.3333,0.019944717,-1.700172132
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0812_15,R1,2984147.367,0.068260066,-1.165833295
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0812_15,R2,3136666.667,0.076939598,-1.113850088
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0812_15,R3,2930864.6,0.07962466,-1.09895241
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0815,R1,3850000,0.093559463,-1.028912279
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0815,R2,4166666.667,0.104545974,-0.980692687
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0815,R3,4490000,0.106984042,-0.970680997
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0812_15,R1,145383.0667,0.003325525,-2.478139736
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0812_15,R3,146373.6,0.003976625,-2.400485411
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0815,R1,694940.3333,0.016887856,-1.77242549
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0815,R2,738051,0.018518463,-1.732395073
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0815,R3,847875,0.020202471,-1.694595508
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0812_15,R1,3035293.4,0.069429992,-1.158452884
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0812_15,R2,4020000,0.098606966,-1.006092403
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0812_15,R3,2482889.6,0.067454239,-1.170990756
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0815,R1,4527564,0.110025054,-0.95850841
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0815,R2,3617641.667,0.090770369,-1.042055899
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0815,R3,4000062.133,0.095310204,-1.020860601
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0812_15,R1,696574.0333,0.015933593,-1.79768628
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0812_15,R2,424880.0667,0.010421924,-1.9820521
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0812_15,R3,209277.6,0.005685577,-2.245225419
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0815,R1,371566.6667,0.009029501,-2.044336262
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0815,R2,425550,0.010677489,-1.971530851
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0815,R3,237113.2667,0.005649741,-2.247971484
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0812_15,R1,26616017.33,0.608820839,-0.21551049
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0812_15,R2,30727098.33,0.753707946,-0.122796906
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0812_15,R3,25805247.33,0.701067542,-0.154240139
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0815,R1,23668808.33,0.575179481,-0.240196616
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0815,R2,21706779,0.544645524,-0.263886061
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0815,R3,27356422,0.651826416,-0.185868043
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0812_15,R1,5485219.333,0.125470156,-0.901459563
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0812_15,R2,6530363,0.160183901,-0.795381134
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0812_15,R3,4646450.333,0.126233067,-0.898826866
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0815,R1,6260837.667,0.152145613,-0.817740565
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0815,R2,5321898.333,0.133531931,-0.874414872
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0815,R3,7301659.667,0.173977966,-0.759505751
