orgId	locusId	sysName	geneName	desc	set8IT058 Adaptation in M9 media timecourse 1; day 2	set8IT059 Adaptation in M9 media timecourse 1; day 3	set8IT060 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT062 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT064 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT070 Adaptation in M9 media timecourse 2; day 3	set8IT073 48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.	set8IT080 Adaptation in M9 media timecourse 3; day 2	set8IT081 Adaptation in M9 media timecourse 3; day 3	"set8IT082 24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO."	"set8IT084 40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO."	"set8IT085 40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO."	set8IT089 Adaptation in M9 media timecourse 4; day 2	set8IT090 Adaptation in M9 media timecourse 4; day 3	set8IT092 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set8IT093 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT094 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set8IT095 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT096 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set9IT020 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay	set9IT022 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay	set9IT025 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay
Putida	PP_4353	PP_4353		Flagellar biosynthetic protein fliR	-0.043	0.052	0.074	-0.145	-0.205	-0.001	-0.595	0.418	0.219	-0.22	-0.8	-0.485	0.114	0.195	0.535	0.225	0.412	0.241	0.226	0.331	0.544	0.357
Putida	PP_4354	PP_4354		flagellar export apparatus subunit	-0.027	-0.359	-0.802	-0.322	-0.807	-0.075	-0.331	0.478	0.433	-0.444	-0.337	0.291	-0.186	0.074	0.538	0.869	0.74	0.332	0.739	0.049	0.338	0.39
Putida	PP_4355	PP_4355		flagellar export apparatus subunit	-0.004	-0.507	-0.816	-0.39	-0.367	-0.855	-1.192	-0.402	0.042	-1.328	-0.981	-0.679	0.287	-0.455	-0.389	0.623	-0.164	0.265	0.933	-0.337	-0.423	-0.666
Putida	PP_4356	PP_4356		Flagellar protein FliO	0.508	-0.876	-0.056	0.286	-0.065	-0.08	-0.783	0.601	-0.237	-0.386	-1.823	-0.191	0.019	-0.34	-0.198	0.396	0.425	-0.01	0.606	-0.457	-0.301	0.466
Putida	PP_4358	PP_4358		"flagellar synthesis, switching and energizing component"	-0.039	0.086	0.515	0.525	0.23	0.128	0.064	0.374	0.318	-0.106	0.065	0.375	-0.021	0.302	0.143	0.161	0.342	0.008	0.751	0.001	-0.012	-0.127
Putida	PP_4359	PP_4359		Flagellar protein FliL	-0.003	-0.054	-0.285	-0.021	0.202	-0.178	-0.249	0.015	0.066	-0.449	-0.019	0.316	0.211	0.165	0.234	0.108	0.3	-0.283	0.189	-0.104	-0.013	-0.082
Putida	PP_4361	PP_4361		Flagellar hook-length control protein FliK	-0.062	-0.261	-0.846	-0.25	-0.821	-0.07	-0.181	0.165	-0.059	-0.582	-1.049	-0.404	-0.188	-0.503	0.061	-0.232	-0.134	0.036	0.268	0.327	0.199	-0.426
Putida	PP_4362	PP_4362		conserved protein of unknown function	0.064	-0.038	-0.012	0.203	0.181	0.13	-0.038	0.268	0.027	0.349	0.261	0.044	0.162	0.088	0.201	0.501	-0.085	-0.353	-0.353	-0.482	-1.093	-0.228
Putida	PP_4363	PP_4363		Sensor histidine kinase/response regulator	0.175	0.503	0.039	0.13	0.48	0.328	-0.227	0.505	0.197	-0.098	-0.309	-0.614	0.633	0.611	0.261	0.132	0.046	0.261	0.177	-0.104	0.144	0.127
Putida	PP_4364	PP_4364		putative Anti-sigma F factor antagonist	-0.191	-0.103	-0.499	-0.562	0.123	0.494	0.879	0.149	0.113	-0.27	0.253	0.165	1.265	1.188	0.286	0.237	0.069	0.014	0.108	-0.961	-0.704	-0.633
Putida	PP_4365	PP_4365		Flagellar protein FliJ	0.229	0.063	0.411	0.171	0.007	0.006	-0.199	-0.044	0.568	0.051	-0.184	-0.322	-0.062	0.006	0.151	0.142	0.135	0.822	0.519	0.429	0.033	0.062
Putida	PP_4366	PP_4366		flagellum-specific ATP synthase	0.126	0.098	0.512	0.206	0.342	0.07	-0.116	0.128	0.262	0.095	-0.09	-0.066	-0.047	0.084	0.104	0.062	0.222	0.399	0.435	0.069	0.028	-0.218
Putida	PP_4367	PP_4367		Flagellar assembly protein FliH	-0.09	0.372	0.442	0.309	0.009	-0.114	0.368	-0.138	-0.179	-0.328	0.257	0.031	0.137	0.063	0.239	0.041	0.035	0.368	-0.186	0.33	0.155	0.733
Putida	PP_4368	PP_4368		flagellar motor switch protein	0.131	-0.094	0.313	0.906	0.176	-0.124	-0.036	0.222	0.22	-0.751	0.036	-0.264	0.15	-0.255	0.24	-0.044	-0.199	-0.086	0.065	0.062	0.014	0.392
Putida	PP_4369	PP_4369		Flagellar M-ring protein	-0.144	0.033	-0.035	0.145	0.466	0.332	0.018	0.099	0.098	-0.388	0.105	0.078	-0.108	-0.178	0.197	0.175	0.205	0.346	0.498	0.027	-0.144	0.258
Putida	PP_4370	PP_4370		Flagellar hook-basal body complex protein FliE	-0.011	-0.045	0.108	0.496	0.141	0.046	-0.172	0.507	0.235	-0.124	-0.172	0.07	0.263	-0.275	0.126	-0.063	0.308	0.064	0.479	-0.004	-0.674	-0.399
Putida	PP_4371	PP_4371		two component system AtoC DNA-binding transcriptional activator	0.133	-0.171	0.072	-0.071	-0.223	-0.265	-0.267	-0.171	-0.151	-0.065	-0.406	-0.303	0.075	0.056	-0.049	0.119	0.303	0.208	0.22	-0.034	-0.008	-0.109
Putida	PP_4372	PP_4372		Sensory box histidine kinase FleS	0.05	-0.077	0.102	0.381	-0.163	0.312	0.305	0.315	0.085	0.211	0.092	-0.075	-0.057	0.091	0.329	0.389	0.167	0.306	0.166	0.012	-0.121	0.272
Putida	PP_4373	PP_4373		Transcriptional regulator FleQ	0.546	0.599	0.864	0.794	0.785	0.352	0.297	0.211	0.557	0.443	0.095	0.133	-0.169	-0.05	0.806	0.463	0.781	0.579	0.736	0.437	0.438	0.126
Putida	PP_4375	PP_4375		"flagellar chaperone, inhibits premature FliC assembly"	-0.369	-0.136	-0.1	-0.41	-0.35	0.213	0.296	0.235	0.192	0.088	-0.077	-0.065	-0.12	-0.255	0.052	0.07	0.199	0.284	-0.018	0.695	0.716	1.211
Putida	PP_4376	PP_4376		flagellar filament capping protein	0.027	0.048	-0.14	-0.113	-0.159	0.227	-0.108	0.073	0.247	-0.074	-0.342	-0.367	-0.19	-0.078	0.226	-0.049	0.263	0.194	-0.163	0.005	0.123	0.03
Putida	PP_4377	PP_4377		putative Flagellin FlaG	-0.216	-0.364	-0.283	-0.23	-0.074	-0.188	-0.491	-0.056	-0.117	-0.033	-0.108	-0.127	-0.429	-0.28	-0.199	-0.139	-0.557	-0.366	-0.029	-0.118	0.246	0.506
Putida	PP_4378	PP_4378		"flagellin, filament structural protein"	-0.132	-0.025	-0.065	0.034	-0.012	0.274	0.061	-0.107	0.062	-0.27	-0.331	-0.044	-0.23	0.012	0.138	0.053	0.178	0.019	0.134	0.255	0.115	0.052
Putida	PP_4379	PP_4379		Beta-ketoacyl-acyl-carrier-protein synthase I	-0.136	-0.227	-1.221	-0.295	-0.413	0.348	0.36	0.126	0.272	0.505	0.285	-0.022	-0.431	-0.325	-0.394	-0.601	-0.868	-0.849	-0.942	-0.154	-0.056	0.026
Putida	PP_4380	PP_4380		Flagellar hook-associated protein FlgL	-0.189	0.066	0.018	-0.138	-0.117	0.116	0.023	0.14	0.177	-0.009	-0.016	-0.004	-0.12	-0.071	0.013	-0.057	0.019	-0.03	0.098	0.181	-0.043	0.243
Putida	PP_4381	PP_4381		Flagellar hook-associated protein FlgK	-0.066	0.038	0.121	0.086	0.121	0.143	-0.002	0.138	0.05	-0.153	-0.24	-0.067	-0.066	-0.043	0.22	0.163	0.161	0.161	0.294	0.311	0.206	0.227
Putida	PP_4382	PP_4382		Peptidoglycan hydrolase FlgJ	0.043	-0.043	0.032	0.134	0.051	-0.112	-0.6	-0.07	0.106	0.14	-0.413	-0.168	-0.006	-0.044	0.33	0.464	0.317	0.081	0.363	0.171	-0.074	0.026
Putida	PP_4383	PP_4383		Flagellar P-ring protein	0.039	-0.116	-0.179	0.037	0.151	0.229	0.67	0.125	0.151	-0.565	-0.616	-0.446	0.062	0.114	-0.528	0.281	0.18	0.06	0.027	0.384	-0.083	-0.27
Putida	PP_4384	PP_4384		Flagellar L-ring protein	0.045	0.129	0.083	0.325	0.035	0.048	0.065	0.055	0.091	-0.249	-0.382	-0.247	-0.224	0.081	0.309	0.161	0.204	-0.108	0.265	0.029	0.002	-0.171
Putida	PP_4385	PP_4385		flagellar basal-body rod protein FlgG	-0.079	-0.038	-0.043	-0.278	-1.001	0.006	-0.535	0.075	0.218	-0.493	-0.478	-0.852	-0.269	-0.215	0.093	-0.363	0.169	0.567	0.247	-0.22	0.238	-0.441
Putida	PP_4386	PP_4386		flagellar basal-body rod protein FlgF	-0.04	-0.129	-0.117	-0.142	-0.463	0.028	-0.631	0.32	-0.224	-0.459	-0.175	-0.314	0.27	-0.169	-0.192	-0.27	0.258	0.126	0.192	0.36	0.13	-0.517
Putida	PP_4387	PP_4387		conserved exported protein of unknown function	0.053	0.086	-0.835	-0.029	0.962	0.405	0.476	-0.052	0.067	-0.181	0.209	0.39	-0.534	-0.261	-0.324	-0.561	-1.053	-0.475	-0.12	-0.95	0.237	-0.334
Putida	PP_4388	PP_4388		Flagellar hook protein FlgE	0.09	-0.083	-0.024	-0.132	-0.287	-0.076	-0.557	0.103	0.114	-0.374	-0.541	-0.39	-0.26	-0.209	0.112	0.033	0.128	-0.031	0.18	0.242	0.116	0.006
Putida	PP_4389	PP_4389		Flagellar basal-body rod modification protein FlgD	0.082	-0.007	-0.148	0.017	-0.096	-0.337	-0.824	-0.006	-0.266	-0.696	-0.46	-0.553	-0.323	0.05	0.138	0.027	-0.093	0.075	0.203	0.3	0.266	0.572
Putida	PP_4390	PP_4390		flagellar basal-body rod protein FlgC	-0.102	-0.387	-0.317	-0.237	-0.684	-0.355	-1.286	0.01	-0.26	-0.776	-0.967	-0.589	-0.162	-0.486	0.164	0.042	-0.128	-0.017	0.083	0.455	0.056	-0.285
Putida	PP_4391	PP_4391		flagellar basal-body rod protein FlgB	-0.229	-0.323	-0.229	-0.411	-0.472	-0.141	-1.057	-0.101	-0.004	-1.051	-1.021	-0.678	-0.427	-0.296	0.089	-0.019	0.046	-0.329	0.131	0.638	0.424	0.449
Putida	PP_4392	PP_4392		chemotaxis protein methyltransferase	-0.099	-0.229	0.061	-0.312	-0.186	-0.05	-0.051	0.182	0.104	0.34	0.404	0.519	0.056	-0.31	-0.128	-0.243	-0.656	-0.153	-0.085	-0.017	0.066	-0.024
Putida	PP_4393	PP_4393		putative chemotaxis protein	0.081	0.176	-0.104	0.372	-0.156	-0.251	0.124	0.248	0.094	0.102	0.288	0.264	0.085	0.241	0.119	-0.003	-0.077	0.088	0.09	-0.023	0.007	-0.264
Putida	PP_4394	PP_4394		flagella basal body P-ring formation protein	0.105	-0.346	-0.394	-0.019	0.062	0.243	-0.471	0.168	0.628	-0.236	-0.138	-0.229	-0.225	-0.034	0.163	-0.307	-0.003	-0.09	-0.029	0.167	-0.001	-0.614
Putida	PP_4396	PP_4396		conserved protein of unknown function	-0.263	-0.14	-0.132	-0.02	-0.355	0.113	-0.731	0.055	0.31	0.678	-0.226	0.201	-1.358	-0.313	-0.792	-1.137	-0.335	-0.578	-0.524	0.638	0.545	0.111
Putida	PP_4397	PP_4397		Flagellar brake protein YcgR	-0.019	0.04	0.105	-0.048	0.156	-0.034	-0.031	-0.1	-0.234	0.03	-0.082	0.188	-0.022	-0.327	-0.223	0.007	0.021	-0.095	0.056	-0.02	-0.15	-0.183
Putida	PP_4398	PP_4398		Major facilitator family transporter	0.046	-0.003	-0.003	0.116	-0.259	0.104	0.142	0.112	0.09	0.094	0.187	0.167	-0.024	-0.077	-0.003	-0.015	-0.038	-0.085	-0.118	-0.012	-0.09	0.021
Putida	PP_4399	PP_4399		putative Glutamine synthetase	0.102	0.053	-0.302	0.428	-0.327	-0.094	-0.233	-0.103	-0.051	0.188	0.132	-0.16	0.099	0.155	0.341	0.228	0.206	0.257	0.332	0.022	0.007	-0.079
Putida	PP_4400	PP_4400		Bkd operon transcriptional regulator	-0.051	0.007	-0.012	0.085	-0.055	0.007	0.192	-0.042	-0.021	-0.076	-0.508	0.101	0.231	-0.054	-0.286	-0.267	0.249	-0.088	-0.059	0.347	0.008	0.446
Putida	PP_4401	PP_4401		"branched-chain alpha-keto acid dehydrogenase complex, alpha subunit"	-0.017	0.095	-0.493	-0.119	-0.386	0.025	-0.011	-0.074	-0.068	0.244	-0.142	-0.127	-0.019	0.115	0.072	0.186	-0.209	0.035	0.279	0.154	-0.112	-0.097
Putida	PP_4402	PP_4402		"branched-chain alpha-keto acid dehydrogenase complex, beta subunit"	0.022	-0.025	-0.015	0.138	-0.038	-0.309	-0.082	0.086	-0.048	0.029	0.162	-0.098	0.009	0.025	-0.167	-0.104	-0.105	-0.055	-0.1	-0.274	0.136	0.107
Putida	PP_4403	PP_4403		Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex	0.024	-0.081	-0.086	0.049	-0.263	-0.381	0.062	0.171	-0.133	0.223	0.068	-0.004	-0.053	-0.058	-0.094	-0.476	-0.343	-0.07	0.018	0.315	-0.076	0.226
Putida	PP_4404	PP_4404		dihydrolipoyl dehydrogenase component of branched-chain alpha-keto acid dehydrogenase complex	-0.113	0.325	0.508	0.366	0.06	-0.095	0.314	-0.024	0.162	0.113	0.198	0.453	0.021	0.138	0.24	0.152	0.489	0.045	0.004	0.131	0.038	-0.13
Putida	PP_4405	PP_4405		Sensory box protein	-0.018	0.207	-0.085	-0.04	-0.129	0.074	0.053	0.092	-0.15	0.259	-0.153	0.092	0.031	-0.169	0.03	0.103	-0.303	0.151	0.031	-0.258	-0.287	-0.157
Putida	PP_4406	PP_4406		conserved protein of unknown function	0.282	0.471	-0.541	-0.465	0.034	-0.163	0.651	0.038	0.072	-0.542	0.222	0.085	0.32	0.54	0.048	-0.418	0.768	0.208	0.266	-0.617	-0.432	-0.097
Putida	PP_4407	PP_4407		putative Gamma-aminobutyrate transporter	0.013	0.161	-0.35	0.116	-0.043	0.017	0.093	0.022	0.016	-0.011	-0.051	-0.071	0.015	-0.08	0.109	-0.075	-0.084	0.073	0.065	-0.058	-0.237	0.023
Putida	PP_4409	PP_4409		"Site-specific recombinase, phage integrase family"	-0.137	0.378	0.261	0.035	0.543	0.071	0.668	0.151	0.358	0.434	0.192	-0.004	0.047	-0.195	0.248	0.202	-0.04	0.144	-0.1	0.53	0.385	0.604
Putida	PP_4410	PP_4410		conserved protein of unknown function	-0.133	-0.151	0.04	0.012	0.031	0.17	0.45	0.155	-0.022	0.016	0.088	0.068	0.2	0.133	-0.233	0.055	0.296	-0.011	0.022	-0.136	-0.184	-0.198
Putida	PP_4411	PP_4411		conserved protein of unknown function	-0.044	0.053	-0.155	0.171	0.045	0.006	0.114	-0.152	-0.083	0.031	-0.197	-0.126	-0.051	0.013	-0.038	-0.032	-0.043	-0.001	-0.276	-0.068	-0.08	-0.003
Putida	PP_4412	PP_4412		conserved protein of unknown function	-0.04	0.167	0.042	-0.121	-0.038	-0.109	0.101	-0.016	0.044	0.268	-0.142	0.125	-0.114	-0.035	-0.113	-0.037	0.012	0.051	-0.061	0.063	-0.305	-0.288
Putida	PP_4413	PP_4413		conserved protein of unknown function	0.408	0.139	-0.194	0.257	-0.229	0.247	0.382	-0.09	0.044	0.145	-0.303	-0.084	0.036	-0.164	-0.487	-0.58	0.036	-0.493	-0.348	0.122	0.356	0.166
Putida	PP_4415	PP_4415		conserved protein of unknown function	-0.035	0.137	0.185	-0.045	-0.043	-0.081	0.221	0.166	0.125	0.195	0.055	0.186	0.133	0.206	-0.075	0.172	0.138	0.03	0.097	0.126	0	0.324
Putida	PP_4418	PP_4418		conserved protein of unknown function	-0.103	-0.071	-0.2	-0.914	0.114	0.266	-0.445	-0.115	-0.267	-0.065	-0.373	-0.239	-0.164	-0.022	-0.401	0.038	0.057	-0.022	-0.172	-0.162	-0.067	0.262
Putida	PP_4419	PP_4419		transposase	0.122	-0.087	0.65	0.371	-0.027	0.033	-0.533	0.647	-0.245	-0.896	-0.507	-0.238	0.408	-0.061	0.049	-0.781	-0.186	0.352	-0.155	-0.67	-0.358	0.056
Putida	PP_4420	PP_4420		transposase	-0.128	-0.034	0.076	0.142	0.263	0.154	0.127	-0.02	0.029	0.211	0.148	-0.026	-0.013	-0.103	-0.067	-0.102	-0.155	-0.016	0.113	-0.239	-0.159	-0.131
Putida	PP_4421	PP_4421		putative aminotransferase	0.023	-0.096	-0.216	0.025	-0.208	0.109	0.101	-0.047	-0.019	0.1	0.121	-0.046	0.044	-0.052	-0.056	-0.073	0.005	0.016	0.016	-0.121	0.012	0.066
Putida	PP_4422	PP_4422		succinate-semialdehyde dehydrogenase (NADP+)	0.087	0.042	-0.166	0.082	0.088	0.083	0.288	-0.007	-0.019	0.118	0.019	0.219	-0.091	-0.018	-0.309	0.027	-0.129	-0.073	-0.14	0.041	0.042	-0.037
Putida	PP_4423	PP_4423		conserved protein of unknown function	-0.096	0.099	0.007	0.075	0.019	-0.23	0.146	0.314	-0.003	0.493	0.349	0.535	0.303	0.349	0.346	-0.026	0.625	0.144	0.39	0.265	-0.159	-0.251
Putida	PP_4424	PP_4424		Uncharacterized HTH-type transcriptional regulator y4tD	-0.17	-0.478	0.551	0.023	0.321	0.202	-0.941	0.31	0.153	-0.3	-0.852	-0.926	0.06	-0.021	-0.065	-0.159	-0.429	-1.736	0.344	-0.248	0.177	-0.018
Putida	PP_4425	PP_4425		putative amino-acid ABC transporter ATP-binding protein y4tH	-0.016	0.136	0.1	-0.169	0.024	-0.175	0.209	0.139	-0.085	0.206	0.123	-0.029	0.1	0.198	0.132	0.108	0.139	-0.065	0.095	0.048	-0.324	0.12
Putida	PP_4426	PP_4426		"Amino acid ABC transporter, permease protein"	-0.079	-0.035	0.34	-0.357	-0.244	-0.413	-0.037	-0.245	0.103	-0.199	0.194	-0.008	0.159	-0.228	-0.207	-0.057	-0.388	-0.62	0.277	-0.522	-0.644	-0.397
Putida	PP_4427	PP_4427		"Amino acid ABC transporter, permease protein"	-0.093	-0.111	-0.225	-0.481	0.007	0.2	0.442	0.052	-0.069	0.209	-0.699	0.116	0.223	0.011	0.078	-0.004	-0.081	0.033	0.338	0.026	-0.348	-0.011
Putida	PP_4428	PP_4428		"Amino acid ABC transporter, periplasmic amino acid-binding protein"	0.052	0.027	-0.237	-0.13	0.149	-0.078	0.02	-0.12	-0.126	0.002	-0.158	0.039	0.03	-0.206	-0.069	-0.161	-0.021	0.015	0.153	0.103	-0.058	0.126
Putida	PP_4429	PP_4429		"Transcriptional regulator, GntR family"	-0.043	-0.005	-0.011	0.155	0.036	0.095	0.027	0.002	-0.008	0.065	-0.052	0.108	0.166	0.127	0.04	0.062	0.029	0.059	0.07	-0.088	-0.01	0.047
Putida	PP_4430	PP_4430		putative threonine dehydratase	-0.054	-0.049	0.044	0.032	-0.07	-0.003	-0.14	-0.027	-0.078	0.119	0.084	0.079	0.089	0.055	-0.03	-0.014	-0.071	-0.086	-0.027	-0.112	0.02	-0.135
Putida	PP_4431	PP_4431		Ornithine cyclodeaminase 1	-0.054	0.063	-0.079	-0.04	0.039	0.001	0.003	-0.054	0.031	0.224	0.008	-0.247	-0.03	-0.087	-0.152	-0.103	-0.074	-0.147	-0.146	0.072	0.007	0.128
Putida	PP_4432	PP_4432		putative Xaa-Pro aminopeptidase	0.01	0.015	0.02	0.014	-0.072	-0.096	0.182	0.009	-0.011	-0.102	0.011	-0.003	0.031	0.046	0.007	-0.092	-0.121	0.075	0.06	-0.094	-0.048	0.045
Putida	PP_4433	PP_4433		Amino acid MFS transporter	-0.078	-0.056	-0.027	-0.004	-0.006	-0.058	-0.132	-0.081	-0.096	0.199	-0.05	-0.023	-0.114	-0.219	0.259	0.124	-0.078	-0.028	-0.087	0.219	0.326	0.159
Putida	PP_4434	PP_4434		D-amino acid dehydrogenase 1 small subunit	0.109	-0.038	-0.076	0.087	0.016	-0.05	0.066	-0.036	-0.053	0.073	0.054	0.182	-0.102	0.064	-0.031	-0.008	-0.141	-0.085	-0.15	-0.014	-0.059	0.176
Putida	PP_4435	PP_4435		conserved protein of unknown function	0.305	0.404	0.15	0.463	0.023	-0.164	0.528	-0.346	0.136	-0.072	-0.246	-0.226	-0.313	-0.031	0.084	-0.134	-0.298	-0.327	-0.364	0.462	0.102	0.245
Putida	PP_4444	PP_4444		transposase	0.067	0.031	-0.36	-0.049	0.206	0.2	0.416	-0.368	-0.397	-0.597	-0.768	0.273	-0.225	-0.145	-0.303	-0.195	-0.23	-0.133	-0.169	0.173	0.049	0.264
Putida	PP_4445	PP_4445		transposase	-0.068	-0.001	-0.009	-0.124	-0.128	-0.028	-0.113	-0.199	-0.345	-0.202	-0.166	0.079	0.068	0.057	-0.21	-0.069	-0.109	-0.106	-0.048	-0.159	0.017	-0.018
Putida	PP_4446	PP_4446		putative Group II intron-encoding maturase	0.017	-0.038	0.023	-0.105	-0.026	0.021	0.128	-0.086	-0.174	-0.089	-0.123	-0.054	-0.142	-0.068	-0.121	-0.272	-0.215	-0.224	-0.065	-0.127	0.021	-0.17
Putida	PP_4447	PP_4447		conserved protein of unknown function	-0.038	0.021	-0.693	-0.04	-0.408	0.153	-0.082	-0.023	-0.277	-0.298	-0.062	0.145	-0.022	-0.221	-0.231	0.291	-0.145	0.013	-0.137	0.075	0.085	-0.174
Putida	PP_4448	PP_4448		conserved protein of unknown function	-0.061	0.096	-0.326	-0.298	-0.057	-0.141	0.068	-0.055	-0.068	-0.801	0.166	-0.154	-0.067	-0.11	-0.084	-0.01	-0.045	-0.031	-0.129	0.078	0.076	0.058
Putida	PP_4449	PP_4449		conserved protein of unknown function	-0.255	-0.219	-0.006	0.454	-0.021	0.242	-0.073	-0.235	0.044	-0.332	-0.223	-0.594	-0.361	0.087	-0.015	-0.32	0.285	0.311	0.071	0.42	0.234	-0.091
Putida	PP_4450	PP_4450		Phosphoglycerate mutase family protein	-0.088	0.104	0.126	0.099	0.098	-0.168	-0.163	-0.129	-0.165	0.016	-0.148	-0.079	0.185	0.099	0.176	0.237	0.105	-0.1	0.133	-0.211	-0.035	-0.168
Putida	PP_4451	PP_4451		conserved protein of unknown function	0.14	-0.245	-0.469	-0.317	0.423	-0.011	-0.048	0.134	-0.036	-0.303	0.201	-0.237	0.119	0.074	0.019	-0.199	-0.011	-0.31	-0.208	-0.476	0.11	0.105
Putida	PP_4452	PP_4452		NAD/NADP octopine/nopaline dehydrogenase family protein	0.015	-0.518	0.069	-0.205	-0.184	-0.094	-0.14	0.034	0.123	0.444	0.383	-0.052	0.108	0.086	-0.025	0.396	-0.095	0.863	0.083	-0.085	-0.008	0.009
Putida	PP_4453	PP_4453		glutathione ABC transporter ATP-binding subunit	0.025	-0.094	0.019	-0.146	0.027	-0.011	-0.019	-0.047	-0.062	0.121	0.012	0.036	0.016	0.042	-0.133	0.037	-0.026	0.002	-0.076	0.15	0.128	0.212
Putida	PP_4454	PP_4454		"putative Opine ABC transporter, permease protein"	0.035	0.026	0.261	0.089	-0.07	-0.05	0.026	-0.256	-0.016	-0.06	0.019	-0.117	-0.14	-0.08	0.15	-0.023	0.096	-0.132	-0.014	-0.113	-0.011	0.107
Putida	PP_4455	PP_4455		glutathione ABC transporter permease subunit	0.088	-0.005	-0.033	0.041	-0.143	-0.153	-0.082	-0.096	-0.007	-0.024	-0.038	0.048	0.005	0.047	-0.053	-0.136	-0.099	-0.009	0.065	-0.037	-0.018	0.073
Putida	PP_4456	PP_4456		opine oxidase subunit A	-0.081	0.045	0.225	-0.07	-0.046	-0.006	0.069	-0.049	-0.111	-0.059	-0.08	0.002	-0.01	0.042	-0.065	-0.057	-0.255	-0.135	-0.012	0.072	0.045	0.247
Putida	PP_4457	PP_4457		opine oxidase subunit B	-0.176	-0.014	-0.213	-0.071	-0.361	-0.086	-0.064	0.057	-0.072	0.159	0.024	0.085	-0.137	-0.072	-0.029	-0.207	-0.165	-0.158	0.076	0.001	-0.136	-0.143
Putida	PP_4458	PP_4458		"putative Opine ABC transporter, periplasmic binding protein"	0.042	0.037	0.022	-0.117	-0.193	0.02	-0.049	-0.066	-0.002	-0.316	0.009	-0.078	-0.024	0.018	0.071	-0.06	-0.076	-0.019	-0.084	0.018	-0.117	0.042
Putida	PP_4459	PP_4459		transposase	-0.087	-0.103	-0.085	-0.258	-0.478	-0.238	-0.005	0.298	-0.113	-0.01	0.004	0.05	0.054	0.034	0.055	0.038	0.035	0.088	-0.079	0.149	0.029	-0.061
Putida	PP_4460	PP_4460		"Transcriptional regulator, LysR family"	0.092	0.296	0.011	-0.376	-0.004	-0.299	-0.277	0.229	-0.013	-0.042	0.153	0.024	0.313	-0.003	0.144	0.26	0.15	-0.051	0.071	-0.037	-0.136	0.021
Putida	PP_4461	PP_4461		Major facilitator family transporter	-0.011	0.178	-0.141	-0.637	0.062	-0.084	0.278	-0.095	0.12	-0.006	0.017	0.128	0.241	0.289	0.469	-0.018	0.058	0.45	0.085	0.022	0.029	0.433
Putida	PP_4462	PP_4462		putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase	0.186	-0.153	-0.046	-0.045	-0.305	-0.091	0.207	-0.077	-0.079	-0.071	0.148	-0.059	0.287	-0.157	0.011	0.005	-0.25	0.192	-0.214	0.046	0.176	0.066
Putida	PP_4463	PP_4463		Carbon-nitrogen hydrolase family protein	-0.104	0.054	0.309	-0.051	0.135	-0.019	-0.135	-0.012	0.029	-0.005	0.004	0.023	0.175	0.047	0.039	-0.203	-0.113	0.115	-0.242	-0.209	0.137	-0.073
Putida	PP_4464	PP_4464		"Transcriptional regulator, LysR family"	-0.168	0.126	0.092	-0.359	-0.333	0.073	0.118	-0.05	0.143	-0.181	0.085	-0.05	0.383	0.202	0.38	0.486	-0.284	-0.207	0.274	-0.183	-0.201	0.011
Putida	PP_4465	PP_4465		putative Porin	0.094	0.006	0.091	0.075	0.074	-0.227	0.065	0.182	0.12	0.073	0.164	0.046	0.052	-0.021	0.1	0.065	-0.055	0.022	-0.119	-0.039	0.108	0.05
