Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",PP_0815,R1,0
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",PP_0815,R2,0
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",PP_0815,R3,13699.2
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,PP_0815,R1,836620.5
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,PP_0815,R2,1035946.4
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,PP_0815,R3,984779.6
Q88LY6,Q88LY6_PSEPK,Pp_1790,Acylneuraminate cytidylyltransferase,PP_0815,R1,181651
Q88LY6,Q88LY6_PSEPK,Pp_1790,Acylneuraminate cytidylyltransferase,PP_0815,R2,229670
Q88LY6,Q88LY6_PSEPK,Pp_1790,Acylneuraminate cytidylyltransferase,PP_0815,R3,351171
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",PP_0815,R1,175526.4
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",PP_0815,R2,297968.5
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",PP_0815,R3,372384
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0815,R1,1106189.1
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0815,R2,1931857.4
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0815,R3,1116373.1
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0815,R1,2531821.2
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0815,R2,2482659.3
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0815,R3,2791413.6
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0815,R1,2240205.6
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0815,R2,2197347.9
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0815,R3,2422868.6
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0815,R1,4679189
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0815,R2,264685.8
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0815,R3,3915327.4
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0815,R1,1655140.7
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0815,R2,1872883.6
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0815,R3,1466660
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0815,R1,250374.6
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0815,R2,291194.5
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0815,R3,349815.9
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0815,R1,1380849.9
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0815,R2,1381858.1
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0815,R3,1633402.95
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0815,R1,90351.6
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0815,R2,142238.9
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0815,R3,115481.5
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0815,R1,920010.3
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0815,R2,874716.1
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0815,R3,898050.9
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0815,R1,1738798.8
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0815,R2,1936199.335
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0815,R3,2015521.3
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0815,R1,30184309.5
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0815,R2,30609450.3
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0815,R3,30153535.9
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0815,R1,1080479.4
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0815,R2,1167478.1
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0815,R3,1289344.9
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0815,R1,1895906.3
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0815,R2,1989095.4
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0815,R3,2235082.6
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0815,R1,1345081.3
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0815,R2,1268926.9
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0815,R3,1142606.2
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0815,R1,2254320.6
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0815,R2,2240041.3
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0815,R3,1955171.4
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0815,R1,2275138.3
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0815,R2,2472670.3
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0815,R3,2297384.8
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,PP_0815,R1,86504.6
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,PP_0815,R2,112876
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,PP_0815,R3,50414.7
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0815,R1,274835.1
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0815,R2,311603
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0815,R3,293937.1
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0815,R1,443931.7
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0815,R2,877857.2
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0815,R3,758242.2
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0815,R1,613628
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0815,R2,497857.8
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0815,R3,595061
Q88M16,Q88M16_PSEPK,Pp_1759,DSBA-like thioredoxin domain-containing protein,PP_0815,R1,125658.4
Q88M16,Q88M16_PSEPK,Pp_1759,DSBA-like thioredoxin domain-containing protein,PP_0815,R2,106433.5
Q88M16,Q88M16_PSEPK,Pp_1759,DSBA-like thioredoxin domain-containing protein,PP_0815,R3,108704.3
Q88M17,TRHO_PSEPK,Trho,tRNA uridine(34) hydroxylase,PP_0815,R1,0
Q88M17,TRHO_PSEPK,Trho,tRNA uridine(34) hydroxylase,PP_0815,R2,0
Q88M17,TRHO_PSEPK,Trho,tRNA uridine(34) hydroxylase,PP_0815,R3,6849.6
Q88M18,Q88M18_PSEPK,Bola,DNA-binding transcriptional dual regulator,PP_0815,R1,36138.8
Q88M18,Q88M18_PSEPK,Bola,DNA-binding transcriptional dual regulator,PP_0815,R2,42539.5
Q88M18,Q88M18_PSEPK,Bola,DNA-binding transcriptional dual regulator,PP_0815,R3,36124.4
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0815,R1,912599.8
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0815,R2,972207.1
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0815,R3,589244.8
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0815,R1,495167.3
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0815,R2,423402.3
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0815,R3,578901.2
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0815,R1,507354.8
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0815,R2,650414.9
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0815,R3,622159.8
Q88M32,Q88M32_PSEPK,Actp-i,Acetate permease,PP_0815,R1,22123.6
Q88M32,Q88M32_PSEPK,Actp-i,Acetate permease,PP_0815,R2,57583.9
Q88M32,Q88M32_PSEPK,Actp-i,Acetate permease,PP_0815,R3,43943.2
Q88M34,Q88M34_PSEPK,Betx,Choline / betaine / carnitine ABC transporter-substrate binding protein BetX,PP_0815,R1,327811.3
Q88M34,Q88M34_PSEPK,Betx,Choline / betaine / carnitine ABC transporter-substrate binding protein BetX,PP_0815,R2,155591.9
Q88M34,Q88M34_PSEPK,Betx,Choline / betaine / carnitine ABC transporter-substrate binding protein BetX,PP_0815,R3,580782.5
Q88M37,Q88M37_PSEPK,Pp_1738,Serine/threonine protein kinase,PP_0815,R1,93871.8
Q88M37,Q88M37_PSEPK,Pp_1738,Serine/threonine protein kinase,PP_0815,R2,0
Q88M37,Q88M37_PSEPK,Pp_1738,Serine/threonine protein kinase,PP_0815,R3,10274.4
Q88M41,MINC_PSEPK,Minc,Probable septum site-determining protein MinC,PP_0815,R1,56250.4
Q88M41,MINC_PSEPK,Minc,Probable septum site-determining protein MinC,PP_0815,R2,60406.6
Q88M41,MINC_PSEPK,Minc,Probable septum site-determining protein MinC,PP_0815,R3,95096.5
Q88M42,Q88M42_PSEPK,Mind,Septum site-determining protein MinD,PP_0815,R1,1868387.8
Q88M42,Q88M42_PSEPK,Mind,Septum site-determining protein MinD,PP_0815,R2,2019547.5
Q88M42,Q88M42_PSEPK,Mind,Septum site-determining protein MinD,PP_0815,R3,1815174.4
Q88M43,MINE_PSEPK,Mine,Cell division topological specificity factor,PP_0815,R1,514785
Q88M43,MINE_PSEPK,Mine,Cell division topological specificity factor,PP_0815,R2,489697.1
Q88M43,MINE_PSEPK,Mine,Cell division topological specificity factor,PP_0815,R3,500002.7
Q88M44,APEB_PSEPK,Apeb,Probable M18 family aminopeptidase 2,PP_0815,R1,297211.1
Q88M44,APEB_PSEPK,Apeb,Probable M18 family aminopeptidase 2,PP_0815,R2,287077
Q88M44,APEB_PSEPK,Apeb,Probable M18 family aminopeptidase 2,PP_0815,R3,233777.56
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",PP_0815,R1,685911.9
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",PP_0815,R2,610733.2
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",PP_0815,R3,811419.2
Q88M52,Q88M52_PSEPK,Pp_1722,"ABC transporter, ATP-binding protein",PP_0815,R1,0
Q88M52,Q88M52_PSEPK,Pp_1722,"ABC transporter, ATP-binding protein",PP_0815,R2,37513.7
Q88M52,Q88M52_PSEPK,Pp_1722,"ABC transporter, ATP-binding protein",PP_0815,R3,45182.6
Q88M53,Q88M53_PSEPK,Pp_1721,Phosphoserine phosphatase,PP_0815,R1,35627.8
Q88M53,Q88M53_PSEPK,Pp_1721,Phosphoserine phosphatase,PP_0815,R2,44230.8
Q88M53,Q88M53_PSEPK,Pp_1721,Phosphoserine phosphatase,PP_0815,R3,45145.2
Q88M54,Q88M54_PSEPK,Pp_1720,"Alcohol dehydrogenase, zinc-containing",PP_0815,R1,459952.9
Q88M54,Q88M54_PSEPK,Pp_1720,"Alcohol dehydrogenase, zinc-containing",PP_0815,R2,646799.7
Q88M54,Q88M54_PSEPK,Pp_1720,"Alcohol dehydrogenase, zinc-containing",PP_0815,R3,707674.2
Q88M55,Q88M55_PSEPK,Prc,Tail-specific protease prc,PP_0815,R1,3459497
Q88M55,Q88M55_PSEPK,Prc,Tail-specific protease prc,PP_0815,R2,3412776.2
Q88M55,Q88M55_PSEPK,Prc,Tail-specific protease prc,PP_0815,R3,4013995.75
Q88M58,Q88M58_PSEPK,Pp_1716,"Transcriptional regulator, Cro/CI family",PP_0815,R1,0
Q88M58,Q88M58_PSEPK,Pp_1716,"Transcriptional regulator, Cro/CI family",PP_0815,R2,78652
Q88M58,Q88M58_PSEPK,Pp_1716,"Transcriptional regulator, Cro/CI family",PP_0815,R3,3424.8
Q88M59,Q88M59_PSEPK,Pp_1715,DUF1232 domain-containing protein,PP_0815,R1,0
Q88M59,Q88M59_PSEPK,Pp_1715,DUF1232 domain-containing protein,PP_0815,R2,0
Q88M59,Q88M59_PSEPK,Pp_1715,DUF1232 domain-containing protein,PP_0815,R3,3424.8
Q88M60,Q88M60_PSEPK,Fklb-ii,Peptidyl-prolyl cis-trans isomerase,PP_0815,R1,2293534.5
Q88M60,Q88M60_PSEPK,Fklb-ii,Peptidyl-prolyl cis-trans isomerase,PP_0815,R2,2157499.4
Q88M60,Q88M60_PSEPK,Fklb-ii,Peptidyl-prolyl cis-trans isomerase,PP_0815,R3,2555757.5
Q88M72,RDGC_PSEPK,Rdgc,Recombination-associated protein RdgC,PP_0815,R1,1747827.6
Q88M72,RDGC_PSEPK,Rdgc,Recombination-associated protein RdgC,PP_0815,R2,1586841.4
Q88M72,RDGC_PSEPK,Rdgc,Recombination-associated protein RdgC,PP_0815,R3,1442543.7
Q88M79,Q88M79_PSEPK,Pp_1695,histidine kinase,PP_0815,R1,125967
Q88M79,Q88M79_PSEPK,Pp_1695,histidine kinase,PP_0815,R2,6503.45
Q88M79,Q88M79_PSEPK,Pp_1695,histidine kinase,PP_0815,R3,86769.6
Q88M80,Q88M80_PSEPK,Rmuc,DNA recombination limiting inversions protein,PP_0815,R1,0
Q88M80,Q88M80_PSEPK,Rmuc,DNA recombination limiting inversions protein,PP_0815,R2,0
Q88M80,Q88M80_PSEPK,Rmuc,DNA recombination limiting inversions protein,PP_0815,R3,3424.8
Q88M85,Q88M85_PSEPK,Pp_1689,Long-chain fatty acid transporter,PP_0815,R1,0
Q88M85,Q88M85_PSEPK,Pp_1689,Long-chain fatty acid transporter,PP_0815,R2,0
Q88M85,Q88M85_PSEPK,Pp_1689,Long-chain fatty acid transporter,PP_0815,R3,10274.4
Q88M88,Q88M88_PSEPK,Pp_1686,Glutathione peroxidase,PP_0815,R1,178100
Q88M88,Q88M88_PSEPK,Pp_1686,Glutathione peroxidase,PP_0815,R2,179838
Q88M88,Q88M88_PSEPK,Pp_1686,Glutathione peroxidase,PP_0815,R3,187966.4
Q88MA6,Q88MA6_PSEPK,Hda,Regulator of DnaA that prevents premature reinitiation of DNA replication,PP_0815,R1,87680.6
Q88MA6,Q88MA6_PSEPK,Hda,Regulator of DnaA that prevents premature reinitiation of DNA replication,PP_0815,R2,164125.5
Q88MA6,Q88MA6_PSEPK,Hda,Regulator of DnaA that prevents premature reinitiation of DNA replication,PP_0815,R3,60780.2
Q88MA8,Q88MA8_PSEPK,Pp_1666,DUF2066 domain-containing protein,PP_0815,R1,256630.1
Q88MA8,Q88MA8_PSEPK,Pp_1666,DUF2066 domain-containing protein,PP_0815,R2,294341
Q88MA8,Q88MA8_PSEPK,Pp_1666,DUF2066 domain-containing protein,PP_0815,R3,340147.7
Q88MA9,PUR5_PSEPK,Purm,Phosphoribosylformylglycinamidine cyclo-ligase,PP_0815,R1,1965673.4
Q88MA9,PUR5_PSEPK,Purm,Phosphoribosylformylglycinamidine cyclo-ligase,PP_0815,R2,2066431.84
Q88MA9,PUR5_PSEPK,Purm,Phosphoribosylformylglycinamidine cyclo-ligase,PP_0815,R3,2179991.53
Q88MB0,Q88MB0_PSEPK,Purn,Phosphoribosylglycinamide formyltransferase,PP_0815,R1,33925.3
Q88MB0,Q88MB0_PSEPK,Purn,Phosphoribosylglycinamide formyltransferase,PP_0815,R2,85534.7
Q88MB0,Q88MB0_PSEPK,Purn,Phosphoribosylglycinamide formyltransferase,PP_0815,R3,55926.9
Q88MB1,Q88MB1_PSEPK,Pp_1663,Dehydrogenase,PP_0815,R1,446955
Q88MB1,Q88MB1_PSEPK,Pp_1663,Dehydrogenase,PP_0815,R2,531596
Q88MB1,Q88MB1_PSEPK,Pp_1663,Dehydrogenase,PP_0815,R3,551173.5
Q88MB6,Q88MB6_PSEPK,Pp_1658,Nucleoprotein/polynucleotide-associated enzyme,PP_0815,R1,263514
Q88MB6,Q88MB6_PSEPK,Pp_1658,Nucleoprotein/polynucleotide-associated enzyme,PP_0815,R2,260037.1
Q88MB6,Q88MB6_PSEPK,Pp_1658,Nucleoprotein/polynucleotide-associated enzyme,PP_0815,R3,257009.2
Q88MB7,Q88MB7_PSEPK,Mazg,Modified nucleoside triphosphate pyrophosphohydrolase,PP_0815,R1,105180.6
Q88MB7,Q88MB7_PSEPK,Mazg,Modified nucleoside triphosphate pyrophosphohydrolase,PP_0815,R2,94549.3
Q88MB7,Q88MB7_PSEPK,Mazg,Modified nucleoside triphosphate pyrophosphohydrolase,PP_0815,R3,101194.9
Q88MB8,Q88MB8_PSEPK,Rela,GTP pyrophosphokinase,PP_0815,R1,2556190.6
Q88MB8,Q88MB8_PSEPK,Rela,GTP pyrophosphokinase,PP_0815,R2,2440531.1
Q88MB8,Q88MB8_PSEPK,Rela,GTP pyrophosphokinase,PP_0815,R3,2458598.4
Q88MB9,RLMD_PSEPK,Rlmd,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,PP_0815,R1,0
Q88MB9,RLMD_PSEPK,Rlmd,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,PP_0815,R2,0
Q88MB9,RLMD_PSEPK,Rlmd,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,PP_0815,R3,6849.6
Q88MC0,Q88MC0_PSEPK,Cysm,Cysteine synthase,PP_0815,R1,382137.2
Q88MC0,Q88MC0_PSEPK,Cysm,Cysteine synthase,PP_0815,R2,348909.1
Q88MC0,Q88MC0_PSEPK,Cysm,Cysteine synthase,PP_0815,R3,302567
Q88MC5,Q88MC5_PSEPK,Pp_1648,Uncharacterized protein,PP_0815,R1,25903.4
Q88MC5,Q88MC5_PSEPK,Pp_1648,Uncharacterized protein,PP_0815,R2,38148.8
Q88MC5,Q88MC5_PSEPK,Pp_1648,Uncharacterized protein,PP_0815,R3,57675.7
Q88MC7,Q88MC7_PSEPK,Pp_1646,Thioredoxin,PP_0815,R1,335718.7
Q88MC7,Q88MC7_PSEPK,Pp_1646,Thioredoxin,PP_0815,R2,294860.5
Q88MC7,Q88MC7_PSEPK,Pp_1646,Thioredoxin,PP_0815,R3,294597.2
Q88MC9,Q88MC9_PSEPK,Pp_1644,NAD(P)H dehydrogenase (Quinone),PP_0815,R1,191048.6
Q88MC9,Q88MC9_PSEPK,Pp_1644,NAD(P)H dehydrogenase (Quinone),PP_0815,R2,224319.9
Q88MC9,Q88MC9_PSEPK,Pp_1644,NAD(P)H dehydrogenase (Quinone),PP_0815,R3,92850.1
Q88MD0,Q88MD0_PSEPK,Pp_1643,DUF2069 domain-containing protein,PP_0815,R1,33578.7
Q88MD0,Q88MD0_PSEPK,Pp_1643,DUF2069 domain-containing protein,PP_0815,R2,42285.9
Q88MD0,Q88MD0_PSEPK,Pp_1643,DUF2069 domain-containing protein,PP_0815,R3,55101.1
Q88MD2,TTCA_PSEPK,Ttca,tRNA-cytidine(32) 2-sulfurtransferase,PP_0815,R1,30488.4
Q88MD2,TTCA_PSEPK,Ttca,tRNA-cytidine(32) 2-sulfurtransferase,PP_0815,R2,28879.3
Q88MD2,TTCA_PSEPK,Ttca,tRNA-cytidine(32) 2-sulfurtransferase,PP_0815,R3,49308.1
Q88MD5,Q88MD5_PSEPK,Fpr-i,ferredoxin--NADP(+) reductase,PP_0815,R1,2177896.7
Q88MD5,Q88MD5_PSEPK,Fpr-i,ferredoxin--NADP(+) reductase,PP_0815,R2,2062592.6
Q88MD5,Q88MD5_PSEPK,Fpr-i,ferredoxin--NADP(+) reductase,PP_0815,R3,2105294.8
Q88MD7,Q88MD7_PSEPK,Dgka-i,Diacylglycerol kinase,PP_0815,R1,0
Q88MD7,Q88MD7_PSEPK,Dgka-i,Diacylglycerol kinase,PP_0815,R2,0
Q88MD7,Q88MD7_PSEPK,Dgka-i,Diacylglycerol kinase,PP_0815,R3,3424.8
Q88MD8,Q88MD8_PSEPK,Pp_1635,DNA-binding response regulator,PP_0815,R1,576879.8
Q88MD8,Q88MD8_PSEPK,Pp_1635,DNA-binding response regulator,PP_0815,R2,425221.9
Q88MD8,Q88MD8_PSEPK,Pp_1635,DNA-binding response regulator,PP_0815,R3,591541
Q88ME0,Q88ME0_PSEPK,Pp_1633,Quorum-sensing-regulated virulence factor,PP_0815,R1,46587.6
Q88ME0,Q88ME0_PSEPK,Pp_1633,Quorum-sensing-regulated virulence factor,PP_0815,R2,29861.9
Q88ME0,Q88ME0_PSEPK,Pp_1633,Quorum-sensing-regulated virulence factor,PP_0815,R3,58904.1
Q88ME2,Q88ME2_PSEPK,Pp_1631,AMP nucleosidase,PP_0815,R1,0
Q88ME2,Q88ME2_PSEPK,Pp_1631,AMP nucleosidase,PP_0815,R2,0
Q88ME2,Q88ME2_PSEPK,Pp_1631,AMP nucleosidase,PP_0815,R3,6849.6
Q88ME4,RECA_PSEPK,Reca,Protein RecA,PP_0815,R1,3460378.8
Q88ME4,RECA_PSEPK,Reca,Protein RecA,PP_0815,R2,3598929.6
Q88ME4,RECA_PSEPK,Reca,Protein RecA,PP_0815,R3,3484791.8
Q88ME5,Q88ME5_PSEPK,Pncc,Nicotinamide-nucleotide amidohydrolase PncC,PP_0815,R1,232009.6
Q88ME5,Q88ME5_PSEPK,Pncc,Nicotinamide-nucleotide amidohydrolase PncC,PP_0815,R2,156129.3
Q88ME5,Q88ME5_PSEPK,Pncc,Nicotinamide-nucleotide amidohydrolase PncC,PP_0815,R3,190294.3
Q88ME7,MUTS_PSEPK,Muts,DNA mismatch repair protein MutS,PP_0815,R1,1414099.6
Q88ME7,MUTS_PSEPK,Muts,DNA mismatch repair protein MutS,PP_0815,R2,529244.8
Q88ME7,MUTS_PSEPK,Muts,DNA mismatch repair protein MutS,PP_0815,R3,1580159.3
Q88ME8,Q88ME8_PSEPK,Rpos,RNA polymerase sigma factor RpoS,PP_0815,R1,43077.7
Q88ME8,Q88ME8_PSEPK,Rpos,RNA polymerase sigma factor RpoS,PP_0815,R2,78149.4
Q88ME8,Q88ME8_PSEPK,Rpos,RNA polymerase sigma factor RpoS,PP_0815,R3,66234.4
Q88ME9,Q88ME9_PSEPK,Pp_1622,"Metallopeptidase, M23B subfamily",PP_0815,R1,12776.9
Q88ME9,Q88ME9_PSEPK,Pp_1622,"Metallopeptidase, M23B subfamily",PP_0815,R2,0
Q88ME9,Q88ME9_PSEPK,Pp_1622,"Metallopeptidase, M23B subfamily",PP_0815,R3,16426.4
Q88MF0,PIMT_PSEPK,Pcm,Protein-L-isoaspartate O-methyltransferase,PP_0815,R1,0
Q88MF0,PIMT_PSEPK,Pcm,Protein-L-isoaspartate O-methyltransferase,PP_0815,R2,0
Q88MF0,PIMT_PSEPK,Pcm,Protein-L-isoaspartate O-methyltransferase,PP_0815,R3,40126.4
Q88MF1,SURE_PSEPK,Sure,5'-nucleotidase SurE,PP_0815,R1,71132.7
Q88MF1,SURE_PSEPK,Sure,5'-nucleotidase SurE,PP_0815,R2,86211
Q88MF1,SURE_PSEPK,Sure,5'-nucleotidase SurE,PP_0815,R3,135232.6
Q88MF2,TRUD_PSEPK,Trud,tRNA pseudouridine synthase D,PP_0815,R1,193041.4
Q88MF2,TRUD_PSEPK,Trud,tRNA pseudouridine synthase D,PP_0815,R2,104902
Q88MF2,TRUD_PSEPK,Trud,tRNA pseudouridine synthase D,PP_0815,R3,104780.5
Q88MF3,ISPF_PSEPK,Ispf,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",PP_0815,R1,22411.3
Q88MF3,ISPF_PSEPK,Ispf,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",PP_0815,R2,62656.3
Q88MF3,ISPF_PSEPK,Ispf,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",PP_0815,R3,38407.8
Q88MF5,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_0815,R1,380866.1
Q88MF5,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_0815,R2,235805.3
Q88MF5,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_0815,R3,386493.9
Q88MF9,ENO_PSEPK,Eno,Enolase,PP_0815,R1,5849518
Q88MF9,ENO_PSEPK,Eno,Enolase,PP_0815,R2,5878042.2
Q88MF9,ENO_PSEPK,Eno,Enolase,PP_0815,R3,5926977.2
Q88MG0,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0815,R1,336633.9
Q88MG0,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0815,R2,815601.7
Q88MG0,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0815,R3,716750.6
Q88MG1,PYRG_PSEPK,Pyrg,CTP synthase,PP_0815,R1,4294339.3
Q88MG1,PYRG_PSEPK,Pyrg,CTP synthase,PP_0815,R2,4507007.9
Q88MG1,PYRG_PSEPK,Pyrg,CTP synthase,PP_0815,R3,4158169
Q88MG4,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0815,R1,2272905.6
Q88MG4,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0815,R2,1947413.6
Q88MG4,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0815,R3,1962752.5
Q88MG5,Q88MG5_PSEPK,Dnaea,DNA polymerase III subunit alpha,PP_0815,R1,54623.7
